,tarih,sogan_yesil_(yerli),turp_kirmizi_(yerli),semiz_otu(bag)_yerli,armut_(yerli),biber_carli_(yerli),maydonoz_(yerli)_bag,kiraz_(yerli),biber_kÄ±l_(yerli),havuc,visne_(yerli),biber_sivri_(yerli),salatalik_(yerli),patlican_(yerli),kayisi_(yerli),marul_(yerli)adet,kabak_(yerli),fasulye_(yerli),domates_(yerli),biber_dolma_(yerli),kabak_(beyaz),misir_(taze)adet,patates(ii.),domates_(ceri),marul_(mor)adet,marul_(muhtelif)adet,marul_(aysberk)adet,biber_(koy),brokoli,patates_(taze),domates_(ii),sogan_taze_(yesil),biber_(ii),roka(bag),patates,pirasa,pazi,barbunya,turp_muhtelif,tere,sogan_(goger),salatalik_(silor),salatalik_(muhtelif),sogan_(kÄ±rmÄ±zÄ±),sogan_(kuru),sarimsak_(kuru),sarimsak_(taze),semiz_otu(bag),pancar_(kÄ±rmÄ±zÄ±),salatalik_(kornison),lahana_(buruksel),asma_yapragi,hirtlak,domates_(koy),karpuz_(ithal),fasulye_(muhtelif),feslegen(reyhan)bag,ispanak,karnabahar,kereviz,kabak_(kara),kabak_(bal),kavun_(ithal),enginar(adet),dere_otu_(bag),bakla,bezelye_(araka),biber_(sivri),biber_(dolma),biber_(carli),biber_(cin),biber_salcalÄ±k_(kapya),biber_kÄ±l,lahana_(beyaz),lahana_(mor),biber_(kÄ±l),patlican_(kemer),mandalin_(ii),domates_(salkÄ±m),domates_(muhtelif),dometes_(salcalÄ±k),salatalik_(ii),sogan_(ii),limon_(ii),nane(bag),patlican_(topak),mantar_(kultur),maydonoz_(bag),patates.1,bamya,eksi_ot_(bag),incir,kestane,hurma
30,2021-02-22,1.0,2.5,4.0,1.5,1.5,2.5,6.0,2.5,3.0,0.5,1.0,1.0,1.0,0.5,6.0,3.5,2.0,1.0,15.0,0.7,1.5,3.0,10.0,0.7,1.0,1.5,3.0,2.5,1.0,5.0,0.5,5.0,5.0,4.0,7.0,5.0,1.0,1.5,10.0,3.0,2.5,2.0,0.8,3.0,7.0,0.5,0.5,15.0,10.0,6.0,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,8.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
31,2021-02-18,1.0,2.5,5.0,1.5,1.5,2.5,6.5,2.5,3.0,0.5,1.0,1.0,1.0,0.5,6.0,3.5,2.0,1.0,15.0,0.7,1.5,3.0,10.0,0.7,1.0,1.0,3.0,2.5,1.0,5.0,0.5,6.0,5.0,5.0,7.0,5.0,1.0,1.5,10.0,3.0,2.5,2.0,0.8,3.0,7.0,0.5,0.5,15.0,10.0,4.0,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,8.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
32,2021-02-15,1.0,2.5,5.0,1.5,1.5,2.5,6.5,2.5,3.0,0.5,1.0,1.0,1.0,0.5,6.0,3.5,2.0,1.0,15.0,0.7,1.5,3.0,10.0,0.7,1.0,1.0,3.0,2.5,1.0,5.0,0.5,6.0,5.0,5.0,7.0,5.0,1.0,1.5,10.0,3.0,3.0,2.0,0.8,3.0,7.0,0.5,0.5,15.0,8.0,4.0,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
33,2021-02-11,1.0,2.5,5.0,1.5,1.5,2.5,5.5,1.5,3.0,0.5,1.0,1.0,1.0,0.5,6.0,3.0,2.0,1.0,15.0,0.7,1.5,3.0,7.0,0.7,1.0,1.0,3.0,2.5,1.0,5.0,0.5,4.5,4.5,5.0,7.0,5.0,1.0,1.5,10.0,2.0,3.0,2.0,0.5,2.5,7.0,0.5,0.5,8.0,4.0,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,
34,2021-02-08,1.0,3.0,5.0,1.5,1.5,2.5,5.5,1.5,3.0,0.5,1.0,1.0,1.0,0.5,6.0,4.0,2.0,1.0,15.0,0.7,1.5,3.0,7.0,0.7,1.0,1.0,3.0,3.0,1.0,5.0,0.5,4.5,4.5,5.0,7.0,5.0,1.0,1.5,10.0,4.0,3.0,2.0,0.5,6.5,7.0,0.5,0.5,15.0,8.0,4.0,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
35,2021-02-04,1.0,3.0,5.0,1.5,1.5,2.5,5.5,1.5,3.0,0.5,1.0,1.5,1.0,0.5,6.0,4.5,2.0,1.0,15.0,0.7,1.5,3.0,7.0,0.7,1.5,1.0,3.0,3.0,1.0,0.5,4.5,4.5,5.5,7.0,5.0,1.0,1.5,10.0,4.0,3.0,1.8,0.8,6.5,7.0,0.5,0.5,15.0,8.0,4.0,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,
36,2021-02-01,1.0,2.0,5.0,1.5,1.5,2.5,5.5,1.5,3.0,0.5,1.0,1.5,1.0,0.5,6.0,4.5,2.0,1.0,15.0,0.7,1.5,3.0,7.0,0.7,1.5,1.0,3.0,2.0,1.0,5.0,0.5,4.5,4.5,5.5,7.0,5.0,1.0,1.5,10.0,4.5,3.0,1.8,0.8,6.5,7.0,0.5,0.5,15.0,8.0,4.0,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
37,2021-01-28,1.0,2.0,5.0,1.5,1.5,2.5,5.5,1.5,3.0,0.5,1.0,1.5,1.0,0.5,6.0,4.5,2.0,1.0,15.0,0.7,1.5,3.0,7.0,0.7,1.5,1.0,3.0,2.0,1.0,5.0,0.5,4.5,4.5,5.5,7.0,5.0,1.0,1.5,10.0,4.5,3.0,1.8,0.8,6.5,7.0,0.5,0.5,15.0,8.0,4.0,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
38,2021-01-25,1.0,2.0,5.0,1.5,1.5,2.5,4.5,1.0,3.0,0.5,1.0,1.5,1.0,0.5,5.0,4.0,2.0,1.0,15.0,0.7,1.5,3.0,7.0,0.7,1.5,1.0,3.0,2.0,1.0,5.0,0.5,4.5,3.5,4.5,7.0,5.0,1.0,1.5,8.0,3.5,3.0,1.0,0.5,4.0,7.0,0.5,0.5,15.0,8.0,6.0,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
39,2021-01-21,1.0,2.0,5.0,1.5,1.5,2.5,4.5,1.5,4.0,0.5,1.0,1.5,1.0,0.5,4.5,3.0,2.0,1.0,15.0,0.7,1.5,3.0,7.0,0.7,1.5,1.0,3.0,2.0,1.0,5.0,0.5,3.5,3.5,3.5,7.0,5.0,1.0,1.5,7.0,2.5,3.0,1.0,0.5,3.0,7.0,0.5,0.5,15.0,6.0,3.5,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,2.5,4.0,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,
40,2021-01-18,1.0,2.0,5.0,1.5,1.5,2.5,4.5,1.5,4.0,0.5,1.0,2.5,1.0,0.5,3.5,3.0,2.0,1.0,15.0,0.7,1.5,3.0,7.0,0.7,1.5,1.0,3.0,2.0,1.0,5.0,0.5,3.5,3.5,3.5,7.0,5.0,1.0,1.5,7.0,2.5,3.0,1.0,0.5,2.5,7.0,0.5,0.5,15.0,6.0,3.5,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,6.0,2.5,4.0,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,
41,2021-01-14,0.7,2.0,5.0,1.5,1.5,2.5,4.0,1.5,4.0,0.5,1.0,2.0,1.0,0.5,3.5,2.0,2.0,1.0,15.0,0.7,1.5,3.0,7.0,0.7,1.5,1.0,2.0,2.0,1.0,5.0,0.5,3.0,3.0,3.0,7.0,5.0,1.0,1.5,7.0,2.0,3.0,1.5,0.5,2.0,7.0,0.5,0.5,15.0,4.0,3.5,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,6.0,2.5,4.0,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,
42,2021-01-11,0.7,2.0,5.0,1.5,1.5,2.5,4.0,2.5,4.0,0.5,1.0,2.0,1.0,0.5,3.5,2.0,2.0,1.0,15.0,0.7,1.5,3.0,7.0,0.7,1.5,1.0,2.0,2.5,1.0,5.0,0.5,3.0,3.0,3.5,7.0,1.0,2.0,7.0,2.5,3.0,1.5,0.5,2.5,7.0,0.5,0.5,15.0,4.0,2.5,3.0,4.0,4.5,35.0,2.0,7.0,11.0,4.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,6.0,2.5,4.0,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
43,2021-01-07,0.7,2.0,5.0,1.5,1.5,2.5,4.0,2.5,4.0,0.5,1.0,2.0,1.0,0.5,3.5,3.0,2.0,1.0,15.0,0.7,1.5,3.0,7.0,0.7,2.0,1.0,2.0,2.5,1.0,0.5,4.0,4.0,3.5,7.0,5.0,1.0,1.8,7.0,2.5,4.0,1.5,0.5,2.0,7.0,0.5,0.5,15.0,4.0,2.5,3.0,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,6.0,2.5,4.0,4.0,4.0,2.0,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
44,2021-01-04,0.7,2.5,5.0,1.5,1.5,2.5,4.5,2.5,3.0,0.5,1.0,2.0,1.0,0.5,3.5,3.0,2.0,1.0,15.0,0.7,1.5,3.0,5.0,0.7,2.0,1.5,2.0,2.5,1.0,0.5,4.0,4.0,3.5,7.0,5.0,1.0,1.8,7.0,2.5,4.0,1.5,0.5,2.0,7.0,0.5,0.5,15.0,4.0,2.5,3.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,4.0,12.0,2.0,6.0,2.5,4.0,4.0,4.0,2.0,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
45,2020-12-31,0.7,2.5,5.0,1.5,1.5,2.5,3.5,2.5,3.0,0.5,1.0,2.0,1.0,0.5,3.5,3.0,2.0,1.0,15.0,0.7,1.5,3.0,5.0,0.7,2.0,1.5,2.0,3.5,1.0,0.5,4.0,3.0,3.0,7.0,5.0,1.0,1.8,4.0,2.0,4.0,1.5,0.5,2.0,7.0,0.5,0.5,15.0,4.0,2.5,3.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,4.0,12.0,2.0,6.0,2.5,4.0,4.0,4.0,1.5,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
46,2020-12-28,0.7,2.5,5.0,1.5,1.5,2.5,3.5,2.5,3.0,0.5,1.0,2.0,1.0,0.5,3.5,3.0,2.0,1.0,15.0,0.7,1.5,3.0,2.5,5.0,0.7,2.0,1.5,2.0,3.5,1.0,0.5,3.0,3.0,2.5,5.0,5.0,1.0,1.8,4.0,3.0,4.0,1.5,0.5,3.0,7.0,0.5,0.5,15.0,4.0,2.5,2.0,2.7,35.0,2.0,7.0,11.0,6.0,15.0,5.0,2.0,6.0,1.2,4.0,12.0,2.0,6.0,4.0,4.0,4.0,3.5,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
47,2020-12-24,0.7,2.5,5.0,1.5,2.5,3.5,2.5,3.0,0.5,1.0,2.0,1.0,0.5,3.5,3.0,2.0,1.0,15.0,0.7,1.5,3.0,5.0,0.7,2.0,1.5,2.0,3.5,1.0,0.5,3.0,3.0,2.5,5.0,5.0,1.0,1.0,4.0,3.0,4.0,1.5,0.5,3.0,7.0,0.5,0.5,15.0,4.0,2.5,2.0,2.7,35.0,2.0,7.0,11.0,6.0,15.0,5.0,2.0,6.0,1.2,4.0,12.0,2.0,6.0,2.5,4.0,4.0,4.0,3.5,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
48,2020-12-21,0.7,3.5,5.0,1.5,1.5,2.5,4.0,2.5,4.0,0.5,1.0,2.0,1.0,0.5,2.5,1.5,2.0,1.0,15.0,0.7,1.5,3.0,5.0,0.7,2.0,2.5,2.0,3.5,1.0,0.5,3.5,3.0,2.5,5.0,5.0,0.5,1.0,4.0,3.0,4.0,1.5,0.5,2.0,7.0,0.5,0.5,15.0,4.0,2.5,2.0,2.7,35.0,2.0,7.0,11.0,6.0,15.0,5.0,2.0,6.0,1.0,4.0,12.0,2.0,6.0,2.5,4.0,4.0,4.0,3.5,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
49,2020-12-17,3.0,0.7,3.5,5.0,1.5,1.5,2.5,4.0,4.0,4.0,0.5,1.0,2.0,1.0,0.5,2.5,1.5,2.0,1.0,15.0,0.5,1.5,3.0,5.0,0.5,2.0,2.5,2.0,3.5,0.5,4.0,4.0,2.5,5.0,5.0,0.5,1.0,4.0,3.0,4.0,2.5,0.5,2.0,7.0,0.5,0.5,15.0,4.0,2.5,2.7,35.0,2.0,7.0,11.0,5.0,15.0,5.0,2.0,6.0,1.0,4.0,12.0,2.0,6.0,2.5,4.0,4.0,4.0,3.5,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,
50,2020-12-14,3.5,1.5,1.5,2.5,4.0,4.0,4.0,0.5,1.0,2.0,1.0,0.5,2.5,1.5,2.0,1.0,15.0,0.7,1.5,4.0,0.7,2.0,3.0,2.0,3.5,1.0,4.0,4.0,2.5,5.0,5.0,0.5,1.0,4.0,2.0,0.5,1.5,7.0,0.5,0.5,15.0,4.0,2.5,1.0,2.7,35.0,2.0,7.0,8.0,5.0,5.0,2.0,6.0,1.0,4.0,12.0,2.0,6.0,3.5,4.0,4.0,4.0,3.5,8.0,2.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2020-12-10,0.7,3.5,1.5,1.5,2.5,4.5,4.0,4.0,0.5,1.0,2.0,1.0,0.5,2.5,1.5,1.0,15.0,0.7,1.5,4.0,0.7,2.0,3.0,2.0,3.5,4.0,4.0,2.5,3.0,6.0,0.5,1.0,4.0,2.0,0.5,1.5,7.0,0.5,0.5,15.0,4.0,2.5,1.5,2.7,1.0,35.0,2.0,7.0,8.0,5.0,5.0,2.0,6.0,1.0,4.0,12.0,2.0,5.0,2.5,4.0,4.0,3.0,3.5,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2020-12-07,0.7,3.5,5.0,1.5,2.5,4.0,4.0,0.5,0.5,1.0,2.0,1.0,0.5,2.5,1.5,2.0,1.0,15.0,0.7,1.5,3.0,0.7,2.0,4.0,2.0,3.5,1.0,0.5,4.0,4.0,2.5,3.0,6.0,0.5,1.0,4.0,2.0,4.0,2.5,0.5,1.5,7.0,0.5,15.0,4.5,2.5,1.5,2.7,35.0,2.0,7.0,8.0,5.0,15.0,5.0,2.0,6.0,1.0,4.0,15.0,2.0,5.0,2.5,4.0,4.0,3.0,3.5,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
53,2020-12-03,0.7,3.5,5.0,1.5,1.5,2.5,4.5,4.0,4.0,0.5,1.0,2.0,1.0,0.5,2.0,1.5,2.0,1.0,15.0,0.7,1.5,3.0,4.0,0.7,2.0,4.0,2.0,3.5,1.0,0.5,4.0,3.0,2.5,3.0,6.0,0.5,1.0,4.0,2.0,4.0,2.5,0.5,2.0,7.0,0.5,0.5,15.0,4.5,2.5,1.5,2.7,35.0,2.0,7.0,8.0,5.0,15.0,5.0,2.0,6.0,1.0,4.0,13.0,2.0,5.0,2.5,4.0,3.5,3.0,3.5,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
54,2020-11-30,0.7,4.0,3.5,5.0,1.5,1.5,2.5,4.5,3.5,0.5,1.0,2.0,1.0,0.5,2.5,1.5,2.0,1.0,15.0,0.7,1.5,3.0,4.0,0.7,2.0,4.0,2.0,3.5,1.0,0.5,4.5,3.0,2.5,3.0,6.0,0.5,1.0,4.0,2.0,4.0,2.5,0.5,2.0,7.0,0.5,0.5,15.0,4.5,2.0,1.5,2.5,35.0,2.0,7.0,8.0,5.0,5.0,2.0,6.0,1.0,4.0,13.0,2.0,5.0,2.5,4.0,3.5,3.0,3.5,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
55,2020-11-27,0.7,3.5,5.0,1.5,1.0,2.5,3.0,4.0,3.5,0.5,1.0,2.0,1.0,0.5,2.0,1.5,2.0,1.0,15.0,0.7,1.5,3.0,4.0,0.7,2.0,4.0,2.0,3.5,1.0,0.5,3.0,3.0,2.5,3.0,5.0,0.5,0.8,3.5,2.0,4.0,2.5,0.5,2.0,7.0,0.5,0.5,15.0,4.5,2.0,1.5,2.5,35.0,2.0,7.0,8.0,5.0,15.0,5.0,2.0,6.0,1.0,4.0,13.0,2.0,5.0,2.5,4.0,3.5,3.0,3.5,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
56,2020-11-23,0.7,2.5,5.0,1.5,1.0,2.5,3.0,4.0,3.5,0.5,1.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,15.0,0.7,1.5,3.0,4.0,0.7,2.0,4.0,2.0,2.0,1.0,0.5,3.0,2.5,2.5,3.0,5.0,0.5,0.8,3.5,2.0,4.0,2.5,0.5,2.0,7.0,0.5,0.5,15.0,4.5,2.0,1.5,2.5,35.0,2.0,7.0,8.0,5.0,3.5,2.0,6.0,1.0,4.0,13.0,2.0,5.0,2.5,4.0,3.5,3.0,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,
57,2020-11-19,0.7,2.5,5.0,1.5,1.0,2.5,3.0,4.0,2.5,0.5,1.0,1.5,1.0,0.5,1.0,1.0,2.0,1.0,15.0,0.7,1.3,3.0,4.0,0.7,2.0,3.0,2.0,2.0,1.0,0.5,3.0,3.0,2.5,3.0,5.0,0.5,0.8,3.5,2.0,4.0,2.5,0.5,2.0,7.0,0.5,0.5,15.0,4.5,1.5,1.5,2.5,35.0,2.0,7.0,8.0,5.0,2.0,6.0,1.0,4.0,10.0,3.5,5.0,2.5,4.0,3.5,3.0,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
58,2020-11-16,0.7,2.5,5.0,1.5,1.0,2.5,3.0,4.0,2.5,0.5,1.0,1.5,1.0,0.5,1.5,1.0,2.0,1.0,15.0,0.7,1.3,3.0,4.0,0.7,2.0,3.0,2.0,2.0,1.0,0.5,3.0,3.0,2.5,3.0,5.0,0.5,0.8,3.5,2.0,4.0,2.5,0.5,2.0,7.0,0.5,0.5,15.0,3.5,1.5,1.5,2.5,35.0,2.0,7.0,8.0,5.0,3.5,2.0,6.0,1.0,4.0,10.0,2.0,5.0,2.5,4.0,3.5,3.0,9.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,
59,2020-11-12,0.7,2.5,5.0,1.5,1.0,2.5,3.0,4.0,2.5,0.5,1.0,1.5,1.0,0.5,1.5,1.0,2.0,1.0,15.0,0.7,1.3,3.0,4.0,0.7,2.0,3.0,2.0,2.0,1.0,0.5,3.0,3.0,2.5,4.0,5.0,0.5,0.8,3.5,2.0,5.0,2.5,0.5,2.0,7.0,0.5,0.5,15.0,3.5,1.5,2.0,2.5,35.0,3.0,7.0,8.0,5.0,3.5,2.0,6.0,1.0,4.0,10.0,2.0,5.0,1.5,7.0,4.0,3.5,3.0,9.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
60,2020-11-09,0.7,2.5,5.0,1.5,1.0,2.0,3.0,4.0,2.5,0.5,1.5,1.0,0.5,1.5,1.0,2.0,1.0,15.0,0.7,1.3,3.0,3.0,0.7,2.0,3.0,2.0,2.0,1.0,0.5,3.0,3.0,2.0,3.5,5.0,0.5,0.8,3.0,1.0,5.0,2.5,0.5,2.0,7.0,0.5,2.0,6.0,0.5,8.0,15.0,3.5,1.5,2.0,30.0,3.0,6.0,8.0,5.0,3.5,2.0,6.0,1.0,4.0,8.0,2.0,5.0,1.5,7.0,4.0,3.5,3.0,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
61,2020-11-05,0.7,1.5,3.0,1.5,1.0,1.5,3.0,4.0,2.5,0.5,0.8,1.5,1.0,0.5,1.5,1.0,2.0,1.0,15.0,0.7,1.3,3.0,3.0,0.7,2.0,2.0,2.0,1.5,1.0,0.5,3.0,3.0,2.0,3.5,5.0,0.5,0.8,3.0,1.5,5.0,2.5,0.5,2.0,7.0,0.5,2.0,6.0,0.5,8.0,15.0,3.5,1.5,2.0,30.0,3.0,6.0,8.5,5.0,3.5,2.0,6.0,1.0,4.0,6.0,2.0,5.0,1.5,7.0,4.0,3.5,3.0,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
62,2020-11-02,0.5,1.5,3.0,1.5,1.0,1.5,3.0,5.0,2.5,0.5,0.8,1.5,1.0,0.5,1.5,1.0,2.0,1.0,15.0,0.7,1.3,3.0,3.0,0.7,2.0,1.0,2.0,1.5,1.0,0.5,3.0,3.0,2.0,3.5,5.0,0.5,0.8,3.0,1.5,5.0,2.5,0.5,2.0,7.0,0.5,2.0,6.0,0.5,8.0,2.5,1.5,2.0,25.0,3.0,5.0,8.5,5.0,3.5,2.0,6.0,1.0,4.0,6.0,2.0,5.0,1.5,7.0,4.0,3.5,3.0,8.0,2.5,3.0,,,,,,,,,,,,,,,,,,,,
63,2020-10-26,2.5,1.0,0.7,2.0,0.5,2.5,0.5,2.0,1.0,1.5,1.0,1.0,3.0,1.5,2.0,1.5,3.0,1.5,1.0,1.5,2.0,3.5,2.5,0.5,0.8,1.0,1.0,0.5,1.5,1.0,2.0,1.0,15.0,0.7,0.8,1.0,3.0,3.0,0.7,2.0,1.5,1.0,1.0,0.5,2.0,3.0,2.0,2.0,3.0,0.5,0.8,3.0,1.0,3.0,1.5,0.5,1.5,7.0,0.5,2.0,6.0,0.5,8.0,2.0,1.5,2.0,25.0,3.0,5.0,9.0,5.0,2.0,2.0,6.0,1.0,4.0,6.0,2.0,5.0,1.5,7.0,2.0,8.0,1.5,3.0,,,,,,,,
64,2020-10-22,2.5,1.0,0.7,2.0,0.5,2.5,0.5,2.0,1.5,1.0,1.0,3.0,1.5,2.0,1.5,3.0,1.5,1.0,1.5,2.0,3.5,2.5,0.5,0.8,1.0,1.0,0.5,1.5,1.0,2.0,0.7,15.0,0.7,0.8,1.0,3.0,0.7,2.0,1.0,1.5,1.0,1.0,0.5,1.5,3.0,2.0,2.0,3.0,0.5,0.8,3.0,1.0,3.0,1.5,0.5,1.5,7.0,0.5,2.0,6.0,0.5,8.0,2.5,1.5,2.0,25.0,3.0,5.0,9.5,6.0,2.0,2.0,6.0,1.0,4.0,6.0,2.0,5.0,1.0,7.0,2.0,7.0,8.0,1.5,3.0,,,,,,,,
65,2020-10-19,2.5,1.0,0.7,2.0,0.5,2.5,0.5,2.0,1.0,1.5,1.0,1.0,3.0,1.5,2.0,1.5,1.0,3.0,1.5,1.0,1.5,2.0,3.5,2.5,0.5,0.8,1.0,1.0,0.5,1.5,1.0,2.0,1.0,15.0,0.7,0.8,1.0,3.0,0.7,8.0,1.0,1.5,1.0,1.0,0.5,1.5,3.0,2.0,2.0,3.0,0.5,0.8,2.5,1.0,3.0,1.5,0.8,0.5,1.5,7.0,0.5,2.0,6.0,0.5,3.0,3.0,2.0,25.0,5.0,5.0,9.5,6.0,2.0,2.0,6.0,1.0,4.0,6.0,2.0,5.0,1.0,7.0,2.0,7.0,8.0,1.5,3.0,,,,,,
66,2020-10-15,2.5,1.0,0.7,2.0,0.5,2.5,0.5,2.0,1.0,1.5,1.0,1.0,3.0,1.0,2.0,1.5,1.0,3.0,1.5,1.0,1.5,2.0,2.0,2.5,0.5,0.8,1.0,1.0,0.5,1.5,1.0,2.0,1.0,15.0,0.7,0.8,1.0,3.0,0.7,2.0,1.0,1.5,1.0,1.0,0.5,1.5,3.0,2.0,2.0,2.0,0.5,0.8,2.5,1.0,3.0,1.0,0.8,0.5,1.5,7.0,0.5,2.0,6.0,0.5,8.0,3.0,3.0,2.0,25.0,5.0,5.0,9.5,6.0,2.0,2.0,6.0,1.5,4.0,6.0,2.0,5.0,1.0,7.0,2.0,7.0,8.0,1.5,3.0,,,,,
67,2020-10-12,2.5,1.0,0.7,2.0,0.5,2.5,0.5,2.5,1.5,1.0,1.0,3.0,1.0,3.0,1.5,1.0,3.0,1.5,1.0,1.5,2.0,2.0,2.5,0.5,0.8,1.0,4.0,1.0,0.5,1.5,1.0,2.0,1.0,15.0,0.7,0.8,1.0,3.0,0.7,2.0,1.0,1.5,1.0,1.0,0.5,2.5,3.0,2.0,3.0,1.5,0.5,0.8,2.5,1.5,3.0,1.0,0.8,0.5,1.5,7.0,0.5,2.0,6.0,0.5,8.0,3.0,3.0,2.0,25.0,5.0,5.0,9.5,6.0,2.0,2.0,6.0,4.0,6.0,2.0,5.0,1.0,6.0,4.5,2.0,5.0,8.0,1.0,3.0,,,,,
68,2020-10-08,2.5,1.0,0.7,2.0,0.5,2.5,0.5,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.5,3.0,1.5,1.0,1.5,1.5,2.0,2.5,0.5,0.8,1.0,4.0,1.0,0.5,1.5,1.0,2.0,1.0,15.0,0.7,0.8,1.0,3.0,0.7,2.0,1.0,1.5,1.0,1.0,0.5,2.0,2.0,2.0,2.0,1.5,0.5,0.8,2.5,1.5,3.0,1.0,0.5,0.5,1.5,7.0,0.5,2.0,6.0,0.5,8.0,3.0,3.0,2.0,25.0,5.0,5.0,9.0,6.0,2.0,2.0,6.0,4.0,6.0,2.0,5.0,1.0,6.0,4.5,2.0,5.0,8.0,1.5,3.0,,,,,
69,2020-10-05,2.5,1.0,0.7,1.0,0.5,3.0,0.5,1.5,0.7,1.0,1.0,1.0,3.0,0.5,2.0,1.0,0.5,3.0,1.5,1.0,1.5,1.5,2.0,2.5,0.5,0.8,1.0,4.0,1.0,0.5,1.5,0.7,2.0,1.0,15.0,0.7,0.8,2.0,1.0,3.0,0.7,2.0,1.0,2.0,1.0,1.0,0.5,1.5,2.0,1.0,2.0,1.5,0.5,0.8,2.5,1.0,3.0,0.7,0.5,0.5,1.5,7.0,0.5,2.0,6.0,0.5,8.0,3.0,3.0,2.0,25.0,5.0,5.0,9.0,6.0,2.0,2.0,6.0,4.0,5.0,2.0,5.0,0.5,6.0,4.5,2.0,4.0,8.0,1.5,3.0,,,
