,tarih,saat,yukleme_adedi,yukleme_yapilan_kart_adedi
1816,2020-03-18,19:00:00,1204,1195
1817,2020-03-18,20:00:00,745,732
1818,2020-03-18,21:00:00,401,399
1819,2020-03-18,22:00:00,283,277
1820,2020-03-18,23:00:00,74,71
1821,2020-03-19,00:00:00,21,21
1822,2020-03-19,01:00:00,1,1
1823,2020-03-19,02:00:00,1,1
1824,2020-03-19,05:00:00,2,2
1825,2020-03-19,06:00:00,55,55
1826,2020-03-19,07:00:00,816,809
1827,2020-03-19,08:00:00,832,823
1828,2020-03-19,09:00:00,602,598
1829,2020-03-19,10:00:00,622,616
1830,2020-03-19,11:00:00,681,669
1831,2020-03-19,12:00:00,753,747
1832,2020-03-19,13:00:00,783,769
1833,2020-03-19,14:00:00,841,831
1834,2020-03-19,15:00:00,783,774
1835,2020-03-19,16:00:00,669,662
1836,2020-03-19,17:00:00,822,811
1837,2020-03-19,18:00:00,1143,1133
1838,2020-03-19,19:00:00,1050,1033
1839,2020-03-19,20:00:00,613,604
1840,2020-03-19,21:00:00,293,290
1841,2020-03-19,22:00:00,194,192
1842,2020-03-19,23:00:00,60,59
1843,2020-03-20,00:00:00,10,10
1844,2020-03-20,01:00:00,1,1
1845,2020-03-20,05:00:00,2,2
1846,2020-03-20,06:00:00,48,48
1847,2020-03-20,07:00:00,817,803
1848,2020-03-20,08:00:00,760,755
1849,2020-03-20,09:00:00,516,512
1850,2020-03-20,10:00:00,514,506
1851,2020-03-20,11:00:00,594,586
1852,2020-03-20,12:00:00,615,611
1853,2020-03-20,13:00:00,749,740
1854,2020-03-20,14:00:00,814,800
1855,2020-03-20,15:00:00,738,731
1856,2020-03-20,16:00:00,748,732
1857,2020-03-20,17:00:00,790,778
1858,2020-03-20,18:00:00,1076,1064
1859,2020-03-20,19:00:00,979,968
1860,2020-03-20,20:00:00,521,510
1861,2020-03-20,21:00:00,293,285
1862,2020-03-20,22:00:00,200,196
1863,2020-03-20,23:00:00,70,70
1864,2020-03-21,00:00:00,11,11
1865,2020-03-21,01:00:00,2,2
1866,2020-03-21,04:00:00,1,1
1867,2020-03-21,05:00:00,3,3
1868,2020-03-21,06:00:00,30,30
1869,2020-03-21,07:00:00,628,621
1870,2020-03-21,08:00:00,524,516
1871,2020-03-21,09:00:00,365,361
1872,2020-03-21,10:00:00,442,435
1873,2020-03-21,11:00:00,490,482
1874,2020-03-21,12:00:00,627,623
1875,2020-03-21,13:00:00,848,836
1876,2020-03-21,14:00:00,838,830
1877,2020-03-21,15:00:00,898,889
1878,2020-03-21,16:00:00,799,787
1879,2020-03-21,17:00:00,897,876
1880,2020-03-21,18:00:00,989,972
1881,2020-03-21,19:00:00,937,924
1882,2020-03-21,20:00:00,568,554
1883,2020-03-21,21:00:00,269,265
1884,2020-03-21,22:00:00,176,174
1885,2020-03-21,23:00:00,76,75
1886,2020-03-22,00:00:00,8,8
1887,2020-03-22,01:00:00,2,2
1888,2020-03-22,06:00:00,4,4
1889,2020-03-22,07:00:00,70,69
1890,2020-03-22,08:00:00,114,113
1891,2020-03-22,09:00:00,159,159
1892,2020-03-22,10:00:00,257,253
1893,2020-03-22,11:00:00,362,356
1894,2020-03-22,12:00:00,508,500
1895,2020-03-22,13:00:00,619,605
1896,2020-03-22,14:00:00,667,653
1897,2020-03-22,15:00:00,654,643
1898,2020-03-22,16:00:00,641,632
1899,2020-03-22,17:00:00,609,599
1900,2020-03-22,18:00:00,597,590
1901,2020-03-22,19:00:00,567,554
1902,2020-03-22,20:00:00,389,385
1903,2020-03-22,21:00:00,251,246
1904,2020-03-22,22:00:00,180,179
1905,2020-03-22,23:00:00,57,57
1906,2020-03-23,00:00:00,16,16
1907,2020-03-23,04:00:00,1,1
1908,2020-03-23,06:00:00,70,70
1909,2020-03-23,07:00:00,1175,1167
1910,2020-03-23,08:00:00,791,786
1911,2020-03-23,09:00:00,566,561
1912,2020-03-23,10:00:00,534,530
1913,2020-03-23,11:00:00,574,568
1914,2020-03-23,12:00:00,787,778
1915,2020-03-23,13:00:00,699,687
1916,2020-03-23,14:00:00,759,750
1917,2020-03-23,15:00:00,710,705
1918,2020-03-23,16:00:00,605,600
1919,2020-03-23,17:00:00,709,696
1920,2020-03-23,18:00:00,1119,1112
1921,2020-03-23,19:00:00,1079,1065
1922,2020-03-23,20:00:00,515,509
1923,2020-03-23,21:00:00,275,267
1924,2020-03-23,22:00:00,167,165
1925,2020-03-23,23:00:00,61,61
1926,2020-03-24,00:00:00,4,4
1927,2020-03-24,02:00:00,1,1
1928,2020-03-24,06:00:00,47,47
1929,2020-03-24,07:00:00,684,680
1930,2020-03-24,08:00:00,529,524
1931,2020-03-24,09:00:00,413,408
1932,2020-03-24,10:00:00,416,415
1933,2020-03-24,11:00:00,486,481
1934,2020-03-24,12:00:00,574,570
1935,2020-03-24,13:00:00,572,562
1936,2020-03-24,14:00:00,637,626
1937,2020-03-24,15:00:00,547,539
1938,2020-03-24,16:00:00,549,546
1939,2020-03-24,17:00:00,677,661
1940,2020-03-24,18:00:00,988,984
1941,2020-03-24,19:00:00,915,902
1942,2020-03-24,20:00:00,467,463
1943,2020-03-24,21:00:00,229,221
1944,2020-03-24,22:00:00,136,135
1945,2020-03-24,23:00:00,24,24
1946,2020-03-25,00:00:00,5,5
1947,2020-03-25,05:00:00,1,1
1948,2020-03-25,06:00:00,61,61
1949,2020-03-25,07:00:00,669,663
1950,2020-03-25,08:00:00,690,681
1951,2020-03-25,09:00:00,448,443
1952,2020-03-25,10:00:00,444,438
1953,2020-03-25,11:00:00,489,484
1954,2020-03-25,12:00:00,591,583
1955,2020-03-25,13:00:00,581,574
1956,2020-03-25,14:00:00,654,649
1957,2020-03-25,15:00:00,551,545
1958,2020-03-25,16:00:00,545,536
1959,2020-03-25,17:00:00,660,650
1960,2020-03-25,18:00:00,993,982
1961,2020-03-25,19:00:00,975,962
1962,2020-03-25,20:00:00,473,465
1963,2020-03-25,21:00:00,224,218
1964,2020-03-25,22:00:00,134,132
1965,2020-03-25,23:00:00,35,34
1966,2020-03-26,00:00:00,5,5
1967,2020-03-26,01:00:00,1,1
1968,2020-03-26,05:00:00,1,1
1969,2020-03-26,06:00:00,51,51
1970,2020-03-26,07:00:00,625,617
1971,2020-03-26,08:00:00,570,558
1972,2020-03-26,09:00:00,402,401
1973,2020-03-26,10:00:00,449,445
1974,2020-03-26,11:00:00,506,500
1975,2020-03-26,12:00:00,566,558
1976,2020-03-26,13:00:00,568,558
1977,2020-03-26,14:00:00,623,612
1978,2020-03-26,15:00:00,555,551
1979,2020-03-26,16:00:00,462,454
1980,2020-03-26,17:00:00,640,630
1981,2020-03-26,18:00:00,924,914
1982,2020-03-26,19:00:00,937,919
1983,2020-03-26,20:00:00,436,430
1984,2020-03-26,21:00:00,217,215
1985,2020-03-26,22:00:00,114,113
1986,2020-03-26,23:00:00,36,36
1987,2020-03-27,00:00:00,5,5
1988,2020-03-27,01:00:00,2,2
1989,2020-03-27,06:00:00,57,56
1990,2020-03-27,07:00:00,692,688
1991,2020-03-27,08:00:00,552,543
1992,2020-03-27,09:00:00,398,395
1993,2020-03-27,10:00:00,432,422
1994,2020-03-27,11:00:00,490,477
1995,2020-03-27,12:00:00,520,511
1996,2020-03-27,13:00:00,558,548
1997,2020-03-27,14:00:00,623,609
1998,2020-03-27,15:00:00,597,592
1999,2020-03-27,16:00:00,513,509
2000,2020-03-27,17:00:00,537,528
2001,2020-03-27,18:00:00,862,855
2002,2020-03-27,19:00:00,827,823
2003,2020-03-27,20:00:00,388,381
2004,2020-03-27,21:00:00,218,217
2005,2020-03-27,22:00:00,94,93
2006,2020-03-27,23:00:00,35,34
2007,2020-03-28,00:00:00,3,3
2008,2020-03-28,01:00:00,1,1
2009,2020-03-28,05:00:00,1,1
2010,2020-03-28,06:00:00,39,39
2011,2020-03-28,07:00:00,540,532
2012,2020-03-28,08:00:00,429,427
2013,2020-03-28,09:00:00,245,241
2014,2020-03-28,10:00:00,288,285
2015,2020-03-28,11:00:00,366,359
2016,2020-03-28,12:00:00,459,452
2017,2020-03-28,13:00:00,611,608
2018,2020-03-28,14:00:00,696,691
2019,2020-03-28,15:00:00,637,631
2020,2020-03-28,16:00:00,587,579
2021,2020-03-28,17:00:00,653,644
2022,2020-03-28,18:00:00,731,722
2023,2020-03-28,19:00:00,725,722
2024,2020-03-28,20:00:00,427,421
2025,2020-03-28,21:00:00,205,201
2026,2020-03-28,22:00:00,104,101
2027,2020-03-28,23:00:00,26,25
2028,2020-03-29,00:00:00,2,2
2029,2020-03-29,06:00:00,5,5
2030,2020-03-29,07:00:00,81,81
2031,2020-03-29,08:00:00,183,181
2032,2020-03-29,09:00:00,251,248
2033,2020-03-29,10:00:00,344,338
2034,2020-03-29,11:00:00,412,400
2035,2020-03-29,12:00:00,611,602
2036,2020-03-29,13:00:00,699,691
2037,2020-03-29,14:00:00,726,709
2038,2020-03-29,15:00:00,618,600
2039,2020-03-29,16:00:00,593,583
2040,2020-03-29,17:00:00,597,590
2041,2020-03-29,18:00:00,584,574
2042,2020-03-29,19:00:00,552,544
2043,2020-03-29,20:00:00,315,312
2044,2020-03-29,21:00:00,183,180
2045,2020-03-29,22:00:00,95,94
2046,2020-03-29,23:00:00,29,29
2047,2020-03-30,00:00:00,4,4
2048,2020-03-30,01:00:00,4,4
2049,2020-03-30,06:00:00,66,64
2050,2020-03-30,07:00:00,910,902
2051,2020-03-30,08:00:00,622,617
2052,2020-03-30,09:00:00,457,452
2053,2020-03-30,10:00:00,427,421
2054,2020-03-30,11:00:00,522,516
2055,2020-03-30,12:00:00,540,526
2056,2020-03-30,13:00:00,555,551
2057,2020-03-30,14:00:00,602,595
2058,2020-03-30,15:00:00,554,546
2059,2020-03-30,16:00:00,485,481
2060,2020-03-30,17:00:00,578,573
2061,2020-03-30,18:00:00,1039,1023
2062,2020-03-30,19:00:00,843,833
2063,2020-03-30,20:00:00,404,400
2064,2020-03-30,21:00:00,192,190
2065,2020-03-30,22:00:00,99,97
2066,2020-03-30,23:00:00,32,32
2067,2020-03-31,00:00:00,2,2
2068,2020-03-31,01:00:00,1,1
2069,2020-03-31,03:00:00,1,1
2070,2020-03-31,06:00:00,39,39
2071,2020-03-31,07:00:00,578,572
2072,2020-03-31,08:00:00,471,467
2073,2020-03-31,09:00:00,412,407
2074,2020-03-31,10:00:00,377,373
2075,2020-03-31,11:00:00,401,394
2076,2020-03-31,12:00:00,459,453
2077,2020-03-31,13:00:00,493,487
2078,2020-03-31,14:00:00,577,564
2079,2020-03-31,15:00:00,516,513
2080,2020-03-31,16:00:00,425,420
2081,2020-03-31,17:00:00,527,521
2082,2020-03-31,18:00:00,781,775
2083,2020-03-31,19:00:00,703,693
2084,2020-03-31,20:00:00,319,316
2085,2020-03-31,21:00:00,181,178
2086,2020-03-31,22:00:00,74,74
2087,2020-03-31,23:00:00,24,24
2088,2020-04-01,00:00:00,7,7
2089,2020-04-01,06:00:00,37,37
2090,2020-04-01,07:00:00,625,618
2091,2020-04-01,08:00:00,505,501
2092,2020-04-01,09:00:00,348,343
2093,2020-04-01,10:00:00,351,350
2094,2020-04-01,11:00:00,442,435
2095,2020-04-01,12:00:00,501,492
2096,2020-04-01,13:00:00,503,496
2097,2020-04-01,14:00:00,562,551
2098,2020-04-01,15:00:00,564,556
2099,2020-04-01,16:00:00,463,450
2100,2020-04-01,17:00:00,516,507
2101,2020-04-01,18:00:00,709,703
2102,2020-04-01,19:00:00,686,672
2103,2020-04-01,20:00:00,377,371
2104,2020-04-01,21:00:00,155,152
2105,2020-04-01,22:00:00,63,61
2106,2020-04-01,23:00:00,36,34
2107,2020-04-02,00:00:00,5,5
2108,2020-04-02,01:00:00,4,4
2109,2020-04-02,02:00:00,1,1
2110,2020-04-02,03:00:00,1,1
2111,2020-04-02,04:00:00,1,1
2112,2020-04-02,06:00:00,65,65
2113,2020-04-02,07:00:00,602,599
2114,2020-04-02,08:00:00,482,478
2115,2020-04-02,09:00:00,370,366
2116,2020-04-02,10:00:00,396,390
2117,2020-04-02,11:00:00,457,449
2118,2020-04-02,12:00:00,497,491
2119,2020-04-02,13:00:00,559,547
2120,2020-04-02,14:00:00,540,533
2121,2020-04-02,15:00:00,530,520
2122,2020-04-02,16:00:00,526,511
2123,2020-04-02,17:00:00,540,530
2124,2020-04-02,18:00:00,646,642
2125,2020-04-02,19:00:00,676,672
2126,2020-04-02,20:00:00,363,357
2127,2020-04-02,21:00:00,178,177
2128,2020-04-02,22:00:00,74,73
2129,2020-04-02,23:00:00,25,25
2130,2020-04-03,00:00:00,4,4
2131,2020-04-03,06:00:00,32,32
2132,2020-04-03,07:00:00,548,545
2133,2020-04-03,08:00:00,498,493
2134,2020-04-03,09:00:00,352,347
2135,2020-04-03,10:00:00,370,370
2136,2020-04-03,11:00:00,431,426
2137,2020-04-03,12:00:00,455,451
2138,2020-04-03,13:00:00,510,501
2139,2020-04-03,14:00:00,553,547
2140,2020-04-03,15:00:00,480,470
2141,2020-04-03,16:00:00,496,489
2142,2020-04-03,17:00:00,527,520
2143,2020-04-03,18:00:00,668,666
2144,2020-04-03,19:00:00,593,585
2145,2020-04-03,20:00:00,327,322
2146,2020-04-03,21:00:00,145,144
2147,2020-04-03,22:00:00,64,63
2148,2020-04-03,23:00:00,29,29
2149,2020-04-04,00:00:00,1,1
2150,2020-04-04,06:00:00,26,26
2151,2020-04-04,07:00:00,382,380
2152,2020-04-04,08:00:00,291,289
2153,2020-04-04,09:00:00,216,215
2154,2020-04-04,10:00:00,205,203
2155,2020-04-04,11:00:00,264,260
2156,2020-04-04,12:00:00,325,320
2157,2020-04-04,13:00:00,397,392
2158,2020-04-04,14:00:00,413,408
2159,2020-04-04,15:00:00,441,435
2160,2020-04-04,16:00:00,451,446
2161,2020-04-04,17:00:00,424,420
2162,2020-04-04,18:00:00,465,462
2163,2020-04-04,19:00:00,391,386
2164,2020-04-04,20:00:00,184,183
2165,2020-04-04,21:00:00,77,77
2166,2020-04-04,22:00:00,37,36
2167,2020-04-04,23:00:00,15,15
2168,2020-04-05,06:00:00,4,4
2169,2020-04-05,07:00:00,27,26
2170,2020-04-05,08:00:00,49,49
2171,2020-04-05,09:00:00,75,75
2172,2020-04-05,10:00:00,126,123
2173,2020-04-05,11:00:00,213,210
2174,2020-04-05,12:00:00,257,253
2175,2020-04-05,13:00:00,310,305
2176,2020-04-05,14:00:00,340,337
2177,2020-04-05,15:00:00,287,286
2178,2020-04-05,16:00:00,293,289
2179,2020-04-05,17:00:00,295,294
2180,2020-04-05,18:00:00,322,316
2181,2020-04-05,19:00:00,314,309
2182,2020-04-05,20:00:00,249,244
2183,2020-04-05,21:00:00,113,110
2184,2020-04-05,22:00:00,55,55
2185,2020-04-05,23:00:00,25,25
2186,2020-04-06,00:00:00,10,10
2187,2020-04-06,02:00:00,1,1
2188,2020-04-06,06:00:00,71,70
2189,2020-04-06,07:00:00,621,614
2190,2020-04-06,08:00:00,462,456
2191,2020-04-06,09:00:00,411,410
2192,2020-04-06,10:00:00,381,374
2193,2020-04-06,11:00:00,456,452
2194,2020-04-06,12:00:00,513,507
2195,2020-04-06,13:00:00,480,475
2196,2020-04-06,14:00:00,525,520
2197,2020-04-06,15:00:00,402,398
2198,2020-04-06,16:00:00,420,418
2199,2020-04-06,17:00:00,517,512
2200,2020-04-06,18:00:00,633,631
2201,2020-04-06,19:00:00,687,675
2202,2020-04-06,20:00:00,272,270
2203,2020-04-06,21:00:00,135,133
2204,2020-04-06,22:00:00,54,54
2205,2020-04-06,23:00:00,22,22
2206,2020-04-07,00:00:00,4,4
2207,2020-04-07,03:00:00,1,1
2208,2020-04-07,06:00:00,57,57
2209,2020-04-07,07:00:00,459,458
2210,2020-04-07,08:00:00,358,355
2211,2020-04-07,09:00:00,288,285
2212,2020-04-07,10:00:00,329,327
2213,2020-04-07,11:00:00,363,358
2214,2020-04-07,12:00:00,367,364
2215,2020-04-07,13:00:00,359,354
2216,2020-04-07,14:00:00,403,394
2217,2020-04-07,15:00:00,377,372
2218,2020-04-07,16:00:00,409,404
2219,2020-04-07,17:00:00,472,469
2220,2020-04-07,18:00:00,591,588
2221,2020-04-07,19:00:00,493,492
2222,2020-04-07,20:00:00,225,221
2223,2020-04-07,21:00:00,113,111
2224,2020-04-07,22:00:00,46,45
2225,2020-04-07,23:00:00,25,25
2226,2020-04-08,00:00:00,3,3
2227,2020-04-08,01:00:00,1,1
2228,2020-04-08,05:00:00,2,2
2229,2020-04-08,06:00:00,58,57
2230,2020-04-08,07:00:00,438,435
2231,2020-04-08,08:00:00,331,326
2232,2020-04-08,09:00:00,311,308
2233,2020-04-08,10:00:00,332,327
2234,2020-04-08,11:00:00,372,370
2235,2020-04-08,12:00:00,409,404
2236,2020-04-08,13:00:00,421,416
2237,2020-04-08,14:00:00,414,413
2238,2020-04-08,15:00:00,379,376
2239,2020-04-08,16:00:00,389,387
2240,2020-04-08,17:00:00,501,493
2241,2020-04-08,18:00:00,594,584
2242,2020-04-08,19:00:00,500,494
2243,2020-04-08,20:00:00,202,199
2244,2020-04-08,21:00:00,99,98
2245,2020-04-08,22:00:00,55,54
2246,2020-04-08,23:00:00,24,24
2247,2020-04-09,00:00:00,1,1
2248,2020-04-09,02:00:00,1,1
2249,2020-04-09,06:00:00,37,37
2250,2020-04-09,07:00:00,385,383
2251,2020-04-09,08:00:00,349,348
2252,2020-04-09,09:00:00,263,259
2253,2020-04-09,10:00:00,246,240
2254,2020-04-09,11:00:00,309,304
2255,2020-04-09,12:00:00,412,407
2256,2020-04-09,13:00:00,409,402
2257,2020-04-09,14:00:00,412,406
2258,2020-04-09,15:00:00,403,400
2259,2020-04-09,16:00:00,431,424
2260,2020-04-09,17:00:00,439,436
2261,2020-04-09,18:00:00,523,522
2262,2020-04-09,19:00:00,523,520
2263,2020-04-09,20:00:00,248,244
2264,2020-04-09,21:00:00,134,133
2265,2020-04-09,22:00:00,59,59
2266,2020-04-09,23:00:00,18,18
2267,2020-04-10,00:00:00,5,5
2268,2020-04-10,06:00:00,35,35
2269,2020-04-10,07:00:00,412,404
2270,2020-04-10,08:00:00,385,381
2271,2020-04-10,09:00:00,327,319
2272,2020-04-10,10:00:00,310,307
2273,2020-04-10,11:00:00,358,356
2274,2020-04-10,12:00:00,399,394
2275,2020-04-10,13:00:00,437,431
2276,2020-04-10,14:00:00,469,465
2277,2020-04-10,15:00:00,440,434
2278,2020-04-10,16:00:00,427,419
2279,2020-04-10,17:00:00,432,426
2280,2020-04-10,18:00:00,476,470
2281,2020-04-10,19:00:00,533,529
2282,2020-04-10,20:00:00,258,258
2283,2020-04-10,21:00:00,118,117
2284,2020-04-10,22:00:00,53,52
2285,2020-04-10,23:00:00,21,21
2286,2020-04-11,00:00:00,1,1
2287,2020-04-11,08:00:00,1,1
2288,2020-04-11,16:00:00,4,4
2289,2020-04-11,17:00:00,1,1
2290,2020-04-12,08:00:00,1,1
2291,2020-04-12,20:00:00,1,1
2292,2020-04-12,21:00:00,3,3
2293,2020-04-12,23:00:00,2,2
2294,2020-04-13,00:00:00,7,7
2295,2020-04-13,01:00:00,1,1
2296,2020-04-13,04:00:00,2,2
2297,2020-04-13,06:00:00,98,97
2298,2020-04-13,07:00:00,790,783
2299,2020-04-13,08:00:00,477,472
2300,2020-04-13,09:00:00,422,420
2301,2020-04-13,10:00:00,478,471
2302,2020-04-13,11:00:00,507,500
2303,2020-04-13,12:00:00,536,531
2304,2020-04-13,13:00:00,591,584
2305,2020-04-13,14:00:00,568,563
2306,2020-04-13,15:00:00,518,510
2307,2020-04-13,16:00:00,475,469
2308,2020-04-13,17:00:00,585,577
2309,2020-04-13,18:00:00,728,716
2310,2020-04-13,19:00:00,788,781
2311,2020-04-13,20:00:00,378,374
2312,2020-04-13,21:00:00,168,168
2313,2020-04-13,22:00:00,56,56
2314,2020-04-13,23:00:00,26,26
2315,2020-04-14,00:00:00,6,6
2316,2020-04-14,01:00:00,1,1
2317,2020-04-14,02:00:00,1,1
2318,2020-04-14,03:00:00,1,1
2319,2020-04-14,06:00:00,58,57
2320,2020-04-14,07:00:00,566,558
2321,2020-04-14,08:00:00,461,459
2322,2020-04-14,09:00:00,391,382
2323,2020-04-14,10:00:00,379,374
2324,2020-04-14,11:00:00,424,418
2325,2020-04-14,12:00:00,453,448
2326,2020-04-14,13:00:00,436,431
2327,2020-04-14,14:00:00,487,483
2328,2020-04-14,15:00:00,447,442
2329,2020-04-14,16:00:00,396,389
2330,2020-04-14,17:00:00,476,469
2331,2020-04-14,18:00:00,560,551
2332,2020-04-14,19:00:00,605,603
2333,2020-04-14,20:00:00,317,315
2334,2020-04-14,21:00:00,142,138
2335,2020-04-14,22:00:00,65,65
2336,2020-04-14,23:00:00,26,26
2337,2020-04-15,00:00:00,6,6
2338,2020-04-15,05:00:00,3,3
2339,2020-04-15,06:00:00,51,51
2340,2020-04-15,07:00:00,502,501
2341,2020-04-15,08:00:00,423,421
2342,2020-04-15,09:00:00,347,344
2343,2020-04-15,10:00:00,322,321
2344,2020-04-15,11:00:00,370,365
2345,2020-04-15,12:00:00,396,391
2346,2020-04-15,13:00:00,430,424
2347,2020-04-15,14:00:00,490,483
2348,2020-04-15,15:00:00,420,415
2349,2020-04-15,16:00:00,343,340
2350,2020-04-15,17:00:00,437,432
2351,2020-04-15,18:00:00,561,556
2352,2020-04-15,19:00:00,586,575
2353,2020-04-15,20:00:00,292,289
2354,2020-04-15,21:00:00,132,131
2355,2020-04-15,22:00:00,65,65
2356,2020-04-15,23:00:00,22,22
2357,2020-04-16,00:00:00,5,5
2358,2020-04-16,02:00:00,2,2
2359,2020-04-16,06:00:00,34,34
2360,2020-04-16,07:00:00,481,477
2361,2020-04-16,08:00:00,380,376
2362,2020-04-16,09:00:00,320,317
2363,2020-04-16,10:00:00,297,294
2364,2020-04-16,11:00:00,329,321
2365,2020-04-16,12:00:00,391,385
2366,2020-04-16,13:00:00,450,446
2367,2020-04-16,14:00:00,451,444
2368,2020-04-16,15:00:00,399,393
2369,2020-04-16,16:00:00,380,377
2370,2020-04-16,17:00:00,439,431
2371,2020-04-16,18:00:00,598,594
2372,2020-04-16,19:00:00,592,585
2373,2020-04-16,20:00:00,265,261
2374,2020-04-16,21:00:00,142,139
2375,2020-04-16,22:00:00,68,67
2376,2020-04-16,23:00:00,24,24
2377,2020-04-17,00:00:00,3,3
2378,2020-04-17,02:00:00,1,1
2379,2020-04-17,05:00:00,1,1
2380,2020-04-17,06:00:00,66,66
2381,2020-04-17,07:00:00,472,470
2382,2020-04-17,08:00:00,400,397
2383,2020-04-17,09:00:00,343,336
2384,2020-04-17,10:00:00,373,363
2385,2020-04-17,11:00:00,420,415
2386,2020-04-17,12:00:00,455,448
2387,2020-04-17,13:00:00,476,471
2388,2020-04-17,14:00:00,530,524
2389,2020-04-17,15:00:00,485,477
2390,2020-04-17,16:00:00,486,479
2391,2020-04-17,17:00:00,495,486
2392,2020-04-17,18:00:00,518,513
2393,2020-04-17,19:00:00,583,577
2394,2020-04-17,20:00:00,334,332
2395,2020-04-17,21:00:00,166,163
2396,2020-04-17,22:00:00,31,31
2397,2020-04-17,23:00:00,4,4
2398,2020-04-18,10:00:00,1,1
2399,2020-04-18,13:00:00,1,1
2400,2020-04-18,14:00:00,1,1
2401,2020-04-18,19:00:00,1,1
2402,2020-04-18,21:00:00,1,1
2403,2020-04-19,11:00:00,1,1
2404,2020-04-19,12:00:00,1,1
2405,2020-04-19,13:00:00,2,2
2406,2020-04-19,15:00:00,1,1
2407,2020-04-19,18:00:00,2,2
2408,2020-04-19,19:00:00,1,1
2409,2020-04-19,20:00:00,1,1
2410,2020-04-19,21:00:00,3,3
2411,2020-04-19,22:00:00,8,8
2412,2020-04-19,23:00:00,5,5
2413,2020-04-20,00:00:00,4,4
2414,2020-04-20,01:00:00,2,2
2415,2020-04-20,05:00:00,1,1
2416,2020-04-20,06:00:00,104,104
2417,2020-04-20,07:00:00,921,914
2418,2020-04-20,08:00:00,644,642
2419,2020-04-20,09:00:00,564,558
2420,2020-04-20,10:00:00,542,534
2421,2020-04-20,11:00:00,672,667
2422,2020-04-20,12:00:00,639,629
2423,2020-04-20,13:00:00,624,620
2424,2020-04-20,14:00:00,645,637
2425,2020-04-20,15:00:00,585,581
2426,2020-04-20,16:00:00,559,551
2427,2020-04-20,17:00:00,590,583
2428,2020-04-20,18:00:00,825,816
2429,2020-04-20,19:00:00,843,830
2430,2020-04-20,20:00:00,406,400
2431,2020-04-20,21:00:00,180,179
2432,2020-04-20,22:00:00,86,84
2433,2020-04-20,23:00:00,30,30
2434,2020-04-21,00:00:00,6,6
2435,2020-04-21,06:00:00,52,51
2436,2020-04-21,07:00:00,555,551
2437,2020-04-21,08:00:00,485,481
2438,2020-04-21,09:00:00,447,443
2439,2020-04-21,10:00:00,472,469
2440,2020-04-21,11:00:00,517,512
2441,2020-04-21,12:00:00,559,554
2442,2020-04-21,13:00:00,552,545
2443,2020-04-21,14:00:00,665,660
2444,2020-04-21,15:00:00,512,505
2445,2020-04-21,16:00:00,509,503
2446,2020-04-21,17:00:00,519,513
2447,2020-04-21,18:00:00,589,586
2448,2020-04-21,19:00:00,616,613
2449,2020-04-21,20:00:00,353,349
2450,2020-04-21,21:00:00,187,182
2451,2020-04-21,22:00:00,96,95
2452,2020-04-21,23:00:00,30,30
2453,2020-04-22,00:00:00,1,1
2454,2020-04-22,01:00:00,2,2
2455,2020-04-22,02:00:00,2,2
2456,2020-04-22,06:00:00,40,40
2457,2020-04-22,07:00:00,504,498
2458,2020-04-22,08:00:00,450,448
2459,2020-04-22,09:00:00,446,444
2460,2020-04-22,10:00:00,528,519
2461,2020-04-22,11:00:00,515,511
2462,2020-04-22,12:00:00,587,579
2463,2020-04-22,13:00:00,613,608
2464,2020-04-22,14:00:00,611,607
2465,2020-04-22,15:00:00,548,544
2466,2020-04-22,16:00:00,510,506
2467,2020-04-22,17:00:00,507,502
2468,2020-04-22,18:00:00,545,538
2469,2020-04-22,19:00:00,555,551
2470,2020-04-22,20:00:00,278,274
2471,2020-04-22,21:00:00,171,169
2472,2020-04-22,22:00:00,75,74
2473,2020-04-22,23:00:00,16,15
2474,2020-04-23,09:00:00,6,6
2475,2020-04-23,10:00:00,8,7
2476,2020-04-23,11:00:00,5,5
2477,2020-04-23,12:00:00,16,16
2478,2020-04-23,13:00:00,12,12
2479,2020-04-23,14:00:00,2,2
2480,2020-04-23,16:00:00,2,2
2481,2020-04-23,20:00:00,1,1
2482,2020-04-24,09:00:00,5,5
2483,2020-04-24,10:00:00,10,10
2484,2020-04-24,11:00:00,15,14
2485,2020-04-24,12:00:00,35,33
2486,2020-04-24,13:00:00,13,13
2487,2020-04-24,14:00:00,1,1
2488,2020-04-24,16:00:00,1,1
2489,2020-04-25,12:00:00,1,1
2490,2020-04-25,14:00:00,1,1
2491,2020-04-25,19:00:00,1,1
2492,2020-04-26,12:00:00,1,1
2493,2020-04-26,14:00:00,1,1
2494,2020-04-26,15:00:00,1,1
2495,2020-04-26,16:00:00,1,1
2496,2020-04-26,17:00:00,1,1
2497,2020-04-26,18:00:00,1,1
2498,2020-04-26,19:00:00,1,1
2499,2020-04-26,20:00:00,2,2
2500,2020-04-26,21:00:00,8,8
2501,2020-04-26,22:00:00,7,7
2502,2020-04-26,23:00:00,5,5
2503,2020-04-27,00:00:00,4,4
2504,2020-04-27,01:00:00,2,2
2505,2020-04-27,02:00:00,1,1
2506,2020-04-27,03:00:00,1,1
2507,2020-04-27,04:00:00,2,2
2508,2020-04-27,06:00:00,56,56
2509,2020-04-27,07:00:00,654,649
2510,2020-04-27,08:00:00,595,587
2511,2020-04-27,09:00:00,590,581
2512,2020-04-27,10:00:00,644,639
