tarih_saat,yukleme_adedi,yukleme_yapilan_kart_adedi
2021-02-07 03:00:00,1,1
2021-02-07 06:00:00,1,1
2021-02-07 07:00:00,19,15
2021-02-07 08:00:00,24,21
2021-02-07 09:00:00,36,36
2021-02-07 10:00:00,115,112
2021-02-07 11:00:00,154,151
2021-02-07 12:00:00,249,246
2021-02-07 13:00:00,300,296
2021-02-07 14:00:00,388,382
2021-02-07 15:00:00,363,357
2021-02-07 16:00:00,390,388
2021-02-07 17:00:00,116,114
2021-02-07 18:00:00,52,51
2021-02-07 19:00:00,35,32
2021-02-07 20:00:00,27,25
2021-02-07 21:00:00,20,20
2021-02-07 22:00:00,21,20
2021-02-07 23:00:00,25,24
2021-02-08 00:00:00,8,8
2021-02-08 01:00:00,1,1
2021-02-08 03:00:00,4,4
2021-02-08 04:00:00,2,2
2021-02-08 05:00:00,2,2
2021-02-08 06:00:00,143,143
2021-02-08 07:00:00,1491,1472
2021-02-08 08:00:00,1591,1582
2021-02-08 09:00:00,1443,1431
2021-02-08 10:00:00,1460,1446
2021-02-08 11:00:00,1536,1521
2021-02-08 12:00:00,1830,1810
2021-02-08 13:00:00,1833,1808
2021-02-08 14:00:00,1676,1655
2021-02-08 15:00:00,1519,1497
2021-02-08 16:00:00,1478,1455
2021-02-08 17:00:00,1397,1379
2021-02-08 18:00:00,1868,1842
2021-02-08 19:00:00,1811,1788
2021-02-08 20:00:00,623,616
2021-02-08 21:00:00,77,75
2021-02-08 22:00:00,30,28
2021-02-08 23:00:00,36,35
2021-02-09 00:00:00,3,3
2021-02-09 03:00:00,1,1
2021-02-09 04:00:00,2,1
2021-02-09 05:00:00,2,2
2021-02-09 06:00:00,92,91
2021-02-09 07:00:00,801,790
2021-02-09 08:00:00,1143,1131
2021-02-09 09:00:00,1056,1048
2021-02-09 10:00:00,1186,1171
2021-02-09 11:00:00,1294,1278
2021-02-09 12:00:00,1595,1570
2021-02-09 13:00:00,1611,1595
2021-02-09 14:00:00,1342,1334
2021-02-09 15:00:00,1252,1237
2021-02-09 16:00:00,1379,1369
2021-02-09 17:00:00,1307,1295
2021-02-09 18:00:00,1640,1620
2021-02-09 19:00:00,1496,1473
2021-02-09 20:00:00,598,587
2021-02-09 21:00:00,60,58
2021-02-09 22:00:00,25,24
2021-02-09 23:00:00,23,23
2021-02-10 00:00:00,1,1
2021-02-10 05:00:00,3,3
2021-02-10 06:00:00,55,55
2021-02-10 07:00:00,824,817
2021-02-10 08:00:00,1070,1062
2021-02-10 09:00:00,1014,1006
2021-02-10 10:00:00,1074,1058
2021-02-10 11:00:00,1199,1189
2021-02-10 12:00:00,1598,1583
2021-02-10 13:00:00,1440,1426
2021-02-10 14:00:00,1433,1415
2021-02-10 15:00:00,1278,1260
2021-02-10 16:00:00,1190,1180
2021-02-10 17:00:00,1213,1204
2021-02-10 18:00:00,1461,1441
2021-02-10 19:00:00,1437,1421
2021-02-10 20:00:00,547,541
2021-02-10 21:00:00,57,57
2021-02-10 22:00:00,29,27
2021-02-10 23:00:00,19,19
2021-02-11 00:00:00,2,2
2021-02-11 05:00:00,6,5
2021-02-11 06:00:00,82,82
2021-02-11 07:00:00,752,749
2021-02-11 08:00:00,1065,1059
2021-02-11 09:00:00,997,987
2021-02-11 10:00:00,1195,1184
2021-02-11 11:00:00,1198,1182
2021-02-11 12:00:00,1622,1602
2021-02-11 13:00:00,1526,1500
2021-02-11 14:00:00,1310,1300
2021-02-11 15:00:00,1269,1255
2021-02-11 16:00:00,1254,1236
2021-02-11 17:00:00,1182,1168
2021-02-11 18:00:00,1451,1439
2021-02-11 19:00:00,1429,1404
2021-02-11 20:00:00,519,515
2021-02-11 21:00:00,61,55
2021-02-11 22:00:00,31,31
2021-02-11 23:00:00,17,17
2021-02-12 00:00:00,2,2
2021-02-12 03:00:00,1,1
2021-02-12 04:00:00,1,1
2021-02-12 05:00:00,3,3
2021-02-12 06:00:00,70,70
2021-02-12 07:00:00,793,784
2021-02-12 08:00:00,1015,1001
2021-02-12 09:00:00,1016,1010
2021-02-12 10:00:00,1011,1007
2021-02-12 11:00:00,1219,1204
2021-02-12 12:00:00,1395,1375
2021-02-12 13:00:00,1090,1077
2021-02-12 14:00:00,1621,1607
2021-02-12 15:00:00,1453,1437
2021-02-12 16:00:00,1394,1385
2021-02-12 17:00:00,1349,1331
2021-02-12 18:00:00,1587,1573
2021-02-12 19:00:00,1589,1569
2021-02-12 20:00:00,653,649
2021-02-12 21:00:00,66,66
2021-02-12 22:00:00,19,19
2021-02-12 23:00:00,11,11
2021-02-13 00:00:00,2,1
2021-02-13 03:00:00,2,2
2021-02-13 05:00:00,1,1
2021-02-13 06:00:00,8,8
2021-02-13 07:00:00,67,67
2021-02-13 08:00:00,57,57
2021-02-13 09:00:00,56,54
2021-02-13 10:00:00,118,115
2021-02-13 11:00:00,111,110
2021-02-13 12:00:00,179,177
2021-02-13 13:00:00,320,318
2021-02-13 14:00:00,351,347
2021-02-13 15:00:00,302,299
2021-02-13 16:00:00,303,301
2021-02-13 17:00:00,135,132
2021-02-13 18:00:00,72,70
2021-02-13 19:00:00,27,24
2021-02-13 20:00:00,9,9
2021-02-13 21:00:00,12,12
2021-02-13 22:00:00,10,9
2021-02-13 23:00:00,7,7
2021-02-14 00:00:00,1,1
2021-02-14 03:00:00,1,1
2021-02-14 04:00:00,2,2
2021-02-14 06:00:00,5,5
2021-02-14 07:00:00,18,18
2021-02-14 08:00:00,28,26
2021-02-14 09:00:00,35,35
2021-02-14 10:00:00,90,90
2021-02-14 11:00:00,185,183
2021-02-14 12:00:00,203,202
2021-02-14 13:00:00,306,298
2021-02-14 14:00:00,361,353
2021-02-14 15:00:00,347,340
2021-02-14 16:00:00,356,347
2021-02-14 17:00:00,126,123
2021-02-14 18:00:00,53,52
2021-02-14 19:00:00,42,42
2021-02-14 20:00:00,32,30
2021-02-14 21:00:00,19,19
2021-02-14 22:00:00,33,33
2021-02-14 23:00:00,30,30
2021-02-15 00:00:00,7,7
2021-02-15 03:00:00,2,2
2021-02-15 04:00:00,1,1
2021-02-15 05:00:00,4,4
2021-02-15 06:00:00,142,139
2021-02-15 07:00:00,1417,1414
2021-02-15 08:00:00,1608,1584
2021-02-15 09:00:00,1445,1425
2021-02-15 10:00:00,1316,1303
2021-02-15 11:00:00,1555,1537
2021-02-15 12:00:00,1815,1793
2021-02-15 13:00:00,1782,1760
2021-02-15 14:00:00,1751,1729
2021-02-15 15:00:00,1523,1505
2021-02-15 16:00:00,1366,1347
2021-02-15 17:00:00,1358,1347
2021-02-15 18:00:00,1721,1707
2021-02-15 19:00:00,1622,1599
2021-02-15 20:00:00,540,537
2021-02-15 21:00:00,58,56
2021-02-15 22:00:00,33,33
2021-02-15 23:00:00,19,19
2021-02-16 00:00:00,3,3
2021-02-16 01:00:00,1,1
2021-02-16 03:00:00,2,2
2021-02-16 04:00:00,1,1
2021-02-16 05:00:00,2,2
2021-02-16 06:00:00,60,60
2021-02-16 07:00:00,855,849
2021-02-16 08:00:00,1168,1155
2021-02-16 09:00:00,971,969
2021-02-16 10:00:00,927,915
2021-02-16 11:00:00,1036,1019
2021-02-16 12:00:00,1259,1240
2021-02-16 13:00:00,1339,1328
2021-02-16 14:00:00,1205,1197
2021-02-16 15:00:00,1152,1140
2021-02-16 16:00:00,1077,1061
2021-02-16 17:00:00,1109,1091
2021-02-16 18:00:00,1408,1392
2021-02-16 19:00:00,1379,1358
2021-02-16 20:00:00,410,406
2021-02-16 21:00:00,44,44
2021-02-16 22:00:00,18,18
2021-02-16 23:00:00,27,27
2021-02-17 00:00:00,3,3
2021-02-17 04:00:00,2,2
2021-02-17 05:00:00,1,1
2021-02-17 06:00:00,67,66
2021-02-17 07:00:00,738,734
2021-02-17 08:00:00,1026,1018
2021-02-17 09:00:00,916,904
2021-02-17 10:00:00,703,695
2021-02-17 11:00:00,813,806
2021-02-17 12:00:00,948,942
2021-02-17 13:00:00,1081,1066
2021-02-17 14:00:00,1055,1042
2021-02-17 15:00:00,981,972
2021-02-17 16:00:00,973,960
2021-02-17 17:00:00,1063,1047
2021-02-17 18:00:00,1452,1432
2021-02-17 19:00:00,1391,1379
2021-02-17 20:00:00,466,462
2021-02-17 21:00:00,62,61
2021-02-17 22:00:00,27,27
2021-02-17 23:00:00,26,26
2021-02-18 00:00:00,4,4
2021-02-18 05:00:00,2,2
2021-02-18 06:00:00,80,80
2021-02-18 07:00:00,719,713
2021-02-18 08:00:00,932,926
2021-02-18 09:00:00,851,843
2021-02-18 10:00:00,795,790
2021-02-18 11:00:00,972,966
2021-02-18 12:00:00,1224,1211
2021-02-18 13:00:00,1242,1226
2021-02-18 14:00:00,1294,1286
2021-02-18 15:00:00,1270,1253
2021-02-18 16:00:00,1139,1122
2021-02-18 17:00:00,1188,1177
2021-02-18 18:00:00,1411,1399
2021-02-18 19:00:00,1329,1315
2021-02-18 20:00:00,431,422
2021-02-18 21:00:00,49,48
2021-02-18 22:00:00,24,23
2021-02-18 23:00:00,17,17
2021-02-19 00:00:00,3,3
2021-02-19 03:00:00,3,3
2021-02-19 04:00:00,1,1
2021-02-19 05:00:00,6,6
2021-02-19 06:00:00,72,72
2021-02-19 07:00:00,770,758
2021-02-19 08:00:00,967,958
2021-02-19 09:00:00,840,836
2021-02-19 10:00:00,909,905
2021-02-19 11:00:00,1051,1042
2021-02-19 12:00:00,1263,1251
2021-02-19 13:00:00,1054,1045
2021-02-19 14:00:00,1614,1596
2021-02-19 15:00:00,1426,1414
2021-02-19 16:00:00,1383,1368
2021-02-19 17:00:00,1231,1219
2021-02-19 18:00:00,1464,1443
2021-02-19 19:00:00,1568,1542
2021-02-19 20:00:00,524,516
2021-02-19 21:00:00,58,57
2021-02-19 22:00:00,16,16
2021-02-19 23:00:00,21,21
2021-02-20 03:00:00,2,2
2021-02-20 06:00:00,5,5
2021-02-20 07:00:00,51,50
2021-02-20 08:00:00,68,68
2021-02-20 09:00:00,84,82
2021-02-20 10:00:00,141,139
2021-02-20 11:00:00,157,155
2021-02-20 12:00:00,237,234
2021-02-20 13:00:00,357,355
2021-02-20 14:00:00,411,409
2021-02-20 15:00:00,306,302
2021-02-20 16:00:00,338,333
2021-02-20 17:00:00,184,183
2021-02-20 18:00:00,78,76
2021-02-20 19:00:00,27,27
2021-02-20 20:00:00,6,6
2021-02-20 21:00:00,16,16
2021-02-20 22:00:00,10,10
2021-02-20 23:00:00,12,12
2021-02-21 00:00:00,1,1
2021-02-21 03:00:00,1,1
2021-02-21 06:00:00,4,4
2021-02-21 07:00:00,25,24
2021-02-21 08:00:00,45,45
2021-02-21 09:00:00,40,40
2021-02-21 10:00:00,104,104
2021-02-21 11:00:00,179,179
2021-02-21 12:00:00,291,290
2021-02-21 13:00:00,410,403
2021-02-21 14:00:00,400,396
2021-02-21 15:00:00,424,423
2021-02-21 16:00:00,371,368
2021-02-21 17:00:00,150,146
2021-02-21 18:00:00,53,51
2021-02-21 19:00:00,31,31
2021-02-21 20:00:00,11,10
2021-02-21 21:00:00,13,12
2021-02-21 22:00:00,18,15
2021-02-21 23:00:00,31,21
2021-02-22 00:00:00,4,4
2021-02-22 06:00:00,122,119
2021-02-22 07:00:00,1375,1357
2021-02-22 08:00:00,1489,1471
2021-02-22 09:00:00,1336,1316
2021-02-22 10:00:00,1321,1304
2021-02-22 11:00:00,1575,1535
2021-02-22 12:00:00,1872,1845
2021-02-22 13:00:00,1833,1798
2021-02-22 14:00:00,1855,1821
2021-02-22 15:00:00,1616,1589
2021-02-22 16:00:00,1562,1523
2021-02-22 17:00:00,1418,1398
2021-02-22 18:00:00,1838,1792
2021-02-22 19:00:00,1791,1762
2021-02-22 20:00:00,648,622
2021-02-22 21:00:00,82,78
2021-02-22 22:00:00,56,41
2021-02-22 23:00:00,24,20
2021-02-23 00:00:00,4,4
2021-02-23 03:00:00,7,2
2021-02-23 05:00:00,1,1
2021-02-23 06:00:00,88,79
2021-02-23 07:00:00,857,835
2021-02-23 08:00:00,1121,1107
2021-02-23 09:00:00,1074,1045
2021-02-23 10:00:00,1161,1140
2021-02-23 11:00:00,1262,1241
2021-02-23 12:00:00,1522,1496
2021-02-23 13:00:00,1620,1584
2021-02-23 14:00:00,1561,1535
2021-02-23 15:00:00,1383,1363
2021-02-23 16:00:00,1403,1382
2021-02-23 17:00:00,1314,1287
2021-02-23 18:00:00,1579,1552
2021-02-23 19:00:00,1461,1442
2021-02-23 20:00:00,598,586
2021-02-23 21:00:00,74,61
2021-02-23 22:00:00,31,24
2021-02-23 23:00:00,33,23
2021-02-24 00:00:00,4,4
2021-02-24 03:00:00,7,5
2021-02-24 04:00:00,1,1
2021-02-24 05:00:00,2,1
2021-02-24 06:00:00,70,65
2021-02-24 07:00:00,914,892
2021-02-24 08:00:00,1129,1101
2021-02-24 09:00:00,1052,1037
2021-02-24 10:00:00,1052,1039
2021-02-24 11:00:00,1179,1169
2021-02-24 12:00:00,1452,1436
2021-02-24 13:00:00,1594,1572
2021-02-24 14:00:00,1444,1430
2021-02-24 15:00:00,1344,1325
2021-02-24 16:00:00,1335,1320
2021-02-24 17:00:00,1268,1250
2021-02-24 18:00:00,1470,1457
2021-02-24 19:00:00,1464,1444
2021-02-24 20:00:00,557,553
2021-02-24 21:00:00,64,64
2021-02-24 22:00:00,39,38
2021-02-24 23:00:00,20,20
2021-02-25 00:00:00,1,1
2021-02-25 05:00:00,2,2
2021-02-25 06:00:00,70,70
2021-02-25 07:00:00,786,784
2021-02-25 08:00:00,1058,1049
2021-02-25 09:00:00,939,931
2021-02-25 10:00:00,1049,1039
2021-02-25 11:00:00,1180,1161
2021-02-25 12:00:00,1464,1453
2021-02-25 13:00:00,1447,1431
2021-02-25 14:00:00,1444,1433
2021-02-25 15:00:00,1302,1285
2021-02-25 16:00:00,1265,1255
2021-02-25 17:00:00,1146,1137
2021-02-25 18:00:00,1391,1382
2021-02-25 19:00:00,1508,1491
2021-02-25 20:00:00,497,495
2021-02-25 21:00:00,65,61
2021-02-25 22:00:00,27,27
2021-02-25 23:00:00,19,19
2021-02-26 00:00:00,4,4
2021-02-26 01:00:00,1,1
2021-02-26 03:00:00,2,2
2021-02-26 05:00:00,1,1
2021-02-26 06:00:00,93,92
2021-02-26 07:00:00,807,800
2021-02-26 08:00:00,1044,1034
2021-02-26 09:00:00,1045,1032
2021-02-26 10:00:00,1064,1057
2021-02-26 11:00:00,1278,1262
2021-02-26 12:00:00,1390,1376
2021-02-26 13:00:00,1336,1318
2021-02-26 14:00:00,1802,1779
2021-02-26 15:00:00,1630,1609
2021-02-26 16:00:00,1620,1599
2021-02-26 17:00:00,1515,1497
2021-02-26 18:00:00,1601,1585
2021-02-26 19:00:00,1656,1636
2021-02-26 20:00:00,645,641
2021-02-26 21:00:00,63,63
2021-02-26 22:00:00,26,25
2021-02-26 23:00:00,22,22
2021-02-27 05:00:00,1,1
2021-02-27 06:00:00,20,19
2021-02-27 07:00:00,55,54
2021-02-27 08:00:00,96,95
2021-02-27 09:00:00,84,84
2021-02-27 10:00:00,151,150
2021-02-27 11:00:00,158,156
2021-02-27 12:00:00,272,268
2021-02-27 13:00:00,494,492
2021-02-27 14:00:00,400,398
2021-02-27 15:00:00,369,364
2021-02-27 16:00:00,419,416
2021-02-27 17:00:00,214,212
2021-02-27 18:00:00,73,67
2021-02-27 19:00:00,49,47
2021-02-27 20:00:00,14,14
2021-02-27 21:00:00,19,19
2021-02-27 22:00:00,21,21
2021-02-27 23:00:00,13,13
2021-02-28 00:00:00,7,7
2021-02-28 05:00:00,2,2
2021-02-28 06:00:00,7,7
2021-02-28 07:00:00,29,28
2021-02-28 08:00:00,72,69
2021-02-28 09:00:00,48,46
2021-02-28 10:00:00,115,114
2021-02-28 11:00:00,178,174
2021-02-28 12:00:00,320,318
2021-02-28 13:00:00,386,381
2021-02-28 14:00:00,438,431
2021-02-28 15:00:00,455,448
2021-02-28 16:00:00,420,416
2021-02-28 17:00:00,118,117
2021-02-28 18:00:00,60,57
2021-02-28 19:00:00,44,44
2021-02-28 20:00:00,33,32
2021-02-28 21:00:00,34,34
2021-02-28 22:00:00,25,24
2021-02-28 23:00:00,32,32
2021-03-01 00:00:00,16,16
2021-03-01 03:00:00,3,3
2021-03-01 04:00:00,1,1
2021-03-01 05:00:00,6,6
2021-03-01 06:00:00,120,119
2021-03-01 07:00:00,1548,1537
2021-03-01 08:00:00,1501,1494
2021-03-01 09:00:00,1396,1379
2021-03-01 10:00:00,1362,1346
2021-03-01 11:00:00,1492,1482
2021-03-01 12:00:00,1824,1811
2021-03-01 13:00:00,1874,1845
2021-03-01 14:00:00,1786,1764
2021-03-01 15:00:00,1686,1670
2021-03-01 16:00:00,1532,1518
2021-03-01 17:00:00,1508,1495
2021-03-01 18:00:00,1781,1761
2021-03-01 19:00:00,1888,1870
2021-03-01 20:00:00,733,727
2021-03-01 21:00:00,81,79
2021-03-01 22:00:00,36,36
2021-03-01 23:00:00,35,35
2021-03-02 00:00:00,8,8
2021-03-02 03:00:00,1,1
2021-03-02 04:00:00,1,1
2021-03-02 06:00:00,81,81
2021-03-02 07:00:00,1086,1084
2021-03-02 08:00:00,1423,1411
2021-03-02 09:00:00,1100,1089
2021-03-02 10:00:00,1158,1149
2021-03-02 11:00:00,1276,1264
2021-03-02 12:00:00,1557,1547
2021-03-02 13:00:00,1575,1552
2021-03-02 14:00:00,1531,1513
2021-03-02 15:00:00,1411,1390
2021-03-02 16:00:00,1349,1341
2021-03-02 17:00:00,1406,1393
2021-03-02 18:00:00,1576,1564
2021-03-02 19:00:00,1573,1562
2021-03-02 20:00:00,567,565
2021-03-02 21:00:00,64,55
2021-03-02 22:00:00,32,31
2021-03-02 23:00:00,24,24
2021-03-03 00:00:00,5,5
2021-03-03 03:00:00,1,1
2021-03-03 06:00:00,85,84
2021-03-03 07:00:00,989,982
2021-03-03 08:00:00,1256,1244
2021-03-03 09:00:00,918,907
2021-03-03 10:00:00,961,951
2021-03-03 11:00:00,1025,1013
2021-03-03 12:00:00,1281,1265
2021-03-03 13:00:00,1396,1379
2021-03-03 14:00:00,1348,1335
2021-03-03 15:00:00,1274,1258
2021-03-03 16:00:00,1211,1199
2021-03-03 17:00:00,1246,1230
2021-03-03 18:00:00,1490,1470
2021-03-03 19:00:00,1560,1545
2021-03-03 20:00:00,548,546
2021-03-03 21:00:00,82,80
2021-03-03 22:00:00,31,30
2021-03-03 23:00:00,23,23
2021-03-04 00:00:00,3,3
2021-03-04 03:00:00,2,2
2021-03-04 04:00:00,2,2
2021-03-04 05:00:00,3,3
2021-03-04 06:00:00,91,89
2021-03-04 07:00:00,975,965
2021-03-04 08:00:00,1295,1283
2021-03-04 09:00:00,935,928
2021-03-04 10:00:00,998,988
2021-03-04 11:00:00,1170,1152
2021-03-04 12:00:00,1307,1297
2021-03-04 13:00:00,1485,1474
2021-03-04 14:00:00,1408,1389
2021-03-04 15:00:00,1326,1308
2021-03-04 16:00:00,1245,1230
2021-03-04 17:00:00,1173,1165
2021-03-04 18:00:00,1542,1537
2021-03-04 19:00:00,1506,1490
2021-03-04 20:00:00,577,564
2021-03-04 21:00:00,75,74
2021-03-04 22:00:00,45,44
2021-03-04 23:00:00,20,19
2021-03-05 00:00:00,1,1
2021-03-05 01:00:00,1,1
2021-03-05 05:00:00,1,1
2021-03-05 06:00:00,73,73
2021-03-05 07:00:00,990,983
2021-03-05 08:00:00,1202,1195
2021-03-05 09:00:00,1054,1046
2021-03-05 10:00:00,1099,1084
2021-03-05 11:00:00,1214,1203
2021-03-05 12:00:00,1536,1521
2021-03-05 13:00:00,1186,1172
2021-03-05 14:00:00,1658,1639
2021-03-05 15:00:00,1566,1541
2021-03-05 16:00:00,1409,1391
2021-03-05 17:00:00,1429,1420
2021-03-05 18:00:00,1220,1213
2021-03-05 19:00:00,1500,1492
2021-03-05 20:00:00,717,712
2021-03-05 21:00:00,85,80
2021-03-05 22:00:00,38,37
2021-03-05 23:00:00,17,17
2021-03-06 00:00:00,2,2
2021-03-06 04:00:00,2,2
2021-03-06 06:00:00,41,39
2021-03-06 07:00:00,600,597
2021-03-06 08:00:00,761,755
2021-03-06 09:00:00,684,676
2021-03-06 10:00:00,702,691
2021-03-06 11:00:00,930,920
2021-03-06 12:00:00,1304,1288
2021-03-06 13:00:00,1505,1489
2021-03-06 14:00:00,1537,1516
2021-03-06 15:00:00,1364,1347
2021-03-06 16:00:00,1296,1282
2021-03-06 17:00:00,1304,1285
2021-03-06 18:00:00,938,926
2021-03-06 19:00:00,889,875
2021-03-06 20:00:00,445,440
2021-03-06 21:00:00,48,48
2021-03-06 22:00:00,17,17
2021-03-06 23:00:00,16,15
2021-03-07 00:00:00,2,2
2021-03-07 05:00:00,2,2
2021-03-07 06:00:00,5,5
2021-03-07 07:00:00,19,19
2021-03-07 08:00:00,38,38
2021-03-07 09:00:00,62,62
2021-03-07 10:00:00,137,136
2021-03-07 11:00:00,249,244
2021-03-07 12:00:00,413,407
2021-03-07 13:00:00,514,508
2021-03-07 14:00:00,698,686
2021-03-07 15:00:00,702,694
2021-03-07 16:00:00,587,580
2021-03-07 17:00:00,239,239
2021-03-07 18:00:00,90,87
2021-03-07 19:00:00,69,69
2021-03-07 20:00:00,62,62
2021-03-07 21:00:00,63,63
2021-03-07 22:00:00,83,83
2021-03-07 23:00:00,61,61
2021-03-08 00:00:00,22,21
2021-03-08 01:00:00,1,1
2021-03-08 03:00:00,1,1
2021-03-08 05:00:00,3,3
2021-03-08 06:00:00,159,157
2021-03-08 07:00:00,2092,2072
2021-03-08 08:00:00,2875,2845
2021-03-08 09:00:00,2208,2180
2021-03-08 10:00:00,2033,2012
2021-03-08 11:00:00,2232,2216
2021-03-08 12:00:00,2775,2750
2021-03-08 13:00:00,2376,2358
2021-03-08 14:00:00,2060,2039
2021-03-08 15:00:00,1902,1888
2021-03-08 16:00:00,1762,1744
2021-03-08 17:00:00,1674,1654
2021-03-08 18:00:00,1619,1605
2021-03-08 19:00:00,1741,1718
2021-03-08 20:00:00,782,774
2021-03-08 21:00:00,90,88
2021-03-08 22:00:00,57,53
2021-03-08 23:00:00,37,37
2021-03-09 00:00:00,11,11
2021-03-09 03:00:00,2,2
2021-03-09 05:00:00,4,4
2021-03-09 06:00:00,103,103
2021-03-09 07:00:00,1320,1303
2021-03-09 08:00:00,1905,1887
2021-03-09 09:00:00,1569,1556
2021-03-09 10:00:00,1593,1573
2021-03-09 11:00:00,1880,1861
2021-03-09 12:00:00,2075,2053
2021-03-09 13:00:00,1946,1928
2021-03-09 14:00:00,1722,1713
2021-03-09 15:00:00,1669,1652
2021-03-09 16:00:00,1449,1432
2021-03-09 17:00:00,1439,1426
2021-03-09 18:00:00,1289,1278
2021-03-09 19:00:00,1365,1359
2021-03-09 20:00:00,744,731
2021-03-09 21:00:00,68,68
2021-03-09 22:00:00,47,46
2021-03-09 23:00:00,34,34
2021-03-10 00:00:00,3,3
2021-03-10 04:00:00,2,2
2021-03-10 05:00:00,4,4
2021-03-10 06:00:00,82,81
2021-03-10 07:00:00,1200,1189
2021-03-10 08:00:00,1747,1731
2021-03-10 09:00:00,1433,1417
2021-03-10 10:00:00,1490,1473
2021-03-10 11:00:00,1634,1616
2021-03-10 12:00:00,1935,1919
2021-03-10 13:00:00,1796,1776
2021-03-10 14:00:00,1678,1662
2021-03-10 15:00:00,1518,1510
2021-03-10 16:00:00,1405,1391
2021-03-10 17:00:00,1522,1505
2021-03-10 18:00:00,1315,1311
2021-03-10 19:00:00,1370,1353
2021-03-10 20:00:00,694,683
2021-03-10 21:00:00,82,81
2021-03-10 22:00:00,47,47
2021-03-10 23:00:00,40,40
2021-03-11 00:00:00,1,1
2021-03-11 04:00:00,1,1
2021-03-11 05:00:00,1,1
2021-03-11 06:00:00,101,101
2021-03-11 07:00:00,1200,1186
2021-03-11 08:00:00,1715,1700
2021-03-11 09:00:00,1452,1442
2021-03-11 10:00:00,1467,1453
2021-03-11 11:00:00,1640,1625
2021-03-11 12:00:00,1919,1898
2021-03-11 13:00:00,1783,1763
2021-03-11 14:00:00,1549,1534
2021-03-11 15:00:00,1566,1543
2021-03-11 16:00:00,1559,1547
2021-03-11 17:00:00,1227,1211
2021-03-11 18:00:00,1022,1013
2021-03-11 19:00:00,1141,1124
2021-03-11 20:00:00,511,503
2021-03-11 21:00:00,70,68
2021-03-11 22:00:00,49,49
2021-03-11 23:00:00,27,27
2021-03-12 00:00:00,1,1
2021-03-12 05:00:00,2,2
2021-03-12 06:00:00,108,108
2021-03-12 07:00:00,1138,1125
2021-03-12 08:00:00,1675,1667
2021-03-12 09:00:00,1422,1415
2021-03-12 10:00:00,1458,1437
2021-03-12 11:00:00,1490,1477
2021-03-12 12:00:00,1830,1808
2021-03-12 13:00:00,1420,1400
2021-03-12 14:00:00,1747,1718
2021-03-12 15:00:00,1655,1629
2021-03-12 16:00:00,1372,1353
2021-03-12 17:00:00,1412,1404
2021-03-12 18:00:00,1233,1216
2021-03-12 19:00:00,1337,1328
2021-03-12 20:00:00,714,702
2021-03-12 21:00:00,71,68
2021-03-12 22:00:00,27,27
2021-03-12 23:00:00,17,17
2021-03-13 05:00:00,1,1
2021-03-13 06:00:00,53,53
2021-03-13 07:00:00,667,657
2021-03-13 08:00:00,841,835
2021-03-13 09:00:00,761,751
2021-03-13 10:00:00,851,842
2021-03-13 11:00:00,1093,1080
2021-03-13 12:00:00,1490,1481
2021-03-13 13:00:00,1638,1623
2021-03-13 14:00:00,1437,1424
2021-03-13 15:00:00,1342,1325
2021-03-13 16:00:00,1284,1263
2021-03-13 17:00:00,1359,1341
2021-03-13 18:00:00,1025,1020
2021-03-13 19:00:00,1049,1037
2021-03-13 20:00:00,568,558
2021-03-13 21:00:00,66,65
2021-03-13 22:00:00,23,23
2021-03-13 23:00:00,11,11
2021-03-14 03:00:00,2,2
2021-03-14 06:00:00,2,2
2021-03-14 07:00:00,25,25
2021-03-14 08:00:00,31,31
2021-03-14 09:00:00,65,62
2021-03-14 10:00:00,117,116
2021-03-14 11:00:00,208,206
2021-03-14 12:00:00,285,282
2021-03-14 13:00:00,398,397
2021-03-14 14:00:00,417,413
2021-03-14 15:00:00,451,445
2021-03-14 16:00:00,481,479
2021-03-14 17:00:00,171,169
2021-03-14 18:00:00,80,77
2021-03-14 19:00:00,43,42
2021-03-14 20:00:00,31,31
2021-03-14 21:00:00,30,30
2021-03-14 22:00:00,32,32
2021-03-14 23:00:00,39,39
2021-03-15 00:00:00,10,10
2021-03-15 04:00:00,2,2
2021-03-15 05:00:00,1,1
2021-03-15 06:00:00,147,147
2021-03-15 07:00:00,1908,1890
2021-03-15 08:00:00,2348,2326
2021-03-15 09:00:00,1919,1894
2021-03-15 10:00:00,1675,1664
2021-03-15 11:00:00,1836,1813
2021-03-15 12:00:00,2135,2109
2021-03-15 13:00:00,2001,1972
2021-03-15 14:00:00,1799,1786
2021-03-15 15:00:00,1724,1701
2021-03-15 16:00:00,1611,1592
2021-03-15 17:00:00,1525,1511
2021-03-15 18:00:00,1414,1398
2021-03-15 19:00:00,1592,1570
2021-03-15 20:00:00,715,704
2021-03-15 21:00:00,82,81
2021-03-15 22:00:00,38,38
2021-03-15 23:00:00,38,38
2021-03-16 00:00:00,6,6
2021-03-16 03:00:00,3,3
2021-03-16 05:00:00,2,2
2021-03-16 06:00:00,79,79
2021-03-16 07:00:00,1250,1238
2021-03-16 08:00:00,1756,1743
2021-03-16 09:00:00,1382,1371
2021-03-16 10:00:00,1320,1308
2021-03-16 11:00:00,1467,1451
2021-03-16 12:00:00,1730,1718
2021-03-16 13:00:00,1652,1639
2021-03-16 14:00:00,1559,1543
2021-03-16 15:00:00,1432,1406
2021-03-16 16:00:00,1323,1305
2021-03-16 17:00:00,1260,1246
