_id,tarih,saat,yukleme_adedi,yukleme_yapilan_kart_adedi
64,2020-01-03T00:00:00,17,2902,2858
65,2020-01-03T00:00:00,18,2753,2711
66,2020-01-03T00:00:00,19,2092,2069
67,2020-01-03T00:00:00,20,1355,1337
68,2020-01-03T00:00:00,21,930,914
69,2020-01-03T00:00:00,22,713,702
70,2020-01-03T00:00:00,23,277,273
71,2020-01-04T00:00:00,0,72,71
72,2020-01-04T00:00:00,1,8,8
73,2020-01-04T00:00:00,2,2,2
74,2020-01-04T00:00:00,3,3,3
75,2020-01-04T00:00:00,5,1,1
76,2020-01-04T00:00:00,6,49,46
77,2020-01-04T00:00:00,7,958,948
78,2020-01-04T00:00:00,8,1670,1657
79,2020-01-04T00:00:00,9,1524,1507
80,2020-01-04T00:00:00,10,1552,1532
81,2020-01-04T00:00:00,11,2237,2211
82,2020-01-04T00:00:00,12,3080,3039
83,2020-01-04T00:00:00,13,3230,3181
84,2020-01-04T00:00:00,14,3029,2982
85,2020-01-04T00:00:00,15,2934,2891
86,2020-01-04T00:00:00,16,3141,3083
87,2020-01-04T00:00:00,17,3164,3118
88,2020-01-04T00:00:00,18,2625,2571
89,2020-01-04T00:00:00,19,1968,1931
90,2020-01-04T00:00:00,20,1309,1288
91,2020-01-04T00:00:00,21,787,777
92,2020-01-04T00:00:00,22,695,681
93,2020-01-04T00:00:00,23,342,340
94,2020-01-05T00:00:00,0,74,74
95,2020-01-05T00:00:00,1,9,8
96,2020-01-05T00:00:00,2,4,4
97,2020-01-05T00:00:00,3,1,1
98,2020-01-05T00:00:00,4,1,1
99,2020-01-05T00:00:00,5,4,4
100,2020-01-05T00:00:00,6,7,7
101,2020-01-05T00:00:00,7,182,180
102,2020-01-05T00:00:00,8,596,591
103,2020-01-05T00:00:00,9,813,804
104,2020-01-05T00:00:00,10,947,934
105,2020-01-05T00:00:00,11,1663,1649
106,2020-01-05T00:00:00,12,2379,2343
107,2020-01-05T00:00:00,13,2659,2629
108,2020-01-05T00:00:00,14,2724,2682
109,2020-01-05T00:00:00,15,2763,2720
110,2020-01-05T00:00:00,16,2754,2705
111,2020-01-05T00:00:00,17,2721,2686
112,2020-01-05T00:00:00,18,2378,2334
113,2020-01-05T00:00:00,19,1796,1776
114,2020-01-05T00:00:00,20,1392,1373
115,2020-01-05T00:00:00,21,999,988
116,2020-01-05T00:00:00,22,770,753
117,2020-01-05T00:00:00,23,356,353
118,2020-01-06T00:00:00,0,108,108
119,2020-01-06T00:00:00,1,28,27
120,2020-01-06T00:00:00,2,8,8
121,2020-01-06T00:00:00,4,4,4
122,2020-01-06T00:00:00,5,3,3
123,2020-01-06T00:00:00,6,188,188
124,2020-01-06T00:00:00,7,3880,3859
125,2020-01-06T00:00:00,8,4046,4012
126,2020-01-06T00:00:00,9,2678,2651
127,2020-01-06T00:00:00,10,2477,2458
128,2020-01-06T00:00:00,11,2948,2913
129,2020-01-06T00:00:00,12,3424,3387
130,2020-01-06T00:00:00,13,3119,3083
131,2020-01-06T00:00:00,14,2817,2777
132,2020-01-06T00:00:00,15,3767,3734
133,2020-01-06T00:00:00,16,3567,3526
134,2020-01-06T00:00:00,17,3132,3097
135,2020-01-06T00:00:00,18,2686,2660
136,2020-01-06T00:00:00,19,2134,2109
137,2020-01-06T00:00:00,20,1358,1345
138,2020-01-06T00:00:00,21,864,853
139,2020-01-06T00:00:00,22,620,608
140,2020-01-06T00:00:00,23,295,294
141,2020-01-07T00:00:00,0,61,61
142,2020-01-07T00:00:00,1,23,23
143,2020-01-07T00:00:00,2,5,5
144,2020-01-07T00:00:00,3,6,6
145,2020-01-07T00:00:00,4,2,2
146,2020-01-07T00:00:00,5,7,7
147,2020-01-07T00:00:00,6,128,127
148,2020-01-07T00:00:00,7,2336,2324
149,2020-01-07T00:00:00,8,2879,2859
150,2020-01-07T00:00:00,9,2112,2093
151,2020-01-07T00:00:00,10,2114,2100
152,2020-01-07T00:00:00,11,2410,2376
153,2020-01-07T00:00:00,12,3106,3075
154,2020-01-07T00:00:00,13,2934,2909
155,2020-01-07T00:00:00,14,2699,2670
156,2020-01-07T00:00:00,15,3592,3558
157,2020-01-07T00:00:00,16,3573,3538
158,2020-01-07T00:00:00,17,3001,2961
159,2020-01-07T00:00:00,18,2589,2555
160,2020-01-07T00:00:00,19,2146,2125
161,2020-01-07T00:00:00,20,1395,1375
162,2020-01-07T00:00:00,21,919,908
163,2020-01-07T00:00:00,22,651,647
164,2020-01-07T00:00:00,23,304,303
165,2020-01-08T00:00:00,0,78,76
166,2020-01-08T00:00:00,1,11,11
167,2020-01-08T00:00:00,2,8,8
168,2020-01-08T00:00:00,3,5,5
169,2020-01-08T00:00:00,4,5,5
170,2020-01-08T00:00:00,5,2,2
171,2020-01-08T00:00:00,6,160,160
172,2020-01-08T00:00:00,7,2570,2554
173,2020-01-08T00:00:00,8,3026,3006
174,2020-01-08T00:00:00,9,2071,2052
175,2020-01-08T00:00:00,10,2104,2079
176,2020-01-08T00:00:00,11,2533,2508
177,2020-01-08T00:00:00,12,3142,3117
178,2020-01-08T00:00:00,13,2917,2896
179,2020-01-08T00:00:00,14,2738,2710
180,2020-01-08T00:00:00,15,3409,3371
181,2020-01-08T00:00:00,16,3422,3380
182,2020-01-08T00:00:00,17,2912,2875
183,2020-01-08T00:00:00,18,2568,2528
184,2020-01-08T00:00:00,19,2105,2077
185,2020-01-08T00:00:00,20,1447,1422
186,2020-01-08T00:00:00,21,903,886
187,2020-01-08T00:00:00,22,675,664
188,2020-01-08T00:00:00,23,293,288
189,2020-01-09T00:00:00,0,28,28
190,2020-01-09T00:00:00,1,13,13
191,2020-01-09T00:00:00,2,2,2
192,2020-01-09T00:00:00,5,2,2
193,2020-01-09T00:00:00,6,20,20
194,2020-01-09T00:00:00,7,1714,1708
195,2020-01-09T00:00:00,8,2948,2914
196,2020-01-09T00:00:00,9,1969,1951
197,2020-01-09T00:00:00,10,2036,2010
198,2020-01-09T00:00:00,11,2431,2405
199,2020-01-09T00:00:00,12,2904,2869
200,2020-01-09T00:00:00,13,2701,2672
201,2020-01-09T00:00:00,14,2481,2460
202,2020-01-09T00:00:00,15,3472,3443
203,2020-01-09T00:00:00,16,3515,3478
204,2020-01-09T00:00:00,17,3130,3092
205,2020-01-09T00:00:00,18,2775,2739
206,2020-01-09T00:00:00,19,2133,2114
207,2020-01-09T00:00:00,20,1436,1421
208,2020-01-09T00:00:00,21,943,928
209,2020-01-09T00:00:00,22,703,694
210,2020-01-09T00:00:00,23,272,270
211,2020-01-10T00:00:00,0,67,65
212,2020-01-10T00:00:00,1,13,13
213,2020-01-10T00:00:00,2,7,7
214,2020-01-10T00:00:00,3,4,4
215,2020-01-10T00:00:00,4,4,4
216,2020-01-10T00:00:00,5,6,6
217,2020-01-10T00:00:00,6,160,160
218,2020-01-10T00:00:00,7,2497,2478
219,2020-01-10T00:00:00,8,2929,2894
220,2020-01-10T00:00:00,9,2103,2085
221,2020-01-10T00:00:00,10,2027,2006
222,2020-01-10T00:00:00,11,2281,2255
223,2020-01-10T00:00:00,12,3059,3023
224,2020-01-10T00:00:00,13,2305,2278
225,2020-01-10T00:00:00,14,3053,3028
226,2020-01-10T00:00:00,15,3570,3524
227,2020-01-10T00:00:00,16,3804,3752
228,2020-01-10T00:00:00,17,3289,3258
229,2020-01-10T00:00:00,18,2873,2855
230,2020-01-10T00:00:00,19,2294,2268
231,2020-01-10T00:00:00,20,1492,1479
232,2020-01-10T00:00:00,21,1037,1017
233,2020-01-10T00:00:00,22,683,678
234,2020-01-10T00:00:00,23,283,280
235,2020-01-11T00:00:00,0,50,50
236,2020-01-11T00:00:00,1,13,13
237,2020-01-11T00:00:00,2,3,3
238,2020-01-11T00:00:00,3,2,2
239,2020-01-11T00:00:00,4,4,4
240,2020-01-11T00:00:00,5,3,3
241,2020-01-11T00:00:00,6,55,55
242,2020-01-11T00:00:00,7,912,904
243,2020-01-11T00:00:00,8,1718,1702
244,2020-01-11T00:00:00,9,1656,1635
245,2020-01-11T00:00:00,10,1723,1707
246,2020-01-11T00:00:00,11,2619,2588
247,2020-01-11T00:00:00,12,3502,3458
248,2020-01-11T00:00:00,13,3619,3562
249,2020-01-11T00:00:00,14,3267,3224
250,2020-01-11T00:00:00,15,3115,3076
251,2020-01-11T00:00:00,16,3144,3106
252,2020-01-11T00:00:00,17,3283,3249
253,2020-01-11T00:00:00,18,2883,2852
254,2020-01-11T00:00:00,19,2067,2044
255,2020-01-11T00:00:00,20,1327,1307
256,2020-01-11T00:00:00,21,903,897
257,2020-01-11T00:00:00,22,686,679
258,2020-01-11T00:00:00,23,364,360
259,2020-01-12T00:00:00,0,60,59
260,2020-01-12T00:00:00,1,11,11
261,2020-01-12T00:00:00,2,3,3
262,2020-01-12T00:00:00,3,3,3
263,2020-01-12T00:00:00,6,2,2
264,2020-01-12T00:00:00,7,147,147
265,2020-01-12T00:00:00,8,624,616
266,2020-01-12T00:00:00,9,862,854
267,2020-01-12T00:00:00,10,984,975
268,2020-01-12T00:00:00,11,1734,1714
269,2020-01-12T00:00:00,12,2481,2446
270,2020-01-12T00:00:00,13,2808,2772
271,2020-01-12T00:00:00,14,2744,2710
272,2020-01-12T00:00:00,15,2696,2661
273,2020-01-12T00:00:00,16,2844,2801
274,2020-01-12T00:00:00,17,2910,2867
275,2020-01-12T00:00:00,18,2407,2372
276,2020-01-12T00:00:00,19,1944,1913
277,2020-01-12T00:00:00,20,1389,1367
278,2020-01-12T00:00:00,21,988,976
279,2020-01-12T00:00:00,22,766,760
280,2020-01-12T00:00:00,23,390,385
281,2020-01-13T00:00:00,0,91,91
282,2020-01-13T00:00:00,1,20,20
283,2020-01-13T00:00:00,2,5,5
284,2020-01-13T00:00:00,3,4,4
285,2020-01-13T00:00:00,4,4,4
286,2020-01-13T00:00:00,5,2,2
287,2020-01-13T00:00:00,6,226,225
288,2020-01-13T00:00:00,7,3876,3840
289,2020-01-13T00:00:00,8,3855,3819
290,2020-01-13T00:00:00,9,2512,2490
291,2020-01-13T00:00:00,10,2469,2447
292,2020-01-13T00:00:00,11,2917,2882
293,2020-01-13T00:00:00,12,3734,3698
294,2020-01-13T00:00:00,13,3219,3192
295,2020-01-13T00:00:00,14,2993,2951
296,2020-01-13T00:00:00,15,3891,3859
297,2020-01-13T00:00:00,16,3863,3823
298,2020-01-13T00:00:00,17,3401,3363
299,2020-01-13T00:00:00,18,3162,3121
300,2020-01-13T00:00:00,19,2344,2314
301,2020-01-13T00:00:00,20,1397,1384
302,2020-01-13T00:00:00,21,991,980
303,2020-01-13T00:00:00,22,641,638
304,2020-01-13T00:00:00,23,276,271
305,2020-01-14T00:00:00,0,78,78
306,2020-01-14T00:00:00,1,11,11
307,2020-01-14T00:00:00,2,5,5
308,2020-01-14T00:00:00,4,3,3
309,2020-01-14T00:00:00,5,3,3
310,2020-01-14T00:00:00,6,106,106
311,2020-01-14T00:00:00,7,2143,2135
312,2020-01-14T00:00:00,8,2796,2769
313,2020-01-14T00:00:00,9,2173,2151
314,2020-01-14T00:00:00,10,2126,2107
315,2020-01-14T00:00:00,11,2718,2696
316,2020-01-14T00:00:00,12,3282,3240
317,2020-01-14T00:00:00,13,3042,3017
318,2020-01-14T00:00:00,14,2726,2680
319,2020-01-14T00:00:00,15,3515,3471
320,2020-01-14T00:00:00,16,3563,3509
321,2020-01-14T00:00:00,17,2916,2885
322,2020-01-14T00:00:00,18,2776,2750
323,2020-01-14T00:00:00,19,2116,2087
324,2020-01-14T00:00:00,20,1404,1384
325,2020-01-14T00:00:00,21,952,937
326,2020-01-14T00:00:00,22,647,638
327,2020-01-14T00:00:00,23,239,234
328,2020-01-15T00:00:00,0,66,66
329,2020-01-15T00:00:00,1,13,13
330,2020-01-15T00:00:00,2,2,2
331,2020-01-15T00:00:00,3,5,5
332,2020-01-15T00:00:00,4,3,3
333,2020-01-15T00:00:00,5,4,4
334,2020-01-15T00:00:00,6,110,110
335,2020-01-15T00:00:00,7,2010,1999
336,2020-01-15T00:00:00,8,2631,2599
337,2020-01-15T00:00:00,9,2130,2110
338,2020-01-15T00:00:00,10,2104,2082
339,2020-01-15T00:00:00,11,2507,2478
340,2020-01-15T00:00:00,12,3345,3302
341,2020-01-15T00:00:00,13,3045,3019
342,2020-01-15T00:00:00,14,2758,2720
343,2020-01-15T00:00:00,15,3326,3294
344,2020-01-15T00:00:00,16,3370,3327
345,2020-01-15T00:00:00,17,3109,3074
346,2020-01-15T00:00:00,18,2862,2829
347,2020-01-15T00:00:00,19,2221,2184
348,2020-01-15T00:00:00,20,1459,1434
349,2020-01-15T00:00:00,21,955,944
350,2020-01-15T00:00:00,22,709,707
351,2020-01-15T00:00:00,23,267,261
352,2020-01-16T00:00:00,0,69,69
353,2020-01-16T00:00:00,1,4,4
354,2020-01-16T00:00:00,2,3,3
355,2020-01-16T00:00:00,3,3,3
356,2020-01-16T00:00:00,4,2,2
357,2020-01-16T00:00:00,5,1,1
358,2020-01-16T00:00:00,6,109,108
359,2020-01-16T00:00:00,7,1893,1876
360,2020-01-16T00:00:00,8,2637,2612
361,2020-01-16T00:00:00,9,2037,2010
362,2020-01-16T00:00:00,10,2176,2160
363,2020-01-16T00:00:00,11,2557,2530
364,2020-01-16T00:00:00,12,3288,3250
365,2020-01-16T00:00:00,13,2992,2945
366,2020-01-16T00:00:00,14,2859,2822
367,2020-01-16T00:00:00,15,3084,3035
368,2020-01-16T00:00:00,16,3238,3195
369,2020-01-16T00:00:00,17,3003,2966
370,2020-01-16T00:00:00,18,2772,2736
371,2020-01-16T00:00:00,19,2120,2098
372,2020-01-16T00:00:00,20,1508,1487
373,2020-01-16T00:00:00,21,965,946
374,2020-01-16T00:00:00,22,670,666
375,2020-01-16T00:00:00,23,297,289
376,2020-01-17T00:00:00,0,64,64
377,2020-01-17T00:00:00,1,9,9
378,2020-01-17T00:00:00,2,4,4
379,2020-01-17T00:00:00,3,3,3
380,2020-01-17T00:00:00,5,4,4
381,2020-01-17T00:00:00,6,102,102
382,2020-01-17T00:00:00,7,1813,1797
383,2020-01-17T00:00:00,8,2805,2771
384,2020-01-17T00:00:00,9,2617,2592
385,2020-01-17T00:00:00,10,2930,2890
386,2020-01-17T00:00:00,11,3310,3261
387,2020-01-17T00:00:00,12,3388,3354
388,2020-01-17T00:00:00,13,2256,2232
389,2020-01-17T00:00:00,14,3673,3627
390,2020-01-17T00:00:00,15,3175,3120
391,2020-01-17T00:00:00,16,3106,3067
392,2020-01-17T00:00:00,17,2877,2839
393,2020-01-17T00:00:00,18,2625,2597
394,2020-01-17T00:00:00,19,2063,2035
395,2020-01-17T00:00:00,20,1340,1324
396,2020-01-17T00:00:00,21,942,932
397,2020-01-17T00:00:00,22,680,675
398,2020-01-17T00:00:00,23,305,304
399,2020-01-18T00:00:00,0,63,63
400,2020-01-18T00:00:00,1,17,17
401,2020-01-18T00:00:00,2,2,2
402,2020-01-18T00:00:00,3,3,3
403,2020-01-18T00:00:00,4,1,1
404,2020-01-18T00:00:00,5,4,4
405,2020-01-18T00:00:00,6,69,68
406,2020-01-18T00:00:00,7,1149,1137
407,2020-01-18T00:00:00,8,2042,2022
408,2020-01-18T00:00:00,9,1320,1306
409,2020-01-18T00:00:00,10,1715,1699
410,2020-01-18T00:00:00,11,2308,2279
411,2020-01-18T00:00:00,12,2975,2943
412,2020-01-18T00:00:00,13,2917,2882
413,2020-01-18T00:00:00,14,2672,2645
414,2020-01-18T00:00:00,15,2549,2511
415,2020-01-18T00:00:00,16,2613,2570
416,2020-01-18T00:00:00,17,2748,2713
417,2020-01-18T00:00:00,18,2358,2333
418,2020-01-18T00:00:00,19,1667,1639
419,2020-01-18T00:00:00,20,1105,1088
420,2020-01-18T00:00:00,21,742,731
421,2020-01-18T00:00:00,22,686,676
422,2020-01-18T00:00:00,23,310,305
423,2020-01-19T00:00:00,0,51,50
424,2020-01-19T00:00:00,1,5,5
425,2020-01-19T00:00:00,4,2,2
426,2020-01-19T00:00:00,5,1,1
427,2020-01-19T00:00:00,6,9,9
428,2020-01-19T00:00:00,7,272,269
429,2020-01-19T00:00:00,8,714,711
430,2020-01-19T00:00:00,9,700,694
431,2020-01-19T00:00:00,10,949,937
432,2020-01-19T00:00:00,11,1499,1486
433,2020-01-19T00:00:00,12,2128,2096
434,2020-01-19T00:00:00,13,2263,2229
435,2020-01-19T00:00:00,14,2207,2169
436,2020-01-19T00:00:00,15,2138,2096
437,2020-01-19T00:00:00,16,2009,1971
438,2020-01-19T00:00:00,17,2095,2057
439,2020-01-19T00:00:00,18,1838,1816
440,2020-01-19T00:00:00,19,1434,1416
441,2020-01-19T00:00:00,20,1011,995
442,2020-01-19T00:00:00,21,782,769
443,2020-01-19T00:00:00,22,621,618
444,2020-01-19T00:00:00,23,263,258
445,2020-01-20T00:00:00,0,60,60
446,2020-01-20T00:00:00,1,9,9
447,2020-01-20T00:00:00,2,1,1
448,2020-01-20T00:00:00,3,1,1
449,2020-01-20T00:00:00,4,3,3
450,2020-01-20T00:00:00,5,4,4
451,2020-01-20T00:00:00,6,133,132
452,2020-01-20T00:00:00,7,1868,1850
453,2020-01-20T00:00:00,8,2325,2309
454,2020-01-20T00:00:00,9,2119,2099
455,2020-01-20T00:00:00,10,2042,2024
456,2020-01-20T00:00:00,11,2741,2703
457,2020-01-20T00:00:00,12,3383,3344
458,2020-01-20T00:00:00,13,3013,2979
459,2020-01-20T00:00:00,14,3084,3046
460,2020-01-20T00:00:00,15,2664,2622
461,2020-01-20T00:00:00,16,2576,2536
462,2020-01-20T00:00:00,17,2827,2782
463,2020-01-20T00:00:00,18,2814,2780
464,2020-01-20T00:00:00,19,2074,2043
465,2020-01-20T00:00:00,20,1131,1118
466,2020-01-20T00:00:00,21,804,795
467,2020-01-20T00:00:00,22,608,602
468,2020-01-20T00:00:00,23,221,220
469,2020-01-21T00:00:00,0,46,46
470,2020-01-21T00:00:00,1,9,9
471,2020-01-21T00:00:00,2,1,1
472,2020-01-21T00:00:00,3,2,2
473,2020-01-21T00:00:00,5,2,2
474,2020-01-21T00:00:00,6,67,67
475,2020-01-21T00:00:00,7,1185,1174
476,2020-01-21T00:00:00,8,1656,1636
477,2020-01-21T00:00:00,9,1536,1521
478,2020-01-21T00:00:00,10,1654,1637
479,2020-01-21T00:00:00,11,2048,2026
480,2020-01-21T00:00:00,12,2623,2600
481,2020-01-21T00:00:00,13,2416,2389
482,2020-01-21T00:00:00,14,2314,2288
483,2020-01-21T00:00:00,15,2170,2147
484,2020-01-21T00:00:00,16,2273,2246
485,2020-01-21T00:00:00,17,2378,2347
486,2020-01-21T00:00:00,18,2352,2321
487,2020-01-21T00:00:00,19,1806,1787
488,2020-01-21T00:00:00,20,1056,1039
489,2020-01-21T00:00:00,21,712,703
490,2020-01-21T00:00:00,22,531,521
491,2020-01-21T00:00:00,23,245,242
492,2020-01-22T00:00:00,0,44,44
493,2020-01-22T00:00:00,1,12,12
494,2020-01-22T00:00:00,3,1,1
495,2020-01-22T00:00:00,4,1,1
496,2020-01-22T00:00:00,5,3,2
497,2020-01-22T00:00:00,6,80,80
498,2020-01-22T00:00:00,7,1158,1140
499,2020-01-22T00:00:00,8,1816,1796
500,2020-01-22T00:00:00,9,1724,1712
501,2020-01-22T00:00:00,10,1843,1814
502,2020-01-22T00:00:00,11,2421,2389
503,2020-01-22T00:00:00,12,3131,3098
504,2020-01-22T00:00:00,13,2834,2793
505,2020-01-22T00:00:00,14,2677,2642
506,2020-01-22T00:00:00,15,2410,2366
507,2020-01-22T00:00:00,16,2572,2537
508,2020-01-22T00:00:00,17,2597,2563
509,2020-01-22T00:00:00,18,2523,2498
510,2020-01-22T00:00:00,19,2039,2015
511,2020-01-22T00:00:00,20,1168,1147
512,2020-01-22T00:00:00,21,763,754
513,2020-01-22T00:00:00,22,558,553
514,2020-01-22T00:00:00,23,236,235
515,2020-01-23T00:00:00,0,61,57
516,2020-01-23T00:00:00,2,2,2
517,2020-01-23T00:00:00,3,2,2
518,2020-01-23T00:00:00,4,2,2
519,2020-01-23T00:00:00,5,2,2
520,2020-01-23T00:00:00,6,89,89
521,2020-01-23T00:00:00,7,1195,1182
522,2020-01-23T00:00:00,8,1723,1708
523,2020-01-23T00:00:00,9,1676,1654
524,2020-01-23T00:00:00,10,1945,1922
525,2020-01-23T00:00:00,11,2549,2505
526,2020-01-23T00:00:00,12,3268,3218
527,2020-01-23T00:00:00,13,2781,2741
528,2020-01-23T00:00:00,14,2582,2540
529,2020-01-23T00:00:00,15,2417,2383
530,2020-01-23T00:00:00,16,2441,2406
531,2020-01-23T00:00:00,17,2480,2451
532,2020-01-23T00:00:00,18,2534,2511
533,2020-01-23T00:00:00,19,1854,1828
534,2020-01-23T00:00:00,20,1086,1072
535,2020-01-23T00:00:00,21,765,754
536,2020-01-23T00:00:00,22,549,542
537,2020-01-23T00:00:00,23,238,235
538,2020-01-24T00:00:00,0,43,41
539,2020-01-24T00:00:00,1,3,3
540,2020-01-24T00:00:00,2,2,2
541,2020-01-24T00:00:00,3,1,1
542,2020-01-24T00:00:00,4,3,3
543,2020-01-24T00:00:00,5,1,1
544,2020-01-24T00:00:00,6,75,75
545,2020-01-24T00:00:00,7,1141,1133
546,2020-01-24T00:00:00,8,1586,1567
547,2020-01-24T00:00:00,9,1612,1593
548,2020-01-24T00:00:00,10,1685,1665
549,2020-01-24T00:00:00,11,2042,2007
550,2020-01-24T00:00:00,12,2610,2577
551,2020-01-24T00:00:00,13,1832,1814
552,2020-01-24T00:00:00,14,2759,2715
553,2020-01-24T00:00:00,15,2380,2341
554,2020-01-24T00:00:00,16,2352,2330
555,2020-01-24T00:00:00,17,2439,2406
556,2020-01-24T00:00:00,18,2478,2452
557,2020-01-24T00:00:00,19,1937,1918
558,2020-01-24T00:00:00,20,1119,1107
559,2020-01-24T00:00:00,21,788,776
560,2020-01-24T00:00:00,22,636,625
561,2020-01-24T00:00:00,23,290,287
562,2020-01-25T00:00:00,0,51,51
563,2020-01-25T00:00:00,1,7,7
564,2020-01-25T00:00:00,2,1,1
565,2020-01-25T00:00:00,3,2,2
566,2020-01-25T00:00:00,5,3,3
567,2020-01-25T00:00:00,6,39,38
568,2020-01-25T00:00:00,7,787,776
569,2020-01-25T00:00:00,8,1135,1122
570,2020-01-25T00:00:00,9,1185,1173
571,2020-01-25T00:00:00,10,1392,1369
572,2020-01-25T00:00:00,11,1949,1928
573,2020-01-25T00:00:00,12,2657,2623
574,2020-01-25T00:00:00,13,2790,2740
575,2020-01-25T00:00:00,14,2544,2502
576,2020-01-25T00:00:00,15,2390,2355
577,2020-01-25T00:00:00,16,2466,2425
578,2020-01-25T00:00:00,17,2648,2615
579,2020-01-25T00:00:00,18,2437,2409
580,2020-01-25T00:00:00,19,1869,1838
581,2020-01-25T00:00:00,20,1151,1132
582,2020-01-25T00:00:00,21,752,739
583,2020-01-25T00:00:00,22,637,629
584,2020-01-25T00:00:00,23,291,291
585,2020-01-26T00:00:00,0,68,68
586,2020-01-26T00:00:00,1,4,4
587,2020-01-26T00:00:00,2,6,6
588,2020-01-26T00:00:00,3,2,2
589,2020-01-26T00:00:00,6,7,7
590,2020-01-26T00:00:00,7,150,149
591,2020-01-26T00:00:00,8,463,457
592,2020-01-26T00:00:00,9,718,703
593,2020-01-26T00:00:00,10,845,837
594,2020-01-26T00:00:00,11,1358,1338
595,2020-01-26T00:00:00,12,2003,1973
596,2020-01-26T00:00:00,13,2277,2249
597,2020-01-26T00:00:00,14,2359,2324
598,2020-01-26T00:00:00,15,2282,2252
599,2020-01-26T00:00:00,16,2390,2348
600,2020-01-26T00:00:00,17,2446,2412
601,2020-01-26T00:00:00,18,2106,2057
602,2020-01-26T00:00:00,19,1531,1513
603,2020-01-26T00:00:00,20,1141,1128
604,2020-01-26T00:00:00,21,1035,1025
605,2020-01-26T00:00:00,22,709,696
606,2020-01-26T00:00:00,23,286,281
607,2020-01-27T00:00:00,0,59,58
608,2020-01-27T00:00:00,1,4,4
609,2020-01-27T00:00:00,2,4,4
610,2020-01-27T00:00:00,3,1,1
611,2020-01-27T00:00:00,5,4,4
612,2020-01-27T00:00:00,6,120,119
613,2020-01-27T00:00:00,7,1868,1854
614,2020-01-27T00:00:00,8,2387,2361
615,2020-01-27T00:00:00,9,2320,2288
616,2020-01-27T00:00:00,10,2276,2245
617,2020-01-27T00:00:00,11,2914,2867
618,2020-01-27T00:00:00,12,3595,3549
619,2020-01-27T00:00:00,13,3150,3109
620,2020-01-27T00:00:00,14,3214,3177
621,2020-01-27T00:00:00,15,2888,2853
622,2020-01-27T00:00:00,16,2890,2851
623,2020-01-27T00:00:00,17,2871,2844
624,2020-01-27T00:00:00,18,2771,2741
625,2020-01-27T00:00:00,19,2181,2157
626,2020-01-27T00:00:00,20,1315,1292
627,2020-01-27T00:00:00,21,889,869
628,2020-01-27T00:00:00,22,648,638
629,2020-01-27T00:00:00,23,274,272
