_id,tarih,saat,yukleme_adedi,yukleme_yapilan_kart_adedi
3477,2021-06-13T00:00:00,20,70,65
3478,2021-06-13T00:00:00,21,45,45
3479,2021-06-13T00:00:00,22,47,46
3480,2021-06-13T00:00:00,23,40,38
3481,2021-06-14T00:00:00,0,6,6
3482,2021-06-14T00:00:00,3,2,2
3483,2021-06-14T00:00:00,5,9,9
3484,2021-06-14T00:00:00,6,223,221
3485,2021-06-14T00:00:00,7,1845,1826
3486,2021-06-14T00:00:00,8,2014,1998
3487,2021-06-14T00:00:00,9,1694,1676
3488,2021-06-14T00:00:00,10,1493,1479
3489,2021-06-14T00:00:00,11,1648,1620
3490,2021-06-14T00:00:00,12,1843,1830
3491,2021-06-14T00:00:00,13,1751,1730
3492,2021-06-14T00:00:00,14,1725,1701
3493,2021-06-14T00:00:00,15,1492,1481
3494,2021-06-14T00:00:00,16,1477,1461
3495,2021-06-14T00:00:00,17,1354,1341
3496,2021-06-14T00:00:00,18,1610,1588
3497,2021-06-14T00:00:00,19,1528,1514
3498,2021-06-14T00:00:00,20,994,987
3499,2021-06-14T00:00:00,21,550,545
3500,2021-06-14T00:00:00,22,86,85
3501,2021-06-14T00:00:00,23,25,24
3502,2021-06-15T00:00:00,0,2,2
3503,2021-06-15T00:00:00,2,1,1
3504,2021-06-15T00:00:00,4,4,4
3505,2021-06-15T00:00:00,5,6,6
3506,2021-06-15T00:00:00,6,156,154
3507,2021-06-15T00:00:00,7,1170,1163
3508,2021-06-15T00:00:00,8,1523,1512
3509,2021-06-15T00:00:00,9,1326,1311
3510,2021-06-15T00:00:00,10,1279,1269
3511,2021-06-15T00:00:00,11,1333,1315
3512,2021-06-15T00:00:00,12,1615,1595
3513,2021-06-15T00:00:00,13,1640,1615
3514,2021-06-15T00:00:00,14,1477,1467
3515,2021-06-15T00:00:00,15,1482,1465
3516,2021-06-15T00:00:00,16,1432,1420
3517,2021-06-15T00:00:00,17,1302,1290
3518,2021-06-15T00:00:00,18,1589,1576
3519,2021-06-15T00:00:00,19,1406,1392
3520,2021-06-15T00:00:00,20,1054,1038
3521,2021-06-15T00:00:00,21,509,504
3522,2021-06-15T00:00:00,22,91,90
3523,2021-06-15T00:00:00,23,34,34
3524,2021-06-16T00:00:00,0,5,5
3525,2021-06-16T00:00:00,1,1,1
3526,2021-06-16T00:00:00,3,1,1
3527,2021-06-16T00:00:00,4,1,1
3528,2021-06-16T00:00:00,5,6,6
3529,2021-06-16T00:00:00,6,118,118
3530,2021-06-16T00:00:00,7,1107,1098
3531,2021-06-16T00:00:00,8,1222,1210
3532,2021-06-16T00:00:00,9,1217,1199
3533,2021-06-16T00:00:00,10,1066,1058
3534,2021-06-16T00:00:00,11,996,984
3535,2021-06-16T00:00:00,12,1114,1103
3536,2021-06-16T00:00:00,13,409,406
