_id,tarih,deger,birim
609,2014-08-23T00:00:00,32890,Ton
610,2014-08-24T00:00:00,18645,Ton
611,2014-08-25T00:00:00,38715,Ton
612,2014-08-26T00:00:00,37335,Ton
613,2014-08-27T00:00:00,31910,Ton
614,2014-08-28T00:00:00,32965,Ton
615,2014-08-29T00:00:00,32225,Ton
616,2014-08-30T00:00:00,33690,Ton
617,2014-08-31T00:00:00,14965,Ton
618,2014-01-09T00:00:00,46200,Ton
619,2014-02-09T00:00:00,36375,Ton
620,2014-03-09T00:00:00,35650,Ton
621,2014-04-09T00:00:00,31675,Ton
622,2014-05-09T00:00:00,34200,Ton
623,2014-06-09T00:00:00,31065,Ton
624,2014-07-09T00:00:00,18390,Ton
625,2014-08-09T00:00:00,43405,Ton
626,2014-09-09T00:00:00,39045,Ton
