_id,tarih,deger,birim
196,2013-06-07T00:00:00,9050,Ton
197,2013-07-07T00:00:00,6725,Ton
198,2013-08-07T00:00:00,4595,Ton
199,2013-09-07T00:00:00,18870,Ton
200,2013-10-07T00:00:00,29745,Ton
201,2013-11-07T00:00:00,31965,Ton
202,2013-12-07T00:00:00,20000,Ton
203,2013-07-13T00:00:00,25205,Ton
204,2013-07-14T00:00:00,15610,Ton
205,2013-07-15T00:00:00,2265,Ton
206,2013-07-16T00:00:00,7630,Ton
207,2013-07-17T00:00:00,8445,Ton
208,2013-07-18T00:00:00,7405,Ton
209,2013-07-19T00:00:00,7620,Ton
210,2013-07-20T00:00:00,6095,Ton
211,2013-07-21T00:00:00,5810,Ton
212,2013-07-22T00:00:00,2250,Ton
213,2013-07-23T00:00:00,11610,Ton
214,2013-07-24T00:00:00,10875,Ton
215,2013-07-25T00:00:00,7095,Ton
216,2013-07-26T00:00:00,10920,Ton
217,2013-07-27T00:00:00,4365,Ton
218,2013-07-28T00:00:00,17185,Ton
219,2013-07-29T00:00:00,13550,Ton
220,2013-07-30T00:00:00,17805,Ton
221,2013-07-31T00:00:00,16690,Ton
222,2013-01-08T00:00:00,5105,Ton
223,2013-02-08T00:00:00,6845,Ton
224,2013-03-08T00:00:00,7315,Ton
225,2013-04-08T00:00:00,195,Ton
226,2013-05-08T00:00:00,6940,Ton
227,2013-06-08T00:00:00,9560,Ton
228,2013-07-08T00:00:00,7515,Ton
229,2013-08-08T00:00:00,705,Ton
230,2013-09-08T00:00:00,2845,Ton
231,2013-10-08T00:00:00,0,Ton
232,2013-11-08T00:00:00,815,Ton
233,2013-12-08T00:00:00,6005,Ton
234,2013-08-13T00:00:00,6910,Ton
235,2013-08-14T00:00:00,10870,Ton
236,2013-08-15T00:00:00,9440,Ton
237,2013-08-16T00:00:00,9500,Ton
238,2013-08-17T00:00:00,13325,Ton
239,2013-08-18T00:00:00,1050,Ton
240,2013-08-19T00:00:00,7985,Ton
241,2013-08-20T00:00:00,2435,Ton
242,2013-08-21T00:00:00,7745,Ton
243,2013-08-22T00:00:00,9835,Ton
244,2013-08-23T00:00:00,17130,Ton
245,2013-08-24T00:00:00,8900,Ton
246,2013-08-25T00:00:00,0,Ton
247,2013-08-26T00:00:00,17910,Ton
248,2013-08-27T00:00:00,11090,Ton
249,2013-08-28T00:00:00,4960,Ton
250,2013-08-29T00:00:00,7135,Ton
251,2013-08-30T00:00:00,7330,Ton
252,2013-08-31T00:00:00,4600,Ton
253,2013-01-09T00:00:00,15,Ton
254,2013-02-09T00:00:00,7065,Ton
255,2013-03-09T00:00:00,25915,Ton
256,2013-04-09T00:00:00,20355,Ton
257,2013-05-09T00:00:00,11400,Ton
258,2013-06-09T00:00:00,10470,Ton
259,2013-07-09T00:00:00,12215,Ton
260,2013-08-09T00:00:00,555,Ton
261,2013-09-09T00:00:00,10565,Ton
262,2013-10-09T00:00:00,7375,Ton
263,2013-11-09T00:00:00,11950,Ton
264,2013-12-09T00:00:00,6265,Ton
265,2013-09-13T00:00:00,8440,Ton
266,2013-09-14T00:00:00,7600,Ton
267,2013-09-15T00:00:00,990,Ton
268,2013-09-16T00:00:00,11950,Ton
269,2013-09-17T00:00:00,9695,Ton
270,2013-09-18T00:00:00,7525,Ton
271,2013-09-19T00:00:00,6280,Ton
272,2013-09-20T00:00:00,4330,Ton
273,2013-09-21T00:00:00,8640,Ton
274,2013-09-22T00:00:00,2525,Ton
275,2013-09-23T00:00:00,6475,Ton
276,2013-09-24T00:00:00,6250,Ton
277,2013-09-25T00:00:00,10605,Ton
278,2013-09-26T00:00:00,17515,Ton
279,2013-09-27T00:00:00,17775,Ton
280,2013-09-28T00:00:00,5885,Ton
281,2013-09-29T00:00:00,0,Ton
282,2013-09-30T00:00:00,7880,Ton
283,2013-01-10T00:00:00,7400,Ton
284,2013-02-10T00:00:00,9140,Ton
285,2013-03-10T00:00:00,4945,Ton
286,2013-04-10T00:00:00,8170,Ton
287,2013-05-10T00:00:00,7645,Ton
288,2013-06-10T00:00:00,900,Ton
289,2013-07-10T00:00:00,9800,Ton
290,2013-08-10T00:00:00,3720,Ton
291,2013-09-10T00:00:00,4045,Ton
292,2013-10-10T00:00:00,7855,Ton
293,2013-11-10T00:00:00,9435,Ton
294,2013-12-10T00:00:00,8610,Ton
295,2013-10-13T00:00:00,705,Ton
296,2013-10-14T00:00:00,2075,Ton
297,2013-10-15T00:00:00,0,Ton
298,2013-10-16T00:00:00,950,Ton
299,2013-10-17T00:00:00,1045,Ton
300,2013-10-18T00:00:00,1010,Ton
301,2013-10-19T00:00:00,5600,Ton
302,2013-10-20T00:00:00,425,Ton
303,2013-10-21T00:00:00,5950,Ton
304,2013-10-22T00:00:00,6095,Ton
305,2013-10-23T00:00:00,11420,Ton
306,2013-10-24T00:00:00,8715,Ton
307,2013-10-25T00:00:00,3265,Ton
308,2013-10-26T00:00:00,8610,Ton
309,2013-10-27T00:00:00,380,Ton
310,2013-10-28T00:00:00,8275,Ton
311,2013-10-29T00:00:00,6830,Ton
312,2013-10-30T00:00:00,7410,Ton
313,2013-10-31T00:00:00,7390,Ton
314,2013-01-11T00:00:00,6725,Ton
315,2013-02-11T00:00:00,6635,Ton
316,2013-03-11T00:00:00,0,Ton
317,2013-04-11T00:00:00,14145,Ton
318,2013-05-11T00:00:00,25555,Ton
319,2013-06-11T00:00:00,9265,Ton
320,2013-07-11T00:00:00,19280,Ton
321,2013-08-11T00:00:00,8465,Ton
322,2013-09-11T00:00:00,6910,Ton
323,2013-10-11T00:00:00,1300,Ton
324,2013-11-11T00:00:00,8005,Ton
325,2013-12-11T00:00:00,16470,Ton
326,2013-11-13T00:00:00,8535,Ton
327,2013-11-14T00:00:00,6380,Ton
328,2013-11-15T00:00:00,5395,Ton
329,2013-11-16T00:00:00,7395,Ton
330,2013-11-17T00:00:00,8840,Ton
331,2013-11-18T00:00:00,6700,Ton
332,2013-11-19T00:00:00,11735,Ton
333,2013-11-20T00:00:00,8990,Ton
334,2013-11-21T00:00:00,15690,Ton
335,2013-11-22T00:00:00,6555,Ton
336,2013-11-23T00:00:00,8990,Ton
337,2013-11-24T00:00:00,625,Ton
338,2013-11-25T00:00:00,6265,Ton
339,2013-11-26T00:00:00,6165,Ton
340,2013-11-27T00:00:00,9060,Ton
341,2013-11-28T00:00:00,9060,Ton
342,2013-11-29T00:00:00,7050,Ton
343,2013-11-30T00:00:00,6325,Ton
344,2013-01-12T00:00:00,2790,Ton
345,2013-02-12T00:00:00,11130,Ton
346,2013-03-12T00:00:00,11405,Ton
347,2013-04-12T00:00:00,5160,Ton
348,2013-05-12T00:00:00,4835,Ton
349,2013-06-12T00:00:00,5315,Ton
350,2013-07-12T00:00:00,4155,Ton
351,2013-08-12T00:00:00,385,Ton
352,2013-09-12T00:00:00,3040,Ton
353,2013-10-12T00:00:00,3940,Ton
354,2013-11-12T00:00:00,5385,Ton
355,2013-12-12T00:00:00,4735,Ton
356,2013-12-13T00:00:00,6115,Ton
357,2013-12-14T00:00:00,5890,Ton
358,2013-12-15T00:00:00,80,Ton
359,2013-12-16T00:00:00,7575,Ton
360,2013-12-17T00:00:00,6460,Ton
361,2013-12-18T00:00:00,4225,Ton
362,2013-12-19T00:00:00,5555,Ton
363,2013-12-20T00:00:00,6955,Ton
364,2013-12-21T00:00:00,3275,Ton
365,2013-12-22T00:00:00,0,Ton
366,2013-12-23T00:00:00,10180,Ton
367,2013-12-24T00:00:00,5565,Ton
368,2013-12-25T00:00:00,4225,Ton
369,2013-12-26T00:00:00,4360,Ton
370,2013-12-27T00:00:00,3895,Ton
371,2013-12-28T00:00:00,3620,Ton
