,tarih,değer (ton)
790,2015-02-21,"30850,0"
791,2015-02-22,"11810,0"
792,2015-02-23,"46070,0"
793,2015-02-24,"45630,0"
794,2015-02-25,"41230,0"
795,2015-02-26,"39385,0"
796,2015-02-27,"37600,0"
797,2015-02-28,"40765,0"
798,2015-01-03,"14240,0"
799,2015-02-03,"47745,0"
800,2015-03-03,"47530,0"
801,2015-04-03,"34645,0"
802,2015-05-03,"34310,0"
803,2015-06-03,"34820,0"
804,2015-07-03,"38045,0"
805,2015-08-03,"13175,0"
806,2015-09-03,"51175,0"
807,2015-10-03,"49825,0"
808,2015-11-03,"44130,0"
809,2015-12-03,"34645,0"
810,2015-03-13,"38215,0"
811,2015-03-14,"36055,0"
812,2015-03-15,"14715,0"
813,2015-03-16,"45860,0"
814,2015-03-17,"42850,0"
815,2015-03-18,"35455,0"
816,2015-03-19,"36275,0"
817,2015-03-20,"32245,0"
818,2015-03-21,"34870,0"
819,2015-03-22,"18195,0"
820,2015-03-23,"44705,0"
821,2015-03-24,"40510,0"
822,2015-03-25,"38950,0"
823,2015-03-26,"41080,0"
824,2015-03-27,"35750,0"
825,2015-03-28,"35445,0"
826,2015-03-29,"14810,0"
827,2015-03-30,"43360,0"
828,2015-03-31,"41680,0"
829,2015-01-04,"37790,0"
830,2015-02-04,"38855,0"
831,2015-03-04,"37440,0"
832,2015-04-04,"36190,0"
833,2015-05-04,"13590,0"
834,2015-06-04,"53045,0"
835,2015-07-04,"47955,0"
836,2015-08-04,"40470,0"
837,2015-09-04,"35195,0"
838,2015-10-04,"31535,0"
839,2015-11-04,"29345,0"
840,2015-12-04,"14060,0"
841,2015-04-13,"41105,0"
842,2015-04-14,"42980,0"
843,2015-04-15,"38465,0"
844,2015-04-16,"39145,0"
845,2015-04-17,"37775,0"
846,2015-04-18,"35100,0"
847,2015-04-19,"17635,0"
848,2015-04-20,"47290,0"
849,2015-04-21,"39290,0"
850,2015-04-22,"40935,0"
851,2015-04-23,"28820,0"
852,2015-04-24,"26510,0"
853,2015-04-25,"32865,0"
854,2015-04-26,"16870,0"
855,2015-04-27,"47285,0"
856,2015-04-28,"45305,0"
857,2015-04-29,"36565,0"
858,2015-04-30,"31715,0"
859,2015-01-05,"34200,0"
860,2015-02-05,"32370,0"
861,2015-03-05,"15805,0"
862,2015-04-05,"41385,0"
863,2015-05-05,"41175,0"
864,2015-06-05,"33470,0"
865,2015-07-05,"30025,0"
866,2015-08-05,"30355,0"
867,2015-09-05,"32620,0"
868,2015-10-05,"16340,0"
869,2015-11-05,"44115,0"
870,2015-12-05,"42060,0"
