,tarih,saat,yukleme_adedi,yukleme_yapilan_kart_adedi
706,2021-02-03,10:00:00,1001,993
707,2021-02-03,11:00:00,1130,1117
708,2021-02-03,12:00:00,1510,1498
709,2021-02-03,13:00:00,1380,1364
710,2021-02-03,14:00:00,1399,1388
711,2021-02-03,15:00:00,1207,1201
712,2021-02-03,16:00:00,1208,1192
713,2021-02-03,17:00:00,1140,1126
714,2021-02-03,18:00:00,1495,1481
715,2021-02-03,19:00:00,1357,1342
716,2021-02-03,20:00:00,494,488
717,2021-02-03,21:00:00,73,71
718,2021-02-03,22:00:00,33,30
719,2021-02-03,23:00:00,22,22
720,2021-02-04,00:00:00,6,6
721,2021-02-04,01:00:00,6,6
722,2021-02-04,03:00:00,3,3
723,2021-02-04,06:00:00,57,57
724,2021-02-04,07:00:00,709,705
725,2021-02-04,08:00:00,1016,1007
726,2021-02-04,09:00:00,900,888
727,2021-02-04,10:00:00,970,962
728,2021-02-04,11:00:00,1175,1162
729,2021-02-04,12:00:00,1466,1455
730,2021-02-04,13:00:00,1399,1386
731,2021-02-04,14:00:00,1332,1320
732,2021-02-04,15:00:00,1198,1190
733,2021-02-04,16:00:00,1181,1167
734,2021-02-04,17:00:00,1253,1243
735,2021-02-04,18:00:00,1481,1464
736,2021-02-04,19:00:00,1418,1404
737,2021-02-04,20:00:00,551,537
738,2021-02-04,21:00:00,57,56
739,2021-02-04,22:00:00,25,25
740,2021-02-04,23:00:00,16,16
741,2021-02-05,00:00:00,5,4
742,2021-02-05,05:00:00,1,1
743,2021-02-05,06:00:00,71,71
744,2021-02-05,07:00:00,756,751
745,2021-02-05,08:00:00,1031,1024
746,2021-02-05,09:00:00,1028,1017
747,2021-02-05,10:00:00,977,966
748,2021-02-05,11:00:00,1251,1236
749,2021-02-05,12:00:00,1399,1381
750,2021-02-05,13:00:00,1026,1013
751,2021-02-05,14:00:00,1615,1599
752,2021-02-05,15:00:00,1386,1368
753,2021-02-05,16:00:00,1385,1372
754,2021-02-05,17:00:00,1391,1371
755,2021-02-05,18:00:00,1673,1657
756,2021-02-05,19:00:00,1674,1662
757,2021-02-05,20:00:00,665,656
758,2021-02-05,21:00:00,67,66
759,2021-02-05,22:00:00,19,18
760,2021-02-05,23:00:00,9,8
761,2021-02-06,00:00:00,1,1
762,2021-02-06,03:00:00,1,1
763,2021-02-06,05:00:00,2,2
764,2021-02-06,06:00:00,10,10
765,2021-02-06,07:00:00,40,39
766,2021-02-06,08:00:00,35,34
767,2021-02-06,09:00:00,59,58
768,2021-02-06,10:00:00,100,98
769,2021-02-06,11:00:00,119,119
770,2021-02-06,12:00:00,161,159
771,2021-02-06,13:00:00,259,258
772,2021-02-06,14:00:00,306,300
773,2021-02-06,15:00:00,254,252
774,2021-02-06,16:00:00,313,310
775,2021-02-06,17:00:00,142,138
776,2021-02-06,18:00:00,64,61
777,2021-02-06,19:00:00,25,25
778,2021-02-06,20:00:00,10,10
779,2021-02-06,21:00:00,15,15
780,2021-02-06,22:00:00,13,12
781,2021-02-06,23:00:00,13,11
782,2021-02-07,01:00:00,1,1
783,2021-02-07,02:00:00,1,1
784,2021-02-07,03:00:00,1,1
785,2021-02-07,06:00:00,1,1
786,2021-02-07,07:00:00,19,15
787,2021-02-07,08:00:00,24,21
788,2021-02-07,09:00:00,36,36
789,2021-02-07,10:00:00,115,112
790,2021-02-07,11:00:00,154,151
791,2021-02-07,12:00:00,249,246
792,2021-02-07,13:00:00,300,296
793,2021-02-07,14:00:00,388,382
794,2021-02-07,15:00:00,363,357
795,2021-02-07,16:00:00,390,388
796,2021-02-07,17:00:00,116,114
797,2021-02-07,18:00:00,52,51
798,2021-02-07,19:00:00,35,32
799,2021-02-07,20:00:00,27,25
800,2021-02-07,21:00:00,20,20
801,2021-02-07,22:00:00,21,20
802,2021-02-07,23:00:00,25,24
803,2021-02-08,00:00:00,8,8
804,2021-02-08,01:00:00,1,1
805,2021-02-08,03:00:00,4,4
806,2021-02-08,04:00:00,2,2
807,2021-02-08,05:00:00,2,2
808,2021-02-08,06:00:00,143,143
809,2021-02-08,07:00:00,1491,1472
810,2021-02-08,08:00:00,1591,1582
811,2021-02-08,09:00:00,1443,1431
812,2021-02-08,10:00:00,1460,1446
813,2021-02-08,11:00:00,1536,1521
814,2021-02-08,12:00:00,1830,1810
815,2021-02-08,13:00:00,1833,1808
816,2021-02-08,14:00:00,1676,1655
817,2021-02-08,15:00:00,1519,1497
818,2021-02-08,16:00:00,1478,1455
819,2021-02-08,17:00:00,1397,1379
820,2021-02-08,18:00:00,1868,1842
821,2021-02-08,19:00:00,1811,1788
822,2021-02-08,20:00:00,623,616
823,2021-02-08,21:00:00,77,75
824,2021-02-08,22:00:00,30,28
825,2021-02-08,23:00:00,36,35
826,2021-02-09,00:00:00,3,3
827,2021-02-09,03:00:00,1,1
828,2021-02-09,04:00:00,2,1
829,2021-02-09,05:00:00,2,2
830,2021-02-09,06:00:00,92,91
831,2021-02-09,07:00:00,801,790
832,2021-02-09,08:00:00,1143,1131
833,2021-02-09,09:00:00,1056,1048
834,2021-02-09,10:00:00,1186,1171
835,2021-02-09,11:00:00,1294,1278
836,2021-02-09,12:00:00,1595,1570
837,2021-02-09,13:00:00,1611,1595
838,2021-02-09,14:00:00,1342,1334
839,2021-02-09,15:00:00,1252,1237
840,2021-02-09,16:00:00,1379,1369
841,2021-02-09,17:00:00,1307,1295
842,2021-02-09,18:00:00,1640,1620
843,2021-02-09,19:00:00,1496,1473
844,2021-02-09,20:00:00,598,587
845,2021-02-09,21:00:00,60,58
846,2021-02-09,22:00:00,25,24
847,2021-02-09,23:00:00,23,23
848,2021-02-10,00:00:00,1,1
849,2021-02-10,05:00:00,3,3
850,2021-02-10,06:00:00,55,55
851,2021-02-10,07:00:00,824,817
852,2021-02-10,08:00:00,1070,1062
853,2021-02-10,09:00:00,1014,1006
854,2021-02-10,10:00:00,1074,1058
855,2021-02-10,11:00:00,1199,1189
856,2021-02-10,12:00:00,1598,1583
857,2021-02-10,13:00:00,1440,1426
858,2021-02-10,14:00:00,1433,1415
859,2021-02-10,15:00:00,1278,1260
860,2021-02-10,16:00:00,1190,1180
861,2021-02-10,17:00:00,1213,1204
862,2021-02-10,18:00:00,1461,1441
863,2021-02-10,19:00:00,1437,1421
864,2021-02-10,20:00:00,547,541
865,2021-02-10,21:00:00,57,57
866,2021-02-10,22:00:00,29,27
867,2021-02-10,23:00:00,19,19
868,2021-02-11,00:00:00,2,2
869,2021-02-11,05:00:00,6,5
870,2021-02-11,06:00:00,82,82
871,2021-02-11,07:00:00,752,749
872,2021-02-11,08:00:00,1065,1059
873,2021-02-11,09:00:00,997,987
874,2021-02-11,10:00:00,1195,1184
875,2021-02-11,11:00:00,1198,1182
876,2021-02-11,12:00:00,1622,1602
877,2021-02-11,13:00:00,1526,1500
878,2021-02-11,14:00:00,1310,1300
879,2021-02-11,15:00:00,1269,1255
880,2021-02-11,16:00:00,1254,1236
881,2021-02-11,17:00:00,1182,1168
882,2021-02-11,18:00:00,1451,1439
883,2021-02-11,19:00:00,1429,1404
884,2021-02-11,20:00:00,519,515
885,2021-02-11,21:00:00,61,55
886,2021-02-11,22:00:00,31,31
887,2021-02-11,23:00:00,17,17
888,2021-02-12,00:00:00,2,2
889,2021-02-12,03:00:00,1,1
890,2021-02-12,04:00:00,1,1
891,2021-02-12,05:00:00,3,3
892,2021-02-12,06:00:00,70,70
893,2021-02-12,07:00:00,793,784
894,2021-02-12,08:00:00,1015,1001
895,2021-02-12,09:00:00,1016,1010
896,2021-02-12,10:00:00,1011,1007
897,2021-02-12,11:00:00,1219,1204
898,2021-02-12,12:00:00,1395,1375
899,2021-02-12,13:00:00,1090,1077
900,2021-02-12,14:00:00,1621,1607
901,2021-02-12,15:00:00,1453,1437
902,2021-02-12,16:00:00,1394,1385
903,2021-02-12,17:00:00,1349,1331
904,2021-02-12,18:00:00,1587,1573
905,2021-02-12,19:00:00,1589,1569
906,2021-02-12,20:00:00,653,649
907,2021-02-12,21:00:00,66,66
908,2021-02-12,22:00:00,19,19
909,2021-02-12,23:00:00,11,11
910,2021-02-13,00:00:00,2,1
911,2021-02-13,03:00:00,2,2
912,2021-02-13,05:00:00,1,1
913,2021-02-13,06:00:00,8,8
914,2021-02-13,07:00:00,67,67
915,2021-02-13,08:00:00,57,57
916,2021-02-13,09:00:00,56,54
917,2021-02-13,10:00:00,118,115
918,2021-02-13,11:00:00,111,110
919,2021-02-13,12:00:00,179,177
920,2021-02-13,13:00:00,320,318
921,2021-02-13,14:00:00,351,347
922,2021-02-13,15:00:00,302,299
923,2021-02-13,16:00:00,303,301
924,2021-02-13,17:00:00,135,132
925,2021-02-13,18:00:00,72,70
926,2021-02-13,19:00:00,27,24
927,2021-02-13,20:00:00,9,9
928,2021-02-13,21:00:00,12,12
929,2021-02-13,22:00:00,10,9
930,2021-02-13,23:00:00,7,7
931,2021-02-14,00:00:00,1,1
932,2021-02-14,03:00:00,1,1
933,2021-02-14,04:00:00,2,2
934,2021-02-14,06:00:00,5,5
935,2021-02-14,07:00:00,18,18
936,2021-02-14,08:00:00,28,26
937,2021-02-14,09:00:00,35,35
938,2021-02-14,10:00:00,90,90
939,2021-02-14,11:00:00,185,183
940,2021-02-14,12:00:00,203,202
941,2021-02-14,13:00:00,306,298
942,2021-02-14,14:00:00,361,353
943,2021-02-14,15:00:00,347,340
944,2021-02-14,16:00:00,356,347
945,2021-02-14,17:00:00,126,123
946,2021-02-14,18:00:00,53,52
947,2021-02-14,19:00:00,42,42
948,2021-02-14,20:00:00,32,30
949,2021-02-14,21:00:00,19,19
950,2021-02-14,22:00:00,33,33
951,2021-02-14,23:00:00,30,30
952,2021-02-15,00:00:00,7,7
953,2021-02-15,03:00:00,2,2
954,2021-02-15,04:00:00,1,1
955,2021-02-15,05:00:00,4,4
956,2021-02-15,06:00:00,142,139
957,2021-02-15,07:00:00,1417,1414
958,2021-02-15,08:00:00,1608,1584
959,2021-02-15,09:00:00,1445,1425
960,2021-02-15,10:00:00,1316,1303
961,2021-02-15,11:00:00,1555,1537
962,2021-02-15,12:00:00,1815,1793
963,2021-02-15,13:00:00,1782,1760
964,2021-02-15,14:00:00,1751,1729
965,2021-02-15,15:00:00,1523,1505
966,2021-02-15,16:00:00,1366,1347
967,2021-02-15,17:00:00,1358,1347
968,2021-02-15,18:00:00,1721,1707
969,2021-02-15,19:00:00,1622,1599
970,2021-02-15,20:00:00,540,537
971,2021-02-15,21:00:00,58,56
972,2021-02-15,22:00:00,33,33
973,2021-02-15,23:00:00,19,19
974,2021-02-16,00:00:00,3,3
975,2021-02-16,01:00:00,1,1
976,2021-02-16,03:00:00,2,2
977,2021-02-16,04:00:00,1,1
978,2021-02-16,05:00:00,2,2
979,2021-02-16,06:00:00,60,60
980,2021-02-16,07:00:00,855,849
981,2021-02-16,08:00:00,1168,1155
982,2021-02-16,09:00:00,971,969
983,2021-02-16,10:00:00,927,915
984,2021-02-16,11:00:00,1036,1019
985,2021-02-16,12:00:00,1259,1240
986,2021-02-16,13:00:00,1339,1328
987,2021-02-16,14:00:00,1205,1197
988,2021-02-16,15:00:00,1152,1140
989,2021-02-16,16:00:00,1077,1061
990,2021-02-16,17:00:00,1109,1091
991,2021-02-16,18:00:00,1408,1392
992,2021-02-16,19:00:00,1379,1358
993,2021-02-16,20:00:00,410,406
994,2021-02-16,21:00:00,44,44
995,2021-02-16,22:00:00,18,18
996,2021-02-16,23:00:00,27,27
997,2021-02-17,00:00:00,3,3
998,2021-02-17,04:00:00,2,2
999,2021-02-17,05:00:00,1,1
1000,2021-02-17,06:00:00,67,66
1001,2021-02-17,07:00:00,738,734
1002,2021-02-17,08:00:00,1026,1018
1003,2021-02-17,09:00:00,916,904
1004,2021-02-17,10:00:00,703,695
1005,2021-02-17,11:00:00,813,806
1006,2021-02-17,12:00:00,948,942
1007,2021-02-17,13:00:00,1081,1066
1008,2021-02-17,14:00:00,1055,1042
1009,2021-02-17,15:00:00,981,972
1010,2021-02-17,16:00:00,973,960
1011,2021-02-17,17:00:00,1063,1047
1012,2021-02-17,18:00:00,1452,1432
1013,2021-02-17,19:00:00,1391,1379
1014,2021-02-17,20:00:00,466,462
1015,2021-02-17,21:00:00,62,61
1016,2021-02-17,22:00:00,27,27
1017,2021-02-17,23:00:00,26,26
1018,2021-02-18,00:00:00,4,4
1019,2021-02-18,05:00:00,2,2
1020,2021-02-18,06:00:00,80,80
1021,2021-02-18,07:00:00,719,713
1022,2021-02-18,08:00:00,932,926
1023,2021-02-18,09:00:00,851,843
1024,2021-02-18,10:00:00,795,790
1025,2021-02-18,11:00:00,972,966
1026,2021-02-18,12:00:00,1224,1211
1027,2021-02-18,13:00:00,1242,1226
1028,2021-02-18,14:00:00,1294,1286
1029,2021-02-18,15:00:00,1270,1253
1030,2021-02-18,16:00:00,1139,1122
1031,2021-02-18,17:00:00,1188,1177
1032,2021-02-18,18:00:00,1411,1399
1033,2021-02-18,19:00:00,1329,1315
1034,2021-02-18,20:00:00,431,422
1035,2021-02-18,21:00:00,49,48
1036,2021-02-18,22:00:00,24,23
1037,2021-02-18,23:00:00,17,17
1038,2021-02-19,00:00:00,3,3
1039,2021-02-19,03:00:00,3,3
1040,2021-02-19,04:00:00,1,1
1041,2021-02-19,05:00:00,6,6
1042,2021-02-19,06:00:00,72,72
1043,2021-02-19,07:00:00,770,758
1044,2021-02-19,08:00:00,967,958
1045,2021-02-19,09:00:00,840,836
1046,2021-02-19,10:00:00,909,905
1047,2021-02-19,11:00:00,1051,1042
1048,2021-02-19,12:00:00,1263,1251
1049,2021-02-19,13:00:00,1054,1045
1050,2021-02-19,14:00:00,1614,1596
1051,2021-02-19,15:00:00,1426,1414
1052,2021-02-19,16:00:00,1383,1368
1053,2021-02-19,17:00:00,1231,1219
1054,2021-02-19,18:00:00,1464,1443
1055,2021-02-19,19:00:00,1568,1542
1056,2021-02-19,20:00:00,524,516
1057,2021-02-19,21:00:00,58,57
1058,2021-02-19,22:00:00,16,16
1059,2021-02-19,23:00:00,21,21
1060,2021-02-20,03:00:00,2,2
1061,2021-02-20,06:00:00,5,5
1062,2021-02-20,07:00:00,51,50
1063,2021-02-20,08:00:00,68,68
1064,2021-02-20,09:00:00,84,82
1065,2021-02-20,10:00:00,141,139
1066,2021-02-20,11:00:00,157,155
1067,2021-02-20,12:00:00,237,234
1068,2021-02-20,13:00:00,357,355
1069,2021-02-20,14:00:00,411,409
1070,2021-02-20,15:00:00,306,302
1071,2021-02-20,16:00:00,338,333
1072,2021-02-20,17:00:00,184,183
1073,2021-02-20,18:00:00,78,76
1074,2021-02-20,19:00:00,27,27
1075,2021-02-20,20:00:00,6,6
1076,2021-02-20,21:00:00,16,16
1077,2021-02-20,22:00:00,10,10
1078,2021-02-20,23:00:00,12,12
1079,2021-02-21,00:00:00,1,1
1080,2021-02-21,03:00:00,1,1
1081,2021-02-21,06:00:00,4,4
1082,2021-02-21,07:00:00,25,24
1083,2021-02-21,08:00:00,45,45
1084,2021-02-21,09:00:00,40,40
1085,2021-02-21,10:00:00,104,104
1086,2021-02-21,11:00:00,179,179
1087,2021-02-21,12:00:00,291,290
1088,2021-02-21,13:00:00,410,403
1089,2021-02-21,14:00:00,400,396
1090,2021-02-21,15:00:00,424,423
1091,2021-02-21,16:00:00,371,368
1092,2021-02-21,17:00:00,150,146
1093,2021-02-21,18:00:00,53,51
1094,2021-02-21,19:00:00,31,31
1095,2021-02-21,20:00:00,11,10
1096,2021-02-21,21:00:00,13,12
1097,2021-02-21,22:00:00,18,15
1098,2021-02-21,23:00:00,31,21
1099,2021-02-22,00:00:00,4,4
1100,2021-02-22,06:00:00,122,119
1101,2021-02-22,07:00:00,1375,1357
1102,2021-02-22,08:00:00,1489,1471
1103,2021-02-22,09:00:00,1336,1316
1104,2021-02-22,10:00:00,1321,1304
1105,2021-02-22,11:00:00,1575,1535
1106,2021-02-22,12:00:00,1872,1845
1107,2021-02-22,13:00:00,1833,1798
1108,2021-02-22,14:00:00,1855,1821
1109,2021-02-22,15:00:00,1616,1589
1110,2021-02-22,16:00:00,1562,1523
1111,2021-02-22,17:00:00,1418,1398
1112,2021-02-22,18:00:00,1838,1792
1113,2021-02-22,19:00:00,1791,1762
1114,2021-02-22,20:00:00,648,622
1115,2021-02-22,21:00:00,82,78
1116,2021-02-22,22:00:00,56,41
1117,2021-02-22,23:00:00,24,20
1118,2021-02-23,00:00:00,4,4
1119,2021-02-23,03:00:00,7,2
1120,2021-02-23,05:00:00,1,1
1121,2021-02-23,06:00:00,88,79
1122,2021-02-23,07:00:00,857,835
1123,2021-02-23,08:00:00,1121,1107
1124,2021-02-23,09:00:00,1074,1045
1125,2021-02-23,10:00:00,1161,1140
1126,2021-02-23,11:00:00,1262,1241
1127,2021-02-23,12:00:00,1522,1496
1128,2021-02-23,13:00:00,1620,1584
1129,2021-02-23,14:00:00,1561,1535
1130,2021-02-23,15:00:00,1383,1363
1131,2021-02-23,16:00:00,1403,1382
1132,2021-02-23,17:00:00,1314,1287
1133,2021-02-23,18:00:00,1579,1552
1134,2021-02-23,19:00:00,1461,1442
1135,2021-02-23,20:00:00,598,586
1136,2021-02-23,21:00:00,74,61
1137,2021-02-23,22:00:00,31,24
1138,2021-02-23,23:00:00,33,23
1139,2021-02-24,00:00:00,4,4
1140,2021-02-24,03:00:00,7,5
1141,2021-02-24,04:00:00,1,1
1142,2021-02-24,05:00:00,2,1
1143,2021-02-24,06:00:00,70,65
1144,2021-02-24,07:00:00,914,892
1145,2021-02-24,08:00:00,1129,1101
1146,2021-02-24,09:00:00,1052,1037
1147,2021-02-24,10:00:00,1052,1039
1148,2021-02-24,11:00:00,1179,1169
1149,2021-02-24,12:00:00,1452,1436
1150,2021-02-24,13:00:00,1594,1572
1151,2021-02-24,14:00:00,1444,1430
1152,2021-02-24,15:00:00,1344,1325
1153,2021-02-24,16:00:00,1335,1320
1154,2021-02-24,17:00:00,1268,1250
1155,2021-02-24,18:00:00,1470,1457
1156,2021-02-24,19:00:00,1464,1444
1157,2021-02-24,20:00:00,557,553
1158,2021-02-24,21:00:00,64,64
1159,2021-02-24,22:00:00,39,38
1160,2021-02-24,23:00:00,20,20
1161,2021-02-25,00:00:00,1,1
1162,2021-02-25,05:00:00,2,2
1163,2021-02-25,06:00:00,70,70
1164,2021-02-25,07:00:00,786,784
1165,2021-02-25,08:00:00,1058,1049
1166,2021-02-25,09:00:00,939,931
1167,2021-02-25,10:00:00,1049,1039
1168,2021-02-25,11:00:00,1180,1161
1169,2021-02-25,12:00:00,1464,1453
1170,2021-02-25,13:00:00,1447,1431
1171,2021-02-25,14:00:00,1444,1433
1172,2021-02-25,15:00:00,1302,1285
1173,2021-02-25,16:00:00,1265,1255
1174,2021-02-25,17:00:00,1146,1137
1175,2021-02-25,18:00:00,1391,1382
1176,2021-02-25,19:00:00,1508,1491
1177,2021-02-25,20:00:00,497,495
1178,2021-02-25,21:00:00,65,61
1179,2021-02-25,22:00:00,27,27
1180,2021-02-25,23:00:00,19,19
1181,2021-02-26,00:00:00,4,4
1182,2021-02-26,01:00:00,1,1
1183,2021-02-26,03:00:00,2,2
1184,2021-02-26,05:00:00,1,1
1185,2021-02-26,06:00:00,93,92
1186,2021-02-26,07:00:00,807,800
1187,2021-02-26,08:00:00,1044,1034
1188,2021-02-26,09:00:00,1045,1032
1189,2021-02-26,10:00:00,1064,1057
1190,2021-02-26,11:00:00,1278,1262
1191,2021-02-26,12:00:00,1390,1376
1192,2021-02-26,13:00:00,1336,1318
1193,2021-02-26,14:00:00,1802,1779
1194,2021-02-26,15:00:00,1630,1609
1195,2021-02-26,16:00:00,1620,1599
1196,2021-02-26,17:00:00,1515,1497
1197,2021-02-26,18:00:00,1601,1585
1198,2021-02-26,19:00:00,1656,1636
1199,2021-02-26,20:00:00,645,641
1200,2021-02-26,21:00:00,63,63
1201,2021-02-26,22:00:00,26,25
1202,2021-02-26,23:00:00,22,22
1203,2021-02-27,05:00:00,1,1
1204,2021-02-27,06:00:00,20,19
1205,2021-02-27,07:00:00,55,54
1206,2021-02-27,08:00:00,96,95
1207,2021-02-27,09:00:00,84,84
1208,2021-02-27,10:00:00,151,150
1209,2021-02-27,11:00:00,158,156
1210,2021-02-27,12:00:00,272,268
1211,2021-02-27,13:00:00,494,492
1212,2021-02-27,14:00:00,400,398
1213,2021-02-27,15:00:00,369,364
1214,2021-02-27,16:00:00,419,416
1215,2021-02-27,17:00:00,214,212
1216,2021-02-27,18:00:00,73,67
1217,2021-02-27,19:00:00,49,47
1218,2021-02-27,20:00:00,14,14
1219,2021-02-27,21:00:00,19,19
1220,2021-02-27,22:00:00,21,21
1221,2021-02-27,23:00:00,13,13
1222,2021-02-28,00:00:00,7,7
1223,2021-02-28,05:00:00,2,2
1224,2021-02-28,06:00:00,7,7
1225,2021-02-28,07:00:00,29,28
1226,2021-02-28,08:00:00,72,69
1227,2021-02-28,09:00:00,48,46
1228,2021-02-28,10:00:00,115,114
1229,2021-02-28,11:00:00,178,174
1230,2021-02-28,12:00:00,320,318
1231,2021-02-28,13:00:00,386,381
1232,2021-02-28,14:00:00,438,431
1233,2021-02-28,15:00:00,455,448
1234,2021-02-28,16:00:00,420,416
1235,2021-02-28,17:00:00,118,117
1236,2021-02-28,18:00:00,60,57
1237,2021-02-28,19:00:00,44,44
1238,2021-02-28,20:00:00,33,32
1239,2021-02-28,21:00:00,34,34
1240,2021-02-28,22:00:00,25,24
1241,2021-02-28,23:00:00,32,32
1242,2021-03-01,00:00:00,16,16
1243,2021-03-01,03:00:00,3,3
1244,2021-03-01,04:00:00,1,1
1245,2021-03-01,05:00:00,6,6
1246,2021-03-01,06:00:00,120,119
1247,2021-03-01,07:00:00,1548,1537
1248,2021-03-01,08:00:00,1501,1494
1249,2021-03-01,09:00:00,1396,1379
1250,2021-03-01,10:00:00,1362,1346
1251,2021-03-01,11:00:00,1492,1482
1252,2021-03-01,12:00:00,1824,1811
1253,2021-03-01,13:00:00,1874,1845
1254,2021-03-01,14:00:00,1786,1764
1255,2021-03-01,15:00:00,1686,1670
1256,2021-03-01,16:00:00,1532,1518
1257,2021-03-01,17:00:00,1508,1495
1258,2021-03-01,18:00:00,1781,1761
1259,2021-03-01,19:00:00,1888,1870
1260,2021-03-01,20:00:00,733,727
1261,2021-03-01,21:00:00,81,79
1262,2021-03-01,22:00:00,36,36
1263,2021-03-01,23:00:00,35,35
1264,2021-03-02,00:00:00,8,8
1265,2021-03-02,03:00:00,1,1
1266,2021-03-02,04:00:00,1,1
1267,2021-03-02,06:00:00,81,81
1268,2021-03-02,07:00:00,1086,1084
1269,2021-03-02,08:00:00,1423,1411
1270,2021-03-02,09:00:00,1100,1089
1271,2021-03-02,10:00:00,1158,1149
1272,2021-03-02,11:00:00,1276,1264
1273,2021-03-02,12:00:00,1557,1547
1274,2021-03-02,13:00:00,1575,1552
1275,2021-03-02,14:00:00,1531,1513
1276,2021-03-02,15:00:00,1411,1390
1277,2021-03-02,16:00:00,1349,1341
1278,2021-03-02,17:00:00,1406,1393
1279,2021-03-02,18:00:00,1576,1564
1280,2021-03-02,19:00:00,1573,1562
1281,2021-03-02,20:00:00,567,565
1282,2021-03-02,21:00:00,64,55
1283,2021-03-02,22:00:00,32,31
1284,2021-03-02,23:00:00,24,24
1285,2021-03-03,00:00:00,5,5
1286,2021-03-03,03:00:00,1,1
1287,2021-03-03,06:00:00,85,84
1288,2021-03-03,07:00:00,989,982
1289,2021-03-03,08:00:00,1256,1244
1290,2021-03-03,09:00:00,918,907
1291,2021-03-03,10:00:00,961,951
1292,2021-03-03,11:00:00,1025,1013
1293,2021-03-03,12:00:00,1281,1265
1294,2021-03-03,13:00:00,1396,1379
1295,2021-03-03,14:00:00,1348,1335
1296,2021-03-03,15:00:00,1274,1258
1297,2021-03-03,16:00:00,1211,1199
1298,2021-03-03,17:00:00,1246,1230
1299,2021-03-03,18:00:00,1490,1470
1300,2021-03-03,19:00:00,1560,1545
1301,2021-03-03,20:00:00,548,546
1302,2021-03-03,21:00:00,82,80
1303,2021-03-03,22:00:00,31,30
1304,2021-03-03,23:00:00,23,23
1305,2021-03-04,00:00:00,3,3
1306,2021-03-04,03:00:00,2,2
1307,2021-03-04,04:00:00,2,2
1308,2021-03-04,05:00:00,3,3
1309,2021-03-04,06:00:00,91,89
1310,2021-03-04,07:00:00,975,965
1311,2021-03-04,08:00:00,1295,1283
1312,2021-03-04,09:00:00,935,928
1313,2021-03-04,10:00:00,998,988
1314,2021-03-04,11:00:00,1170,1152
1315,2021-03-04,12:00:00,1307,1297
1316,2021-03-04,13:00:00,1485,1474
1317,2021-03-04,14:00:00,1408,1389
1318,2021-03-04,15:00:00,1326,1308
1319,2021-03-04,16:00:00,1245,1230
1320,2021-03-04,17:00:00,1173,1165
1321,2021-03-04,18:00:00,1542,1537
1322,2021-03-04,19:00:00,1506,1490
1323,2021-03-04,20:00:00,577,564
1324,2021-03-04,21:00:00,75,74
1325,2021-03-04,22:00:00,45,44
1326,2021-03-04,23:00:00,20,19
1327,2021-03-05,00:00:00,1,1
1328,2021-03-05,01:00:00,1,1
1329,2021-03-05,05:00:00,1,1
1330,2021-03-05,06:00:00,73,73
1331,2021-03-05,07:00:00,990,983
1332,2021-03-05,08:00:00,1202,1195
1333,2021-03-05,09:00:00,1054,1046
1334,2021-03-05,10:00:00,1099,1084
1335,2021-03-05,11:00:00,1214,1203
1336,2021-03-05,12:00:00,1536,1521
1337,2021-03-05,13:00:00,1186,1172
1338,2021-03-05,14:00:00,1658,1639
1339,2021-03-05,15:00:00,1566,1541
1340,2021-03-05,16:00:00,1409,1391
1341,2021-03-05,17:00:00,1429,1420
1342,2021-03-05,18:00:00,1220,1213
1343,2021-03-05,19:00:00,1500,1492
1344,2021-03-05,20:00:00,717,712
1345,2021-03-05,21:00:00,85,80
1346,2021-03-05,22:00:00,38,37
1347,2021-03-05,23:00:00,17,17
1348,2021-03-06,00:00:00,2,2
1349,2021-03-06,04:00:00,2,2
1350,2021-03-06,06:00:00,41,39
1351,2021-03-06,07:00:00,600,597
1352,2021-03-06,08:00:00,761,755
1353,2021-03-06,09:00:00,684,676
1354,2021-03-06,10:00:00,702,691
1355,2021-03-06,11:00:00,930,920
1356,2021-03-06,12:00:00,1304,1288
1357,2021-03-06,13:00:00,1505,1489
1358,2021-03-06,14:00:00,1537,1516
1359,2021-03-06,15:00:00,1364,1347
1360,2021-03-06,16:00:00,1296,1282
1361,2021-03-06,17:00:00,1304,1285
1362,2021-03-06,18:00:00,938,926
1363,2021-03-06,19:00:00,889,875
1364,2021-03-06,20:00:00,445,440
1365,2021-03-06,21:00:00,48,48
1366,2021-03-06,22:00:00,17,17
1367,2021-03-06,23:00:00,16,15
1368,2021-03-07,00:00:00,2,2
1369,2021-03-07,05:00:00,2,2
1370,2021-03-07,06:00:00,5,5
1371,2021-03-07,07:00:00,19,19
1372,2021-03-07,08:00:00,38,38
1373,2021-03-07,09:00:00,62,62
1374,2021-03-07,10:00:00,137,136
1375,2021-03-07,11:00:00,249,244
1376,2021-03-07,12:00:00,413,407
1377,2021-03-07,13:00:00,514,508
1378,2021-03-07,14:00:00,698,686
1379,2021-03-07,15:00:00,702,694
1380,2021-03-07,16:00:00,587,580
1381,2021-03-07,17:00:00,239,239
1382,2021-03-07,18:00:00,90,87
1383,2021-03-07,19:00:00,69,69
1384,2021-03-07,20:00:00,62,62
1385,2021-03-07,21:00:00,63,63
1386,2021-03-07,22:00:00,83,83
1387,2021-03-07,23:00:00,61,61
1388,2021-03-08,00:00:00,22,21
1389,2021-03-08,01:00:00,1,1
1390,2021-03-08,03:00:00,1,1
1391,2021-03-08,05:00:00,3,3
