_id,tarih,saat,bakiye_yukleme_adedi,bakiye_yuklenen_kart_adedi
213,2021-01-11T00:00:00,15,1349,1338
214,2021-01-11T00:00:00,16,1281,1268
215,2021-01-11T00:00:00,17,1295,1285
216,2021-01-11T00:00:00,18,1602,1581
217,2021-01-11T00:00:00,19,1445,1432
218,2021-01-11T00:00:00,20,479,473
219,2021-01-11T00:00:00,21,40,39
220,2021-01-11T00:00:00,22,28,25
221,2021-01-11T00:00:00,23,16,16
222,2021-01-12T00:00:00,0,3,3
223,2021-01-12T00:00:00,1,1,1
224,2021-01-12T00:00:00,2,1,1
225,2021-01-12T00:00:00,3,1,1
226,2021-01-12T00:00:00,5,1,1
227,2021-01-12T00:00:00,6,84,84
228,2021-01-12T00:00:00,7,689,684
229,2021-01-12T00:00:00,8,937,929
230,2021-01-12T00:00:00,9,864,859
231,2021-01-12T00:00:00,10,897,894
232,2021-01-12T00:00:00,11,987,969
233,2021-01-12T00:00:00,12,1192,1181
234,2021-01-12T00:00:00,13,1282,1269
235,2021-01-12T00:00:00,14,1211,1186
236,2021-01-12T00:00:00,15,1100,1078
237,2021-01-12T00:00:00,16,1031,1023
238,2021-01-12T00:00:00,17,1153,1138
239,2021-01-12T00:00:00,18,1362,1349
240,2021-01-12T00:00:00,19,1203,1191
241,2021-01-12T00:00:00,20,371,366
242,2021-01-12T00:00:00,21,27,27
243,2021-01-12T00:00:00,22,19,19
244,2021-01-12T00:00:00,23,11,11
245,2021-01-13T00:00:00,0,5,5
246,2021-01-13T00:00:00,2,1,1
247,2021-01-13T00:00:00,6,57,57
248,2021-01-13T00:00:00,7,637,634
249,2021-01-13T00:00:00,8,891,881
250,2021-01-13T00:00:00,9,742,738
251,2021-01-13T00:00:00,10,773,763
252,2021-01-13T00:00:00,11,783,768
253,2021-01-13T00:00:00,12,1046,1034
254,2021-01-13T00:00:00,13,810,801
255,2021-01-13T00:00:00,14,725,717
256,2021-01-13T00:00:00,15,773,767
257,2021-01-13T00:00:00,16,756,749
258,2021-01-13T00:00:00,17,817,808
259,2021-01-13T00:00:00,18,1314,1291
260,2021-01-13T00:00:00,19,1096,1077
261,2021-01-13T00:00:00,20,358,355
262,2021-01-13T00:00:00,21,43,43
263,2021-01-13T00:00:00,22,23,19
264,2021-01-13T00:00:00,23,17,17
265,2021-01-14T00:00:00,0,3,3
266,2021-01-14T00:00:00,1,1,1
267,2021-01-14T00:00:00,4,1,1
268,2021-01-14T00:00:00,5,1,1
269,2021-01-14T00:00:00,6,50,50
270,2021-01-14T00:00:00,7,626,620
271,2021-01-14T00:00:00,8,863,849
272,2021-01-14T00:00:00,9,721,715
273,2021-01-14T00:00:00,10,755,745
274,2021-01-14T00:00:00,11,905,894
275,2021-01-14T00:00:00,12,1071,1057
276,2021-01-14T00:00:00,13,1211,1197
277,2021-01-14T00:00:00,14,1178,1163
278,2021-01-14T00:00:00,15,1073,1062
279,2021-01-14T00:00:00,16,1065,1057
280,2021-01-14T00:00:00,17,906,898
281,2021-01-14T00:00:00,18,1291,1278
282,2021-01-14T00:00:00,19,1120,1103
283,2021-01-14T00:00:00,20,399,394
284,2021-01-14T00:00:00,21,31,31
285,2021-01-14T00:00:00,22,26,23
286,2021-01-14T00:00:00,23,8,8
287,2021-01-15T00:00:00,0,1,1
288,2021-01-15T00:00:00,5,1,1
289,2021-01-15T00:00:00,6,68,68
290,2021-01-15T00:00:00,7,612,609
291,2021-01-15T00:00:00,8,857,847
292,2021-01-15T00:00:00,9,798,785
293,2021-01-15T00:00:00,10,799,789
294,2021-01-15T00:00:00,11,922,911
295,2021-01-15T00:00:00,12,1163,1149
296,2021-01-15T00:00:00,13,1083,1071
297,2021-01-15T00:00:00,14,1387,1373
298,2021-01-15T00:00:00,15,1201,1191
299,2021-01-15T00:00:00,16,1136,1125
300,2021-01-15T00:00:00,17,1185,1169
301,2021-01-15T00:00:00,18,1352,1335
302,2021-01-15T00:00:00,19,1304,1286
303,2021-01-15T00:00:00,20,454,448
304,2021-01-15T00:00:00,21,43,41
305,2021-01-15T00:00:00,22,15,11
306,2021-01-15T00:00:00,23,9,9
307,2021-01-16T00:00:00,0,2,2
308,2021-01-16T00:00:00,1,1,1
309,2021-01-16T00:00:00,2,1,1
310,2021-01-16T00:00:00,5,1,1
311,2021-01-16T00:00:00,6,9,9
312,2021-01-16T00:00:00,7,35,30
313,2021-01-16T00:00:00,8,32,30
314,2021-01-16T00:00:00,9,26,26
315,2021-01-16T00:00:00,10,51,51
316,2021-01-16T00:00:00,11,88,87
317,2021-01-16T00:00:00,12,144,143
318,2021-01-16T00:00:00,13,214,207
319,2021-01-16T00:00:00,14,205,204
320,2021-01-16T00:00:00,15,197,194
321,2021-01-16T00:00:00,16,253,249
322,2021-01-16T00:00:00,17,102,101
323,2021-01-16T00:00:00,18,52,49
324,2021-01-16T00:00:00,19,25,22
325,2021-01-16T00:00:00,20,7,6
326,2021-01-16T00:00:00,21,4,4
327,2021-01-16T00:00:00,22,4,3
328,2021-01-16T00:00:00,23,5,5
329,2021-01-17T00:00:00,3,1,1
330,2021-01-17T00:00:00,4,1,1
331,2021-01-17T00:00:00,6,1,1
332,2021-01-17T00:00:00,7,9,8
333,2021-01-17T00:00:00,8,20,17
334,2021-01-17T00:00:00,9,15,15
335,2021-01-17T00:00:00,10,63,62
336,2021-01-17T00:00:00,11,118,117
337,2021-01-17T00:00:00,12,172,172
338,2021-01-17T00:00:00,13,238,235
339,2021-01-17T00:00:00,14,304,301
340,2021-01-17T00:00:00,15,328,321
341,2021-01-17T00:00:00,16,259,259
342,2021-01-17T00:00:00,17,62,62
343,2021-01-17T00:00:00,18,35,34
344,2021-01-17T00:00:00,19,20,20
345,2021-01-17T00:00:00,20,9,9
346,2021-01-17T00:00:00,21,16,16
347,2021-01-17T00:00:00,22,21,20
348,2021-01-17T00:00:00,23,30,29
349,2021-01-18T00:00:00,0,3,3
350,2021-01-18T00:00:00,2,1,1
351,2021-01-18T00:00:00,3,1,1
352,2021-01-18T00:00:00,4,2,2
353,2021-01-18T00:00:00,6,105,105
354,2021-01-18T00:00:00,7,1154,1141
355,2021-01-18T00:00:00,8,1198,1187
356,2021-01-18T00:00:00,9,1079,1069
357,2021-01-18T00:00:00,10,1069,1057
358,2021-01-18T00:00:00,11,1231,1217
359,2021-01-18T00:00:00,12,1412,1401
360,2021-01-18T00:00:00,13,1474,1466
361,2021-01-18T00:00:00,14,1328,1316
362,2021-01-18T00:00:00,15,1251,1236
363,2021-01-18T00:00:00,16,1048,1033
364,2021-01-18T00:00:00,17,1202,1190
365,2021-01-18T00:00:00,18,1610,1598
366,2021-01-18T00:00:00,19,1443,1410
367,2021-01-18T00:00:00,20,533,514
368,2021-01-18T00:00:00,21,55,48
369,2021-01-18T00:00:00,22,25,21
370,2021-01-18T00:00:00,23,17,14
371,2021-01-19T00:00:00,0,1,1
372,2021-01-19T00:00:00,1,1,1
373,2021-01-19T00:00:00,3,1,1
374,2021-01-19T00:00:00,5,1,1
375,2021-01-19T00:00:00,6,62,62
376,2021-01-19T00:00:00,7,678,676
377,2021-01-19T00:00:00,8,976,969
378,2021-01-19T00:00:00,9,838,834
379,2021-01-19T00:00:00,10,793,786
380,2021-01-19T00:00:00,11,932,918
381,2021-01-19T00:00:00,12,1252,1241
382,2021-01-19T00:00:00,13,1256,1241
383,2021-01-19T00:00:00,14,1223,1215
384,2021-01-19T00:00:00,15,1170,1155
385,2021-01-19T00:00:00,16,1061,1045
386,2021-01-19T00:00:00,17,1096,1083
387,2021-01-19T00:00:00,18,1353,1340
388,2021-01-19T00:00:00,19,1213,1203
389,2021-01-19T00:00:00,20,435,429
390,2021-01-19T00:00:00,21,47,46
391,2021-01-19T00:00:00,22,26,26
392,2021-01-19T00:00:00,23,16,16
393,2021-01-20T00:00:00,0,7,7
394,2021-01-20T00:00:00,1,1,1
395,2021-01-20T00:00:00,4,2,2
396,2021-01-20T00:00:00,5,2,2
397,2021-01-20T00:00:00,6,68,67
398,2021-01-20T00:00:00,7,651,649
399,2021-01-20T00:00:00,8,876,863
400,2021-01-20T00:00:00,9,769,763
401,2021-01-20T00:00:00,10,785,780
402,2021-01-20T00:00:00,11,865,857
403,2021-01-20T00:00:00,12,1105,1092
404,2021-01-20T00:00:00,13,1204,1191
405,2021-01-20T00:00:00,14,1097,1081
406,2021-01-20T00:00:00,15,1124,1113
407,2021-01-20T00:00:00,16,1062,1046
408,2021-01-20T00:00:00,17,1127,1108
409,2021-01-20T00:00:00,18,1444,1429
410,2021-01-20T00:00:00,19,1224,1210
411,2021-01-20T00:00:00,20,398,395
412,2021-01-20T00:00:00,21,49,46
413,2021-01-20T00:00:00,22,25,25
414,2021-01-20T00:00:00,23,10,10
415,2021-01-21T00:00:00,0,1,1
416,2021-01-21T00:00:00,1,3,3
417,2021-01-21T00:00:00,3,1,1
418,2021-01-21T00:00:00,5,1,1
419,2021-01-21T00:00:00,6,69,69
420,2021-01-21T00:00:00,7,573,570
421,2021-01-21T00:00:00,8,835,827
422,2021-01-21T00:00:00,9,713,707
423,2021-01-21T00:00:00,10,749,738
424,2021-01-21T00:00:00,11,902,892
425,2021-01-21T00:00:00,12,1167,1156
426,2021-01-21T00:00:00,13,1254,1240
427,2021-01-21T00:00:00,14,1172,1153
428,2021-01-21T00:00:00,15,1073,1063
429,2021-01-21T00:00:00,16,1054,1039
430,2021-01-21T00:00:00,17,984,979
431,2021-01-21T00:00:00,18,1306,1293
432,2021-01-21T00:00:00,19,1205,1196
433,2021-01-21T00:00:00,20,413,407
434,2021-01-21T00:00:00,21,40,39
435,2021-01-21T00:00:00,22,20,18
436,2021-01-21T00:00:00,23,15,15
437,2021-01-22T00:00:00,0,4,4
438,2021-01-22T00:00:00,2,1,1
439,2021-01-22T00:00:00,3,1,1
440,2021-01-22T00:00:00,5,1,1
441,2021-01-22T00:00:00,6,58,58
442,2021-01-22T00:00:00,7,653,645
443,2021-01-22T00:00:00,8,876,865
444,2021-01-22T00:00:00,9,783,775
445,2021-01-22T00:00:00,10,860,852
446,2021-01-22T00:00:00,11,987,972
447,2021-01-22T00:00:00,12,1146,1137
448,2021-01-22T00:00:00,13,1028,1013
449,2021-01-22T00:00:00,14,1418,1399
450,2021-01-22T00:00:00,15,1236,1217
451,2021-01-22T00:00:00,16,1206,1184
452,2021-01-22T00:00:00,17,1176,1164
453,2021-01-22T00:00:00,18,1419,1406
454,2021-01-22T00:00:00,19,1207,1186
455,2021-01-22T00:00:00,20,485,476
456,2021-01-22T00:00:00,21,50,50
457,2021-01-22T00:00:00,22,10,10
458,2021-01-22T00:00:00,23,10,10
459,2021-01-23T00:00:00,0,2,2
460,2021-01-23T00:00:00,6,10,10
461,2021-01-23T00:00:00,7,32,31
462,2021-01-23T00:00:00,8,34,32
463,2021-01-23T00:00:00,9,41,41
464,2021-01-23T00:00:00,10,64,62
465,2021-01-23T00:00:00,11,75,73
466,2021-01-23T00:00:00,12,126,126
467,2021-01-23T00:00:00,13,194,192
468,2021-01-23T00:00:00,14,245,233
469,2021-01-23T00:00:00,15,228,225
470,2021-01-23T00:00:00,16,258,251
471,2021-01-23T00:00:00,17,103,102
472,2021-01-23T00:00:00,18,61,57
473,2021-01-23T00:00:00,19,17,15
474,2021-01-23T00:00:00,20,13,13
475,2021-01-23T00:00:00,21,10,10
476,2021-01-23T00:00:00,22,6,6
477,2021-01-23T00:00:00,23,4,4
478,2021-01-24T00:00:00,0,1,1
479,2021-01-24T00:00:00,1,1,1
480,2021-01-24T00:00:00,6,1,1
481,2021-01-24T00:00:00,7,14,14
482,2021-01-24T00:00:00,8,18,18
483,2021-01-24T00:00:00,9,23,20
484,2021-01-24T00:00:00,10,74,74
485,2021-01-24T00:00:00,11,102,100
486,2021-01-24T00:00:00,12,171,167
487,2021-01-24T00:00:00,13,258,254
488,2021-01-24T00:00:00,14,279,276
489,2021-01-24T00:00:00,15,353,349
490,2021-01-24T00:00:00,16,336,333
491,2021-01-24T00:00:00,17,90,89
492,2021-01-24T00:00:00,18,33,29
493,2021-01-24T00:00:00,19,19,19
494,2021-01-24T00:00:00,20,15,15
495,2021-01-24T00:00:00,21,20,18
496,2021-01-24T00:00:00,22,23,23
497,2021-01-24T00:00:00,23,23,23
498,2021-01-25T00:00:00,0,5,5
499,2021-01-25T00:00:00,1,2,2
500,2021-01-25T00:00:00,3,2,2
501,2021-01-25T00:00:00,4,1,1
502,2021-01-25T00:00:00,5,3,3
503,2021-01-25T00:00:00,6,116,116
504,2021-01-25T00:00:00,7,1268,1261
505,2021-01-25T00:00:00,8,1412,1408
506,2021-01-25T00:00:00,9,1214,1200
507,2021-01-25T00:00:00,10,1178,1171
508,2021-01-25T00:00:00,11,1377,1366
509,2021-01-25T00:00:00,12,1814,1794
510,2021-01-25T00:00:00,13,1663,1645
511,2021-01-25T00:00:00,14,1594,1576
512,2021-01-25T00:00:00,15,1520,1503
513,2021-01-25T00:00:00,16,1422,1404
514,2021-01-25T00:00:00,17,1319,1303
515,2021-01-25T00:00:00,18,1688,1679
516,2021-01-25T00:00:00,19,1412,1399
517,2021-01-25T00:00:00,20,535,526
518,2021-01-25T00:00:00,21,55,55
519,2021-01-25T00:00:00,22,16,15
520,2021-01-25T00:00:00,23,21,21
521,2021-01-26T00:00:00,0,2,2
522,2021-01-26T00:00:00,1,1,1
523,2021-01-26T00:00:00,4,1,1
524,2021-01-26T00:00:00,5,1,1
525,2021-01-26T00:00:00,6,64,64
526,2021-01-26T00:00:00,7,739,733
527,2021-01-26T00:00:00,8,1002,993
528,2021-01-26T00:00:00,9,921,911
529,2021-01-26T00:00:00,10,976,969
530,2021-01-26T00:00:00,11,1101,1091
531,2021-01-26T00:00:00,12,1412,1401
532,2021-01-26T00:00:00,13,1438,1428
533,2021-01-26T00:00:00,14,1337,1323
534,2021-01-26T00:00:00,15,1168,1146
535,2021-01-26T00:00:00,16,1247,1234
536,2021-01-26T00:00:00,17,1165,1145
537,2021-01-26T00:00:00,18,1330,1309
538,2021-01-26T00:00:00,19,1235,1218
539,2021-01-26T00:00:00,20,454,447
540,2021-01-26T00:00:00,21,38,38
541,2021-01-26T00:00:00,22,28,28
542,2021-01-26T00:00:00,23,20,20
543,2021-01-27T00:00:00,0,9,9
544,2021-01-27T00:00:00,2,2,2
545,2021-01-27T00:00:00,3,3,3
546,2021-01-27T00:00:00,6,57,57
547,2021-01-27T00:00:00,7,721,710
548,2021-01-27T00:00:00,8,921,913
549,2021-01-27T00:00:00,9,871,864
550,2021-01-27T00:00:00,10,880,872
551,2021-01-27T00:00:00,11,1073,1054
552,2021-01-27T00:00:00,12,1343,1323
553,2021-01-27T00:00:00,13,1319,1304
554,2021-01-27T00:00:00,14,1115,1096
555,2021-01-27T00:00:00,15,1173,1158
556,2021-01-27T00:00:00,16,1095,1078
557,2021-01-27T00:00:00,17,1011,1001
558,2021-01-27T00:00:00,18,1175,1166
559,2021-01-27T00:00:00,19,975,965
560,2021-01-27T00:00:00,20,365,361
561,2021-01-27T00:00:00,21,52,51
562,2021-01-27T00:00:00,22,25,25
563,2021-01-27T00:00:00,23,17,16
564,2021-01-28T00:00:00,0,2,2
565,2021-01-28T00:00:00,2,1,1
566,2021-01-28T00:00:00,3,1,1
567,2021-01-28T00:00:00,5,3,3
568,2021-01-28T00:00:00,6,65,65
569,2021-01-28T00:00:00,7,695,687
570,2021-01-28T00:00:00,8,862,859
571,2021-01-28T00:00:00,9,817,811
572,2021-01-28T00:00:00,10,869,857
573,2021-01-28T00:00:00,11,1029,1022
574,2021-01-28T00:00:00,12,1370,1353
575,2021-01-28T00:00:00,13,1368,1349
576,2021-01-28T00:00:00,14,1217,1206
577,2021-01-28T00:00:00,15,1165,1151
578,2021-01-28T00:00:00,16,1194,1172
579,2021-01-28T00:00:00,17,1020,1013
580,2021-01-28T00:00:00,18,1371,1358
581,2021-01-28T00:00:00,19,1297,1279
582,2021-01-28T00:00:00,20,463,455
583,2021-01-28T00:00:00,21,54,51
584,2021-01-28T00:00:00,22,9,9
585,2021-01-28T00:00:00,23,10,10
586,2021-01-29T00:00:00,0,7,7
587,2021-01-29T00:00:00,1,2,2
588,2021-01-29T00:00:00,3,1,1
589,2021-01-29T00:00:00,5,4,2
590,2021-01-29T00:00:00,6,62,62
591,2021-01-29T00:00:00,7,678,673
592,2021-01-29T00:00:00,8,909,906
593,2021-01-29T00:00:00,9,862,852
594,2021-01-29T00:00:00,10,902,888
595,2021-01-29T00:00:00,11,1034,1024
596,2021-01-29T00:00:00,12,1316,1306
597,2021-01-29T00:00:00,13,1058,1047
598,2021-01-29T00:00:00,14,1440,1425
599,2021-01-29T00:00:00,15,1254,1237
600,2021-01-29T00:00:00,16,1193,1183
601,2021-01-29T00:00:00,17,1191,1176
602,2021-01-29T00:00:00,18,1469,1455
603,2021-01-29T00:00:00,19,1337,1327
604,2021-01-29T00:00:00,20,527,523
605,2021-01-29T00:00:00,21,46,45
606,2021-01-29T00:00:00,22,27,27
607,2021-01-29T00:00:00,23,10,8
608,2021-01-30T00:00:00,0,7,7
609,2021-01-30T00:00:00,3,1,1
610,2021-01-30T00:00:00,5,2,2
611,2021-01-30T00:00:00,6,5,5
612,2021-01-30T00:00:00,7,35,31
613,2021-01-30T00:00:00,8,40,40
614,2021-01-30T00:00:00,9,25,25
615,2021-01-30T00:00:00,10,82,80
616,2021-01-30T00:00:00,11,85,85
617,2021-01-30T00:00:00,12,122,121
618,2021-01-30T00:00:00,13,217,213
619,2021-01-30T00:00:00,14,257,253
620,2021-01-30T00:00:00,15,217,205
621,2021-01-30T00:00:00,16,219,219
622,2021-01-30T00:00:00,17,106,105
623,2021-01-30T00:00:00,18,48,47
624,2021-01-30T00:00:00,19,15,14
625,2021-01-30T00:00:00,20,9,9
626,2021-01-30T00:00:00,21,11,11
627,2021-01-30T00:00:00,22,5,5
628,2021-01-30T00:00:00,23,8,8
629,2021-01-31T00:00:00,1,4,4
630,2021-01-31T00:00:00,6,2,2
631,2021-01-31T00:00:00,7,13,13
632,2021-01-31T00:00:00,8,10,10
633,2021-01-31T00:00:00,9,22,22
634,2021-01-31T00:00:00,10,65,65
635,2021-01-31T00:00:00,11,132,131
636,2021-01-31T00:00:00,12,207,204
637,2021-01-31T00:00:00,13,290,285
638,2021-01-31T00:00:00,14,352,347
639,2021-01-31T00:00:00,15,372,367
640,2021-01-31T00:00:00,16,340,335
641,2021-01-31T00:00:00,17,103,101
642,2021-01-31T00:00:00,18,53,50
643,2021-01-31T00:00:00,19,26,26
644,2021-01-31T00:00:00,20,19,19
645,2021-01-31T00:00:00,21,19,18
