_id,tarih,saat,bakiye_yukleme_adedi,bakiye_yuklenen_kart_adedi
2138,2020-04-03T00:00:00,19,576,568
2139,2020-04-03T00:00:00,20,324,319
2140,2020-04-03T00:00:00,21,144,143
2141,2020-04-03T00:00:00,22,63,62
2142,2020-04-03T00:00:00,23,29,29
2143,2020-04-04T00:00:00,0,1,1
2144,2020-04-04T00:00:00,6,23,23
2145,2020-04-04T00:00:00,7,379,377
2146,2020-04-04T00:00:00,8,289,287
2147,2020-04-04T00:00:00,9,213,212
2148,2020-04-04T00:00:00,10,204,202
2149,2020-04-04T00:00:00,11,262,258
2150,2020-04-04T00:00:00,12,323,318
2151,2020-04-04T00:00:00,13,397,392
2152,2020-04-04T00:00:00,14,413,408
2153,2020-04-04T00:00:00,15,438,432
2154,2020-04-04T00:00:00,16,451,446
2155,2020-04-04T00:00:00,17,420,416
2156,2020-04-04T00:00:00,18,459,456
2157,2020-04-04T00:00:00,19,390,385
2158,2020-04-04T00:00:00,20,183,182
2159,2020-04-04T00:00:00,21,77,77
2160,2020-04-04T00:00:00,22,37,36
2161,2020-04-04T00:00:00,23,15,15
2162,2020-04-05T00:00:00,6,4,4
2163,2020-04-05T00:00:00,7,26,25
2164,2020-04-05T00:00:00,8,49,49
2165,2020-04-05T00:00:00,9,74,74
2166,2020-04-05T00:00:00,10,124,121
2167,2020-04-05T00:00:00,11,210,207
2168,2020-04-05T00:00:00,12,257,253
2169,2020-04-05T00:00:00,13,310,305
2170,2020-04-05T00:00:00,14,336,333
2171,2020-04-05T00:00:00,15,284,283
2172,2020-04-05T00:00:00,16,291,287
2173,2020-04-05T00:00:00,17,291,290
2174,2020-04-05T00:00:00,18,321,315
2175,2020-04-05T00:00:00,19,309,304
2176,2020-04-05T00:00:00,20,246,241
2177,2020-04-05T00:00:00,21,112,109
2178,2020-04-05T00:00:00,22,55,55
2179,2020-04-05T00:00:00,23,25,25
2180,2020-04-06T00:00:00,0,10,10
2181,2020-04-06T00:00:00,2,1,1
2182,2020-04-06T00:00:00,6,68,67
2183,2020-04-06T00:00:00,7,609,602
2184,2020-04-06T00:00:00,8,450,444
2185,2020-04-06T00:00:00,9,403,403
2186,2020-04-06T00:00:00,10,379,372
2187,2020-04-06T00:00:00,11,451,447
2188,2020-04-06T00:00:00,12,508,502
2189,2020-04-06T00:00:00,13,478,473
2190,2020-04-06T00:00:00,14,516,511
2191,2020-04-06T00:00:00,15,398,394
2192,2020-04-06T00:00:00,16,417,415
2193,2020-04-06T00:00:00,17,509,504
2194,2020-04-06T00:00:00,18,623,621
2195,2020-04-06T00:00:00,19,673,662
2196,2020-04-06T00:00:00,20,265,263
2197,2020-04-06T00:00:00,21,132,130
2198,2020-04-06T00:00:00,22,54,54
2199,2020-04-06T00:00:00,23,22,22
2200,2020-04-07T00:00:00,0,4,4
2201,2020-04-07T00:00:00,3,1,1
2202,2020-04-07T00:00:00,6,54,54
2203,2020-04-07T00:00:00,7,449,448
2204,2020-04-07T00:00:00,8,352,349
2205,2020-04-07T00:00:00,9,281,278
2206,2020-04-07T00:00:00,10,326,325
2207,2020-04-07T00:00:00,11,358,354
2208,2020-04-07T00:00:00,12,365,362
2209,2020-04-07T00:00:00,13,355,350
2210,2020-04-07T00:00:00,14,402,394
2211,2020-04-07T00:00:00,15,373,369
2212,2020-04-07T00:00:00,16,403,398
2213,2020-04-07T00:00:00,17,466,464
2214,2020-04-07T00:00:00,18,577,574
2215,2020-04-07T00:00:00,19,488,487
2216,2020-04-07T00:00:00,20,221,217
2217,2020-04-07T00:00:00,21,112,110
2218,2020-04-07T00:00:00,22,45,44
2219,2020-04-07T00:00:00,23,25,25
2220,2020-04-08T00:00:00,0,3,3
2221,2020-04-08T00:00:00,1,1,1
2222,2020-04-08T00:00:00,5,2,2
2223,2020-04-08T00:00:00,6,58,57
2224,2020-04-08T00:00:00,7,432,429
2225,2020-04-08T00:00:00,8,322,318
2226,2020-04-08T00:00:00,9,311,308
2227,2020-04-08T00:00:00,10,328,323
2228,2020-04-08T00:00:00,11,367,365
2229,2020-04-08T00:00:00,12,406,401
2230,2020-04-08T00:00:00,13,418,413
2231,2020-04-08T00:00:00,14,410,409
2232,2020-04-08T00:00:00,15,377,374
2233,2020-04-08T00:00:00,16,385,383
2234,2020-04-08T00:00:00,17,490,482
2235,2020-04-08T00:00:00,18,587,578
2236,2020-04-08T00:00:00,19,492,486
2237,2020-04-08T00:00:00,20,201,198
2238,2020-04-08T00:00:00,21,97,96
2239,2020-04-08T00:00:00,22,55,54
2240,2020-04-08T00:00:00,23,24,24
2241,2020-04-09T00:00:00,2,1,1
2242,2020-04-09T00:00:00,6,36,36
2243,2020-04-09T00:00:00,7,383,381
2244,2020-04-09T00:00:00,8,345,344
2245,2020-04-09T00:00:00,9,259,255
2246,2020-04-09T00:00:00,10,244,238
2247,2020-04-09T00:00:00,11,306,301
2248,2020-04-09T00:00:00,12,409,405
2249,2020-04-09T00:00:00,13,407,400
2250,2020-04-09T00:00:00,14,410,405
2251,2020-04-09T00:00:00,15,400,397
2252,2020-04-09T00:00:00,16,430,423
2253,2020-04-09T00:00:00,17,435,432
2254,2020-04-09T00:00:00,18,509,508
2255,2020-04-09T00:00:00,19,517,514
2256,2020-04-09T00:00:00,20,243,240
2257,2020-04-09T00:00:00,21,134,133
2258,2020-04-09T00:00:00,22,59,59
2259,2020-04-09T00:00:00,23,18,18
2260,2020-04-10T00:00:00,0,5,5
2261,2020-04-10T00:00:00,6,34,34
2262,2020-04-10T00:00:00,7,407,399
2263,2020-04-10T00:00:00,8,381,377
2264,2020-04-10T00:00:00,9,327,319
2265,2020-04-10T00:00:00,10,310,307
2266,2020-04-10T00:00:00,11,356,354
2267,2020-04-10T00:00:00,12,398,393
2268,2020-04-10T00:00:00,13,433,427
2269,2020-04-10T00:00:00,14,466,462
2270,2020-04-10T00:00:00,15,438,432
2271,2020-04-10T00:00:00,16,421,413
2272,2020-04-10T00:00:00,17,424,418
2273,2020-04-10T00:00:00,18,468,463
2274,2020-04-10T00:00:00,19,530,526
2275,2020-04-10T00:00:00,20,252,252
2276,2020-04-10T00:00:00,21,116,115
2277,2020-04-10T00:00:00,22,53,52
2278,2020-04-10T00:00:00,23,21,21
2279,2020-04-11T00:00:00,0,1,1
2280,2020-04-11T00:00:00,8,1,1
2281,2020-04-11T00:00:00,16,4,4
2282,2020-04-11T00:00:00,17,1,1
2283,2020-04-12T00:00:00,8,1,1
2284,2020-04-12T00:00:00,20,1,1
2285,2020-04-12T00:00:00,21,3,3
2286,2020-04-12T00:00:00,23,2,2
2287,2020-04-13T00:00:00,0,7,7
2288,2020-04-13T00:00:00,1,1,1
2289,2020-04-13T00:00:00,4,1,1
2290,2020-04-13T00:00:00,6,95,94
2291,2020-04-13T00:00:00,7,760,753
2292,2020-04-13T00:00:00,8,461,456
2293,2020-04-13T00:00:00,9,415,413
2294,2020-04-13T00:00:00,10,473,466
2295,2020-04-13T00:00:00,11,503,496
2296,2020-04-13T00:00:00,12,532,527
2297,2020-04-13T00:00:00,13,587,580
2298,2020-04-13T00:00:00,14,564,559
2299,2020-04-13T00:00:00,15,514,506
2300,2020-04-13T00:00:00,16,471,465
2301,2020-04-13T00:00:00,17,572,565
2302,2020-04-13T00:00:00,18,715,705
2303,2020-04-13T00:00:00,19,779,772
2304,2020-04-13T00:00:00,20,370,366
2305,2020-04-13T00:00:00,21,166,166
2306,2020-04-13T00:00:00,22,56,56
2307,2020-04-13T00:00:00,23,24,24
2308,2020-04-14T00:00:00,0,6,6
2309,2020-04-14T00:00:00,1,1,1
2310,2020-04-14T00:00:00,2,1,1
2311,2020-04-14T00:00:00,3,1,1
2312,2020-04-14T00:00:00,6,57,56
2313,2020-04-14T00:00:00,7,558,550
2314,2020-04-14T00:00:00,8,457,455
2315,2020-04-14T00:00:00,9,384,378
2316,2020-04-14T00:00:00,10,376,371
2317,2020-04-14T00:00:00,11,418,412
2318,2020-04-14T00:00:00,12,450,445
2319,2020-04-14T00:00:00,13,435,430
2320,2020-04-14T00:00:00,14,486,482
2321,2020-04-14T00:00:00,15,447,442
2322,2020-04-14T00:00:00,16,393,386
2323,2020-04-14T00:00:00,17,467,460
2324,2020-04-14T00:00:00,18,553,545
2325,2020-04-14T00:00:00,19,600,598
2326,2020-04-14T00:00:00,20,312,310
2327,2020-04-14T00:00:00,21,140,136
2328,2020-04-14T00:00:00,22,64,64
2329,2020-04-14T00:00:00,23,24,24
2330,2020-04-15T00:00:00,0,6,6
2331,2020-04-15T00:00:00,5,3,3
2332,2020-04-15T00:00:00,6,51,51
2333,2020-04-15T00:00:00,7,497,496
2334,2020-04-15T00:00:00,8,420,418
2335,2020-04-15T00:00:00,9,340,337
2336,2020-04-15T00:00:00,10,320,319
2337,2020-04-15T00:00:00,11,366,361
2338,2020-04-15T00:00:00,12,391,386
2339,2020-04-15T00:00:00,13,425,419
2340,2020-04-15T00:00:00,14,485,478
2341,2020-04-15T00:00:00,15,418,413
2342,2020-04-15T00:00:00,16,341,338
2343,2020-04-15T00:00:00,17,433,428
2344,2020-04-15T00:00:00,18,552,547
2345,2020-04-15T00:00:00,19,585,574
2346,2020-04-15T00:00:00,20,287,284
2347,2020-04-15T00:00:00,21,131,130
2348,2020-04-15T00:00:00,22,65,65
2349,2020-04-15T00:00:00,23,22,22
2350,2020-04-16T00:00:00,0,5,5
2351,2020-04-16T00:00:00,2,2,2
2352,2020-04-16T00:00:00,6,33,33
2353,2020-04-16T00:00:00,7,477,473
2354,2020-04-16T00:00:00,8,378,374
2355,2020-04-16T00:00:00,9,317,314
2356,2020-04-16T00:00:00,10,293,290
2357,2020-04-16T00:00:00,11,327,319
2358,2020-04-16T00:00:00,12,391,385
2359,2020-04-16T00:00:00,13,449,445
2360,2020-04-16T00:00:00,14,450,443
2361,2020-04-16T00:00:00,15,398,392
2362,2020-04-16T00:00:00,16,376,374
2363,2020-04-16T00:00:00,17,435,427
2364,2020-04-16T00:00:00,18,594,590
2365,2020-04-16T00:00:00,19,586,580
2366,2020-04-16T00:00:00,20,258,254
2367,2020-04-16T00:00:00,21,142,139
2368,2020-04-16T00:00:00,22,67,66
2369,2020-04-16T00:00:00,23,24,24
2370,2020-04-17T00:00:00,0,3,3
2371,2020-04-17T00:00:00,2,1,1
2372,2020-04-17T00:00:00,5,1,1
2373,2020-04-17T00:00:00,6,66,66
2374,2020-04-17T00:00:00,7,467,465
2375,2020-04-17T00:00:00,8,397,394
2376,2020-04-17T00:00:00,9,342,335
2377,2020-04-17T00:00:00,10,371,361
2378,2020-04-17T00:00:00,11,419,414
2379,2020-04-17T00:00:00,12,453,446
2380,2020-04-17T00:00:00,13,473,468
2381,2020-04-17T00:00:00,14,530,524
2382,2020-04-17T00:00:00,15,484,477
2383,2020-04-17T00:00:00,16,486,479
2384,2020-04-17T00:00:00,17,494,485
2385,2020-04-17T00:00:00,18,517,512
2386,2020-04-17T00:00:00,19,580,574
2387,2020-04-17T00:00:00,20,329,327
2388,2020-04-17T00:00:00,21,164,161
2389,2020-04-17T00:00:00,22,31,31
2390,2020-04-17T00:00:00,23,4,4
2391,2020-04-18T00:00:00,10,1,1
2392,2020-04-18T00:00:00,13,1,1
2393,2020-04-18T00:00:00,14,1,1
2394,2020-04-18T00:00:00,19,1,1
2395,2020-04-18T00:00:00,21,1,1
2396,2020-04-19T00:00:00,11,1,1
2397,2020-04-19T00:00:00,12,1,1
2398,2020-04-19T00:00:00,13,2,2
2399,2020-04-19T00:00:00,15,1,1
2400,2020-04-19T00:00:00,18,1,1
2401,2020-04-19T00:00:00,19,1,1
2402,2020-04-19T00:00:00,20,1,1
2403,2020-04-19T00:00:00,21,2,2
2404,2020-04-19T00:00:00,22,6,6
2405,2020-04-19T00:00:00,23,5,5
2406,2020-04-20T00:00:00,0,3,3
2407,2020-04-20T00:00:00,1,2,2
2408,2020-04-20T00:00:00,5,1,1
2409,2020-04-20T00:00:00,6,102,102
2410,2020-04-20T00:00:00,7,897,890
2411,2020-04-20T00:00:00,8,631,629
2412,2020-04-20T00:00:00,9,555,550
2413,2020-04-20T00:00:00,10,540,532
2414,2020-04-20T00:00:00,11,670,665
2415,2020-04-20T00:00:00,12,637,627
2416,2020-04-20T00:00:00,13,623,619
2417,2020-04-20T00:00:00,14,640,632
2418,2020-04-20T00:00:00,15,580,576
2419,2020-04-20T00:00:00,16,555,548
2420,2020-04-20T00:00:00,17,583,576
2421,2020-04-20T00:00:00,18,809,801
2422,2020-04-20T00:00:00,19,834,821
2423,2020-04-20T00:00:00,20,402,396
2424,2020-04-20T00:00:00,21,179,178
2425,2020-04-20T00:00:00,22,86,84
2426,2020-04-20T00:00:00,23,30,30
2427,2020-04-21T00:00:00,0,6,6
2428,2020-04-21T00:00:00,6,51,50
2429,2020-04-21T00:00:00,7,552,548
2430,2020-04-21T00:00:00,8,479,475
2431,2020-04-21T00:00:00,9,446,442
2432,2020-04-21T00:00:00,10,472,469
2433,2020-04-21T00:00:00,11,517,512
2434,2020-04-21T00:00:00,12,558,553
2435,2020-04-21T00:00:00,13,551,544
2436,2020-04-21T00:00:00,14,664,659
2437,2020-04-21T00:00:00,15,512,505
2438,2020-04-21T00:00:00,16,508,502
2439,2020-04-21T00:00:00,17,516,510
2440,2020-04-21T00:00:00,18,587,584
2441,2020-04-21T00:00:00,19,614,611
2442,2020-04-21T00:00:00,20,352,348
2443,2020-04-21T00:00:00,21,187,182
2444,2020-04-21T00:00:00,22,96,95
2445,2020-04-21T00:00:00,23,30,30
2446,2020-04-22T00:00:00,0,1,1
2447,2020-04-22T00:00:00,1,2,2
2448,2020-04-22T00:00:00,2,2,2
2449,2020-04-22T00:00:00,6,40,40
2450,2020-04-22T00:00:00,7,501,495
2451,2020-04-22T00:00:00,8,449,447
2452,2020-04-22T00:00:00,9,445,443
2453,2020-04-22T00:00:00,10,527,518
2454,2020-04-22T00:00:00,11,515,511
2455,2020-04-22T00:00:00,12,587,579
2456,2020-04-22T00:00:00,13,612,607
2457,2020-04-22T00:00:00,14,610,606
2458,2020-04-22T00:00:00,15,547,543
2459,2020-04-22T00:00:00,16,510,506
2460,2020-04-22T00:00:00,17,506,501
2461,2020-04-22T00:00:00,18,542,535
2462,2020-04-22T00:00:00,19,555,551
2463,2020-04-22T00:00:00,20,277,273
2464,2020-04-22T00:00:00,21,170,168
2465,2020-04-22T00:00:00,22,75,74
2466,2020-04-22T00:00:00,23,16,15
2467,2020-04-23T00:00:00,9,6,6
2468,2020-04-23T00:00:00,10,8,7
2469,2020-04-23T00:00:00,11,5,5
2470,2020-04-23T00:00:00,12,16,16
2471,2020-04-23T00:00:00,13,12,12
2472,2020-04-23T00:00:00,14,2,2
2473,2020-04-23T00:00:00,16,2,2
2474,2020-04-23T00:00:00,20,1,1
2475,2020-04-24T00:00:00,9,5,5
2476,2020-04-24T00:00:00,10,10,10
2477,2020-04-24T00:00:00,11,15,14
2478,2020-04-24T00:00:00,12,33,32
2479,2020-04-24T00:00:00,13,13,13
2480,2020-04-24T00:00:00,16,1,1
2481,2020-04-25T00:00:00,12,1,1
2482,2020-04-25T00:00:00,14,1,1
2483,2020-04-26T00:00:00,12,1,1
2484,2020-04-26T00:00:00,14,1,1
2485,2020-04-26T00:00:00,15,1,1
2486,2020-04-26T00:00:00,16,1,1
2487,2020-04-26T00:00:00,18,1,1
2488,2020-04-26T00:00:00,19,1,1
2489,2020-04-26T00:00:00,20,2,2
2490,2020-04-26T00:00:00,21,7,7
2491,2020-04-26T00:00:00,22,7,7
2492,2020-04-26T00:00:00,23,4,4
2493,2020-04-27T00:00:00,0,3,3
2494,2020-04-27T00:00:00,1,2,2
2495,2020-04-27T00:00:00,3,1,1
2496,2020-04-27T00:00:00,4,2,2
2497,2020-04-27T00:00:00,6,53,53
2498,2020-04-27T00:00:00,7,630,625
2499,2020-04-27T00:00:00,8,582,575
2500,2020-04-27T00:00:00,9,584,575
2501,2020-04-27T00:00:00,10,641,636
2502,2020-04-27T00:00:00,11,689,683
2503,2020-04-27T00:00:00,12,721,715
2504,2020-04-27T00:00:00,13,802,795
2505,2020-04-27T00:00:00,14,774,769
2506,2020-04-27T00:00:00,15,784,765
2507,2020-04-27T00:00:00,16,785,776
2508,2020-04-27T00:00:00,17,842,831
2509,2020-04-27T00:00:00,18,812,801
2510,2020-04-27T00:00:00,19,289,285
2511,2020-04-27T00:00:00,20,166,164
2512,2020-04-27T00:00:00,21,166,165
2513,2020-04-27T00:00:00,22,122,121
2514,2020-04-27T00:00:00,23,47,47
2515,2020-04-28T00:00:00,0,8,8
2516,2020-04-28T00:00:00,1,1,1
2517,2020-04-28T00:00:00,3,2,2
2518,2020-04-28T00:00:00,4,2,2
2519,2020-04-28T00:00:00,5,1,1
2520,2020-04-28T00:00:00,6,32,32
2521,2020-04-28T00:00:00,7,413,411
2522,2020-04-28T00:00:00,8,421,420
2523,2020-04-28T00:00:00,9,470,468
2524,2020-04-28T00:00:00,10,459,455
2525,2020-04-28T00:00:00,11,491,487
2526,2020-04-28T00:00:00,12,538,532
2527,2020-04-28T00:00:00,13,529,523
2528,2020-04-28T00:00:00,14,632,627
2529,2020-04-28T00:00:00,15,544,539
2530,2020-04-28T00:00:00,16,522,515
2531,2020-04-28T00:00:00,17,728,719
2532,2020-04-28T00:00:00,18,695,688
2533,2020-04-28T00:00:00,19,225,224
2534,2020-04-28T00:00:00,20,142,140
2535,2020-04-28T00:00:00,21,148,148
2536,2020-04-28T00:00:00,22,94,91
2537,2020-04-28T00:00:00,23,37,37
2538,2020-04-29T00:00:00,0,13,13
2539,2020-04-29T00:00:00,1,1,1
2540,2020-04-29T00:00:00,2,1,1
2541,2020-04-29T00:00:00,4,1,1
2542,2020-04-29T00:00:00,5,2,2
2543,2020-04-29T00:00:00,6,37,37
2544,2020-04-29T00:00:00,7,369,368
2545,2020-04-29T00:00:00,8,378,377
2546,2020-04-29T00:00:00,9,401,399
2547,2020-04-29T00:00:00,10,416,414
2548,2020-04-29T00:00:00,11,445,439
2549,2020-04-29T00:00:00,12,455,451
2550,2020-04-29T00:00:00,13,532,524
2551,2020-04-29T00:00:00,14,577,568
2552,2020-04-29T00:00:00,15,504,501
2553,2020-04-29T00:00:00,16,498,489
2554,2020-04-29T00:00:00,17,658,648
2555,2020-04-29T00:00:00,18,634,629
2556,2020-04-29T00:00:00,19,188,187
2557,2020-04-29T00:00:00,20,145,144
2558,2020-04-29T00:00:00,21,145,143
2559,2020-04-29T00:00:00,22,96,96
2560,2020-04-29T00:00:00,23,35,34
2561,2020-04-30T00:00:00,0,9,8
2562,2020-04-30T00:00:00,1,5,5
2563,2020-04-30T00:00:00,3,1,1
2564,2020-04-30T00:00:00,4,2,2
2565,2020-04-30T00:00:00,6,38,38
2566,2020-04-30T00:00:00,7,326,323
2567,2020-04-30T00:00:00,8,412,408
2568,2020-04-30T00:00:00,9,419,415
2569,2020-04-30T00:00:00,10,439,428
2570,2020-04-30T00:00:00,11,461,456
2571,2020-04-30T00:00:00,12,538,523
2572,2020-04-30T00:00:00,13,601,593
2573,2020-04-30T00:00:00,14,616,611
2574,2020-04-30T00:00:00,15,622,613
2575,2020-04-30T00:00:00,16,585,580
2576,2020-04-30T00:00:00,17,655,646
2577,2020-04-30T00:00:00,18,582,572
2578,2020-04-30T00:00:00,19,191,191
2579,2020-04-30T00:00:00,20,127,125
2580,2020-04-30T00:00:00,21,138,136
2581,2020-04-30T00:00:00,22,109,107
2582,2020-04-30T00:00:00,23,22,20
2583,2020-05-01T00:00:00,0,1,1
2584,2020-05-01T00:00:00,8,1,1
2585,2020-05-01T00:00:00,9,7,7
2586,2020-05-01T00:00:00,10,19,18
2587,2020-05-01T00:00:00,11,29,29
2588,2020-05-01T00:00:00,12,32,32
2589,2020-05-01T00:00:00,13,23,23
2590,2020-05-01T00:00:00,14,3,3
2591,2020-05-01T00:00:00,20,1,1
2592,2020-05-02T00:00:00,4,1,1
2593,2020-05-02T00:00:00,15,2,2
2594,2020-05-02T00:00:00,21,1,1
2595,2020-05-02T00:00:00,22,1,1
2596,2020-05-03T00:00:00,10,2,1
2597,2020-05-03T00:00:00,13,2,2
2598,2020-05-03T00:00:00,14,2,2
2599,2020-05-03T00:00:00,15,2,2
2600,2020-05-03T00:00:00,16,1,1
2601,2020-05-03T00:00:00,17,2,2
2602,2020-05-03T00:00:00,18,1,1
2603,2020-05-03T00:00:00,19,2,2
2604,2020-05-03T00:00:00,20,3,3
2605,2020-05-03T00:00:00,21,6,6
2606,2020-05-03T00:00:00,22,2,2
2607,2020-05-03T00:00:00,23,4,4
2608,2020-05-04T00:00:00,0,5,5
2609,2020-05-04T00:00:00,1,1,1
2610,2020-05-04T00:00:00,2,1,1
2611,2020-05-04T00:00:00,3,2,2
2612,2020-05-04T00:00:00,4,1,1
2613,2020-05-04T00:00:00,5,1,1
2614,2020-05-04T00:00:00,6,40,40
2615,2020-05-04T00:00:00,7,653,648
2616,2020-05-04T00:00:00,8,624,619
2617,2020-05-04T00:00:00,9,594,591
2618,2020-05-04T00:00:00,10,629,626
2619,2020-05-04T00:00:00,11,717,706
2620,2020-05-04T00:00:00,12,780,777
2621,2020-05-04T00:00:00,13,750,738
2622,2020-05-04T00:00:00,14,712,707
2623,2020-05-04T00:00:00,15,686,677
2624,2020-05-04T00:00:00,16,737,728
2625,2020-05-04T00:00:00,17,867,855
2626,2020-05-04T00:00:00,18,1010,995
2627,2020-05-04T00:00:00,19,392,389
2628,2020-05-04T00:00:00,20,168,167
2629,2020-05-04T00:00:00,21,250,247
2630,2020-05-04T00:00:00,22,128,127
2631,2020-05-04T00:00:00,23,62,62
2632,2020-05-05T00:00:00,0,7,7
2633,2020-05-05T00:00:00,1,4,4
2634,2020-05-05T00:00:00,3,1,1
2635,2020-05-05T00:00:00,4,3,3
2636,2020-05-05T00:00:00,5,1,1
2637,2020-05-05T00:00:00,6,33,33
2638,2020-05-05T00:00:00,7,378,376
2639,2020-05-05T00:00:00,8,429,424
2640,2020-05-05T00:00:00,9,449,445
2641,2020-05-05T00:00:00,10,503,499
2642,2020-05-05T00:00:00,11,528,522
2643,2020-05-05T00:00:00,12,569,559
2644,2020-05-05T00:00:00,13,603,599
2645,2020-05-05T00:00:00,14,684,672
2646,2020-05-05T00:00:00,15,619,618
2647,2020-05-05T00:00:00,16,644,636
2648,2020-05-05T00:00:00,17,775,768
2649,2020-05-05T00:00:00,18,806,801
2650,2020-05-05T00:00:00,19,327,322
2651,2020-05-05T00:00:00,20,137,135
2652,2020-05-05T00:00:00,21,182,178
2653,2020-05-05T00:00:00,22,126,124
2654,2020-05-05T00:00:00,23,37,36
2655,2020-05-06T00:00:00,0,10,10
2656,2020-05-06T00:00:00,1,2,2
2657,2020-05-06T00:00:00,2,2,2
2658,2020-05-06T00:00:00,3,4,4
2659,2020-05-06T00:00:00,4,2,2
2660,2020-05-06T00:00:00,5,1,1
2661,2020-05-06T00:00:00,6,42,42
2662,2020-05-06T00:00:00,7,385,385
2663,2020-05-06T00:00:00,8,388,388
2664,2020-05-06T00:00:00,9,392,391
2665,2020-05-06T00:00:00,10,431,429
2666,2020-05-06T00:00:00,11,492,487
2667,2020-05-06T00:00:00,12,566,559
2668,2020-05-06T00:00:00,13,616,612
2669,2020-05-06T00:00:00,14,612,606
2670,2020-05-06T00:00:00,15,565,560
2671,2020-05-06T00:00:00,16,558,552
2672,2020-05-06T00:00:00,17,728,721
2673,2020-05-06T00:00:00,18,804,797
2674,2020-05-06T00:00:00,19,362,357
2675,2020-05-06T00:00:00,20,172,170
2676,2020-05-06T00:00:00,21,209,206
2677,2020-05-06T00:00:00,22,126,124
2678,2020-05-06T00:00:00,23,39,39
2679,2020-05-07T00:00:00,0,14,14
2680,2020-05-07T00:00:00,1,1,1
2681,2020-05-07T00:00:00,2,1,1
2682,2020-05-07T00:00:00,3,1,1
2683,2020-05-07T00:00:00,4,5,5
2684,2020-05-07T00:00:00,5,2,2
2685,2020-05-07T00:00:00,6,34,34
2686,2020-05-07T00:00:00,7,368,366
2687,2020-05-07T00:00:00,8,378,374
2688,2020-05-07T00:00:00,9,450,447
2689,2020-05-07T00:00:00,10,443,440
2690,2020-05-07T00:00:00,11,525,521
2691,2020-05-07T00:00:00,12,492,487
2692,2020-05-07T00:00:00,13,549,540
2693,2020-05-07T00:00:00,14,657,652
2694,2020-05-07T00:00:00,15,582,569
2695,2020-05-07T00:00:00,16,606,599
2696,2020-05-07T00:00:00,17,683,671
2697,2020-05-07T00:00:00,18,751,746
2698,2020-05-07T00:00:00,19,292,288
2699,2020-05-07T00:00:00,20,140,140
2700,2020-05-07T00:00:00,21,158,157
2701,2020-05-07T00:00:00,22,106,106
2702,2020-05-07T00:00:00,23,61,61
2703,2020-05-08T00:00:00,0,5,5
2704,2020-05-08T00:00:00,1,1,1
2705,2020-05-08T00:00:00,2,2,2
2706,2020-05-08T00:00:00,3,1,1
2707,2020-05-08T00:00:00,5,2,2
2708,2020-05-08T00:00:00,6,30,30
2709,2020-05-08T00:00:00,7,345,343
2710,2020-05-08T00:00:00,8,352,346
2711,2020-05-08T00:00:00,9,311,308
2712,2020-05-08T00:00:00,10,402,396
2713,2020-05-08T00:00:00,11,486,475
2714,2020-05-08T00:00:00,12,532,526
2715,2020-05-08T00:00:00,13,580,569
2716,2020-05-08T00:00:00,14,642,631
2717,2020-05-08T00:00:00,15,640,628
2718,2020-05-08T00:00:00,16,604,596
2719,2020-05-08T00:00:00,17,754,745
2720,2020-05-08T00:00:00,18,699,692
2721,2020-05-08T00:00:00,19,299,293
2722,2020-05-08T00:00:00,20,130,128
2723,2020-05-08T00:00:00,21,171,162
2724,2020-05-08T00:00:00,22,106,106
2725,2020-05-08T00:00:00,23,31,31
2726,2020-05-09T00:00:00,6,1,1
2727,2020-05-09T00:00:00,11,1,1
2728,2020-05-09T00:00:00,15,1,1
2729,2020-05-09T00:00:00,16,1,1
2730,2020-05-09T00:00:00,17,1,1
2731,2020-05-09T00:00:00,22,1,1
2732,2020-05-10T00:00:00,10,1,1
2733,2020-05-10T00:00:00,11,2,2
2734,2020-05-10T00:00:00,13,1,1
2735,2020-05-10T00:00:00,14,1,1
2736,2020-05-10T00:00:00,15,3,3
2737,2020-05-10T00:00:00,16,1,1
2738,2020-05-10T00:00:00,17,1,1
2739,2020-05-10T00:00:00,18,4,4
2740,2020-05-10T00:00:00,19,1,1
2741,2020-05-10T00:00:00,20,1,1
2742,2020-05-10T00:00:00,21,4,4
2743,2020-05-10T00:00:00,22,2,2
2744,2020-05-10T00:00:00,23,7,7
2745,2020-05-11T00:00:00,0,10,10
2746,2020-05-11T00:00:00,1,2,2
2747,2020-05-11T00:00:00,2,2,2
2748,2020-05-11T00:00:00,3,2,2
2749,2020-05-11T00:00:00,4,2,2
2750,2020-05-11T00:00:00,5,3,3
2751,2020-05-11T00:00:00,6,57,57
2752,2020-05-11T00:00:00,7,716,711
2753,2020-05-11T00:00:00,8,657,653
2754,2020-05-11T00:00:00,9,649,644
2755,2020-05-11T00:00:00,10,755,748
2756,2020-05-11T00:00:00,11,774,767
2757,2020-05-11T00:00:00,12,776,768
2758,2020-05-11T00:00:00,13,840,831
2759,2020-05-11T00:00:00,14,838,825
2760,2020-05-11T00:00:00,15,760,755
2761,2020-05-11T00:00:00,16,776,759
2762,2020-05-11T00:00:00,17,902,896
2763,2020-05-11T00:00:00,18,1026,1015
2764,2020-05-11T00:00:00,19,537,529
2765,2020-05-11T00:00:00,20,178,177
2766,2020-05-11T00:00:00,21,283,277
2767,2020-05-11T00:00:00,22,202,198
2768,2020-05-11T00:00:00,23,83,83
2769,2020-05-12T00:00:00,0,6,6
2770,2020-05-12T00:00:00,1,1,1
2771,2020-05-12T00:00:00,2,2,2
