_id,Ilce,mahalle,mahalle_turu
470,EREÐLI,KIZILGEDIK,KIRSALMAHALLE                   
471,EREÐLI,KUSKUNCUK,KIRSALMAHALLE                   
472,EREÐLI,KUZUKUYU,KIRSALMAHALLE                   
473,EREÐLI,MELICEK,KIRSALMAHALLE                   
474,EREÐLI,ORHANIYE,KIRSALMAHALLE                   
475,EREÐLI,ÖZGÜRLER,KIRSALMAHALLE                   
476,EREÐLI,PINARÖZÜ,KIRSALMAHALLE                   
477,EREÐLI,SARICA,KIRSALMAHALLE                   
478,EREÐLI,SARITOPALLI,KIRSALMAHALLE                   
479,EREÐLI,SERVILI,KIRSALMAHALLE                   
480,EREÐLI,TAÞAÐIL,KIRSALMAHALLE                   
481,EREÐLI,TAÞBUDAK,KIRSALMAHALLE                   
482,EREÐLI,TATLIKUYU,KIRSALMAHALLE                   
483,EREÐLI,TÜRKMEN,KIRSALMAHALLE                   
484,EREÐLI,ULUMEÞE,KIRSALMAHALLE                   
485,EREÐLI,YAZLIK,KIRSALMAHALLE                   
486,EREÐLI,YELLICE,KIRSALMAHALLE                   
487,EREÐLI,YENIKÖY,KIRSALMAHALLE                   
488,EREÐLI,YILDIZLI,KIRSALMAHALLE                   
489,EREÐLI,YUKARIGÖNDELEN,KIRSALMAHALLE                   
490,GÜNEYSINIR,AYDOÐMUÞ,MAHALLE
491,GÜNEYSINIR,BARDAS,MAHALLE
492,GÜNEYSINIR,EMIRHAN,MAHALLE
493,GÜNEYSINIR,GÜNEYBAÐ,MAHALLE
494,GÜNEYSINIR,KARASINIR,MAHALLE
495,GÜNEYSINIR,MEVLANA,MAHALLE
496,GÜNEYSINIR,AÐRAS,KIRSALMAHALLE                   
497,GÜNEYSINIR,AVCITEPE,KIRSALMAHALLE                   
498,GÜNEYSINIR,DURAYDA,KIRSALMAHALLE                   
499,GÜNEYSINIR,GÜRAÐAÇ,KIRSALMAHALLE                   
500,GÜNEYSINIR,HABILLER,KIRSALMAHALLE                   
501,GÜNEYSINIR,KAYAAÐZI,KIRSALMAHALLE                   
502,GÜNEYSINIR,KIZILÖZ,KIRSALMAHALLE                   
503,GÜNEYSINIR,KURUKAVAK,KIRSALMAHALLE                   
504,GÜNEYSINIR,MEHMET ALI,KIRSALMAHALLE                   
505,GÜNEYSINIR,ÖMEROÐLU,KIRSALMAHALLE                   
506,GÜNEYSINIR,ÖRENBOYALI,KIRSALMAHALLE                   
507,GÜNEYSINIR,SARIHACI,KIRSALMAHALLE                   
508,HADIM,ARMAÐANLAR,MAHALLE
509,HADIM,AÞAÐI HADIM,MAHALLE
510,HADIM,BADEMLI,MAHALLE
511,HADIM,BOLAT,MAHALLE
512,HADIM,DEDEMLI,MAHALLE
513,HADIM,DOLHANLAR,MAHALLE
514,HADIM,EÐISTE,MAHALLE
515,HADIM,GEREZ,MAHALLE
516,HADIM,GEZLEVI,MAHALLE
517,HADIM,HOCALAR,MAHALLE
518,HADIM,TAÞPINAR,MAHALLE
519,HADIM,AÞAÐI MERNEK,KIRSALMAHALLE                   
520,HADIM,AÞAÐIEÞENLER,KIRSALMAHALLE                   
521,HADIM,BEYRELI,KIRSALMAHALLE                   
522,HADIM,ÇIFTEPINAR,KIRSALMAHALLE                   
523,HADIM,DÜLGERLER,KIRSALMAHALLE                   
524,HADIM,FAKILAR,KIRSALMAHALLE                   
525,HADIM,GAZILER,KIRSALMAHALLE                   
526,HADIM,GÖYNÜKKIÞLA,KIRSALMAHALLE                   
527,HADIM,IÐDEÖREN,KIRSALMAHALLE                   
528,HADIM,KALINAÐIL,KIRSALMAHALLE                   
529,HADIM,KAPLANLI,KIRSALMAHALLE                   
530,HADIM,KÜPLÜCE,KIRSALMAHALLE                   
531,HADIM,MERNEK,KIRSALMAHALLE                   
532,HADIM,ODUNCU,KIRSALMAHALLE                   
533,HADIM,SARNIÇ,KIRSALMAHALLE                   
534,HADIM,SELAHATTIN,KIRSALMAHALLE                   
535,HADIM,UMURLAR,KIRSALMAHALLE                   
536,HADIM,YAÐCI,KIRSALMAHALLE                   
537,HADIM,YELMEZ,KIRSALMAHALLE                   
538,HADIM,YENIKONAK,KIRSALMAHALLE                   
539,HADIM,YUKARIEÞENLER,KIRSALMAHALLE                   
540,HALKAPINAR,BAHÇELIEVLER,MAHALLE
541,HALKAPINAR,CUMHURIYET,MAHALLE
542,HALKAPINAR,BÜYÜKDOÐAN,KIRSALMAHALLE                   
543,HALKAPINAR,ÇAKILLAR,KIRSALMAHALLE                   
544,HALKAPINAR,DEDELI,KIRSALMAHALLE                   
545,HALKAPINAR,DELIMAHMUTLU,KIRSALMAHALLE                   
546,HALKAPINAR,ESKIHISAR,KIRSALMAHALLE                   
547,HALKAPINAR,IVRIZ,KIRSALMAHALLE                   
548,HALKAPINAR,KARAYUSUFLU,KIRSALMAHALLE                   
549,HALKAPINAR,KAYASARAY,KIRSALMAHALLE                   
550,HALKAPINAR,KÖRLÜ,KIRSALMAHALLE                   
551,HALKAPINAR,KÜSERE,KIRSALMAHALLE                   
552,HALKAPINAR,NERNEK,KIRSALMAHALLE                   
553,HALKAPINAR,OSMANKÖSELI,KIRSALMAHALLE                   
554,HALKAPINAR,SEYDIFAKILI,KIRSALMAHALLE                   
555,HALKAPINAR,YASSIKAYA,KIRSALMAHALLE                   
556,HALKAPINAR,YEÞILYURT,KIRSALMAHALLE                   
557,HÜYÜK,AKDAÐ,MAHALLE
558,HÜYÜK,BAHÇELI EVLER,MAHALLE
559,HÜYÜK,BURUNSUZ,MAHALLE
560,HÜYÜK,CUMHURIYET,MAHALLE
561,HÜYÜK,ÇAMLICA,MAHALLE
562,HÜYÜK,ÇAVUÞ,MAHALLE
563,HÜYÜK,GÖÇERI,MAHALLE
564,HÜYÜK,ILMEN,MAHALLE
565,HÜYÜK,IMRENLER,MAHALLE
566,HÜYÜK,KIRELI,MAHALLE
567,HÜYÜK,KÖÞK,MAHALLE
568,HÜYÜK,MUTLU,MAHALLE
569,HÜYÜK,SELKI,MAHALLE
570,HÜYÜK,ULUPINAR,MAHALLE
571,HÜYÜK,BAÞLAMIÞ,KIRSALMAHALLE                   
572,HÜYÜK,BUDAK,KIRSALMAHALLE                   
573,HÜYÜK,ÇUKURKENT,KIRSALMAHALLE                   
574,HÜYÜK,DEÐIRMENALTI,KIRSALMAHALLE                   
575,HÜYÜK,GÖRÜNMEZ,KIRSALMAHALLE                   
576,HÜYÜK,PINARBAÞI,KIRSALMAHALLE                   
577,HÜYÜK,SULUDERE,KIRSALMAHALLE                   
578,HÜYÜK,TOLCA,KIRSALMAHALLE                   
579,HÜYÜK,YENICE,KIRSALMAHALLE                   
580,ILGIN,ARGITHANI,MAHALLE
581,ILGIN,AYVATDEDE,MAHALLE
582,ILGIN,BALKI,MAHALLE
583,ILGIN,BEHLÜLBEY,MAHALLE
584,ILGIN,BEYKONAK,MAHALLE
585,ILGIN,CAMIIATIK,MAHALLE
586,ILGIN,ÇAVUÞÇUGÖL,MAHALLE
587,ILGIN,ÇIÐIL,MAHALLE
588,ILGIN,ESENTEPE,MAHALLE
589,ILGIN,FAHRETTIN ALTAY,MAHALLE
590,ILGIN,FATIH,MAHALLE
591,ILGIN,GÖKÇEYURT,MAHALLE
592,ILGIN,ILICA,MAHALLE
593,ILGIN,ISTASYON,MAHALLE
594,ILGIN,MILLI EGEMENLIK,MAHALLE
595,ILGIN,SAHIP ATA,MAHALLE
596,ILGIN,ÞIHBEDRETTIN,MAHALLE
597,ILGIN,ÞIHCARULLAH,MAHALLE
598,ILGIN,UCARI,MAHALLE
599,ILGIN,YUKARIÇIÐIL,MAHALLE
600,ILGIN,AÐALAR,KIRSALMAHALLE                   
601,ILGIN,AVDAN,KIRSALMAHALLE                   
602,ILGIN,BARAKMUSLU,KIRSALMAHALLE                   
603,ILGIN,BELEKLER,KIRSALMAHALLE                   
604,ILGIN,BOÐAZKENT,KIRSALMAHALLE                   
605,ILGIN,BULCUK,KIRSALMAHALLE                   
606,ILGIN,BÜYÜKOBA,KIRSALMAHALLE                   
607,ILGIN,ÇATAK,KIRSALMAHALLE                   
608,ILGIN,ÇOBANKAYA,KIRSALMAHALLE                   
609,ILGIN,ÇÖMLEKÇI,KIRSALMAHALLE                   
610,ILGIN,DEREKÖY,KIRSALMAHALLE                   
611,ILGIN,DIÐRAK,KIRSALMAHALLE                   
612,ILGIN,DÜÐER,KIRSALMAHALLE                   
613,ILGIN,ELDEÞ,KIRSALMAHALLE                   
614,ILGIN,GEÇITKÖY,KIRSALMAHALLE                   
615,ILGIN,GEDIKÖREN,KIRSALMAHALLE                   
616,ILGIN,GÖKBUDAK,KIRSALMAHALLE                   
617,ILGIN,GÖLYAKA,KIRSALMAHALLE                   
618,ILGIN,GÖSTERE,KIRSALMAHALLE                   
619,ILGIN,GÜNEYPINAR,KIRSALMAHALLE                   
620,ILGIN,HARMANYAZI,KIRSALMAHALLE                   
621,ILGIN,IHSANIYE,KIRSALMAHALLE                   
622,ILGIN,KALEKÖY,KIRSALMAHALLE                   
623,ILGIN,KAPAKLI,KIRSALMAHALLE                   
624,ILGIN,KARAKÖY,KIRSALMAHALLE                   
625,ILGIN,MAHMUTHISAR,KIRSALMAHALLE                   
626,ILGIN,MECIDIYE,KIRSALMAHALLE                   
627,ILGIN,MISAFIRLI,KIRSALMAHALLE                   
628,ILGIN,OLUKPINAR,KIRSALMAHALLE                   
629,ILGIN,ORHANIYE,KIRSALMAHALLE                   
630,ILGIN,ORMANÖZÜ,KIRSALMAHALLE                   
631,ILGIN,SADIKKÖY,KIRSALMAHALLE                   
632,ILGIN,SEBILLER,KIRSALMAHALLE                   
633,ILGIN,TEKELER,KIRSALMAHALLE                   
634,ILGIN,YORAZLAR,KIRSALMAHALLE                   
635,ILGIN,ZAFERIYE,KIRSALMAHALLE                   
636,KADINHANI,ATLANTI,MAHALLE
637,KADINHANI,BAÞKUYU,MAHALLE
638,KADINHANI,DOÐANLAR,MAHALLE
639,KADINHANI,GÜNGÖREN,MAHALLE
640,KADINHANI,ISTIKLAL,MAHALLE
641,KADINHANI,KARAKAYA,MAHALLE
642,KADINHANI,KAYABAÞI,MAHALLE
643,KADINHANI,KOLUKISA BERATLI,MAHALLE
644,KADINHANI,KOLUKISA MESCIT,MAHALLE
645,KADINHANI,OSMANCIK,MAHALLE
646,KADINHANI,PINARBAÞI,MAHALLE
647,KADINHANI,TEPEBAÞI,MAHALLE
648,KADINHANI,TURGUTLU,MAHALLE
649,KADINHANI,ÜNVEREN,MAHALLE
650,KADINHANI,YENI,MAHALLE
651,KADINHANI,ZAFER,MAHALLE
652,KADINHANI,AFÞARLI,KIRSALMAHALLE                   
653,KADINHANI,ALABAÐ,KIRSALMAHALLE                   
654,KADINHANI,BAKIRPINAR,KIRSALMAHALLE                   
655,KADINHANI,BAYRAMLI,KIRSALMAHALLE                   
656,KADINHANI,BEYKAVAÐI,KIRSALMAHALLE                   
657,KADINHANI,BULGURPINARI,KIRSALMAHALLE                   
658,KADINHANI,ÇAVDAR,KIRSALMAHALLE                   
659,KADINHANI,ÇEÞMECIK,KIRSALMAHALLE                   
660,KADINHANI,ÇUBUK,KIRSALMAHALLE                   
661,KADINHANI,DEMIROLUK,KIRSALMAHALLE                   
662,KADINHANI,HACIMEHMETLI,KIRSALMAHALLE                   
663,KADINHANI,HACIOFLAZLAR,KIRSALMAHALLE                   
664,KADINHANI,HACIPIRLI,KIRSALMAHALLE                   
665,KADINHANI,KABACALI,KIRSALMAHALLE                   
666,KADINHANI,KAMIÞLIÖZÜ,KIRSALMAHALLE                   
667,KADINHANI,KARAHISARLI,KIRSALMAHALLE                   
668,KADINHANI,KARAKURTLU,KIRSALMAHALLE                   
669,KADINHANI,KARASEVINÇ,KIRSALMAHALLE                   
670,KADINHANI,KARAYÜRÜKLÜ,KIRSALMAHALLE                   
671,KADINHANI,KIZILKUYU,KIRSALMAHALLE                   
672,KADINHANI,KONURÖREN,KIRSALMAHALLE                   
673,KADINHANI,KÖKEZ,KIRSALMAHALLE                   
674,KADINHANI,KÖYLÜTOLU,KIRSALMAHALLE                   
675,KADINHANI,KURTHASANLI,KIRSALMAHALLE                   
676,KADINHANI,KÜÇÜKKUYU,KIRSALMAHALLE                   
677,KADINHANI,MAHMUDIYE,KIRSALMAHALLE                   
678,KADINHANI,MEYDANLI,KIRSALMAHALLE                   
679,KADINHANI,ÖRNEK,KIRSALMAHALLE                   
680,KADINHANI,PIRALI,KIRSALMAHALLE                   
681,KADINHANI,PUSAT,KIRSALMAHALLE                   
682,KADINHANI,SAÇIKARA,KIRSALMAHALLE                   
683,KADINHANI,SARIKAYA,KIRSALMAHALLE                   
684,KADINHANI,SÖÐÜTÖZÜ,KIRSALMAHALLE                   
685,KADINHANI,ÞAHÖREN,KIRSALMAHALLE                   
686,KADINHANI,TOSUNOÐLU,KIRSALMAHALLE                   
687,KADINHANI,YAÐLICA,KIRSALMAHALLE                   
688,KADINHANI,YAYLAYAKA,KIRSALMAHALLE                   
689,KARAPINAR,ADALET,MAHALLE
690,KARAPINAR,ALAADDIN,MAHALLE
691,KARAPINAR,APAK,MAHALLE
692,KARAPINAR,CUMHURIYET,MAHALLE
693,KARAPINAR,ÇETMI,MAHALLE
694,KARAPINAR,FATIH,MAHALLE
695,KARAPINAR,FEVZI PAÞA,MAHALLE
696,KARAPINAR,GAZI OSMAN PAÞA,MAHALLE
697,KARAPINAR,HACI ISA,MAHALLE
698,KARAPINAR,HACI ÖMERLI,MAHALLE
699,KARAPINAR,HANKAPI,MAHALLE
700,KARAPINAR,HOTAMIÞ,MAHALLE
701,KARAPINAR,IPEKÇI,MAHALLE
702,KARAPINAR,ISLIK,MAHALLE
703,KARAPINAR,ISMET PAÞA,MAHALLE
704,KARAPINAR,KALE,MAHALLE
705,KARAPINAR,KAYALI,MAHALLE
706,KARAPINAR,KÜLLÜ,MAHALLE
707,KARAPINAR,PINARBAÞI,MAHALLE
708,KARAPINAR,REÞADIYE,MAHALLE
709,KARAPINAR,SANDIKLI,MAHALLE
710,KARAPINAR,SELIMIYE,MAHALLE
711,KARAPINAR,TÜRÜDIYE,MAHALLE
712,KARAPINAR,ULUS,MAHALLE
713,KARAPINAR,YENI,MAHALLE
714,KARAPINAR,YEÞILYURT,MAHALLE
715,KARAPINAR,YUNUS EMRE,MAHALLE
716,KARAPINAR,ZAFER,MAHALLE
717,KARAPINAR,AKÇAYAZI,KIRSALMAHALLE                   
718,KARAPINAR,AKÖREN,KIRSALMAHALLE                   
719,KARAPINAR,ÇIÐIL,KIRSALMAHALLE                   
720,KARAPINAR,HASANOBA,KIRSALMAHALLE                   
721,KARAPINAR,KARAKIÞLA,KIRSALMAHALLE                   
722,KARAPINAR,KAYACIK,KIRSALMAHALLE                   
723,KARAPINAR,KAZANHÜYÜÐÜ,KIRSALMAHALLE                   
724,KARAPINAR,KESMEZ,KIRSALMAHALLE                   
725,KARAPINAR,KÜÇÜKAÞLAMA,KIRSALMAHALLE                   
726,KARAPINAR,ORTAOBA,KIRSALMAHALLE                   
727,KARAPINAR,OYMALI,KIRSALMAHALLE                   
728,KARAPINAR,SAZLIPINAR,KIRSALMAHALLE                   
729,KARAPINAR,YAÐMAPINAR,KIRSALMAHALLE                   
730,KARAPINAR,YENIKUYU,KIRSALMAHALLE                   
731,KARATAY,AKABE,MAHALLE
732,KARATAY,AKÇEÞME,MAHALLE
733,KARATAY,AKIFPAÞA,MAHALLE
734,KARATAY,AZIZIYE,MAHALLE
735,KARATAY,BAÞAK,MAHALLE
736,KARATAY,BÜYÜK SINAN,MAHALLE
737,KARATAY,ÇATALHÜYÜK,MAHALLE
738,KARATAY,ÇATALTÖMEK,MAHALLE
739,KARATAY,ÇELEBI,MAHALLE
740,KARATAY,ÇIMENLIK,MAHALLE
741,KARATAY,DOÐUÞ,MAHALLE
742,KARATAY,ELMACI,MAHALLE
743,KARATAY,EMIRGAZI,MAHALLE
744,KARATAY,ERENLER,MAHALLE
745,KARATAY,ERLER,MAHALLE
746,KARATAY,FETIH,MAHALLE
747,KARATAY,FEVZIÇAKMAK,MAHALLE
748,KARATAY,GAZIOSMANPAÞA,MAHALLE
749,KARATAY,HACI HASAN,MAHALLE
750,KARATAY,HACIIBALI,MAHALLE
751,KARATAY,HACISADIK,MAHALLE
752,KARATAY,HACIVEYISZADE,MAHALLE
753,KARATAY,HACIYUSUFMESCIT,MAHALLE
754,KARATAY,HAMZAOÐLU,MAHALLE
755,KARATAY,HASANDEDEMESCIT,MAHALLE
756,KARATAY,HAYIROÐLU,MAHALLE
757,KARATAY,ISMIL,MAHALLE
758,KARATAY,ISTIKLAL,MAHALLE
759,KARATAY,KALENDERHANE,MAHALLE
760,KARATAY,KARAASLANDEDE,MAHALLE
761,KARATAY,KARAASLANÜZÜMCÜ,MAHALLE
762,KARATAY,KARACIÐAN,MAHALLE
763,KARATAY,KARAKULAK,MAHALLE
764,KARATAY,KAYACIKARAPLAR,MAHALLE
765,KARATAY,KEÇECILER,MAHALLE
766,KARATAY,KERIM DEDE,MAHALLE
767,KARATAY,KEYKUBAT,MAHALLE
768,KARATAY,KÖPRÜBAÞI,MAHALLE
769,KARATAY,KUMKÖPRÜ,MAHALLE
770,KARATAY,MENGENE,MAHALLE
771,KARATAY,NAKIPOÐLU,MAHALLE
772,KARATAY,ORHANGAZI,MAHALLE
773,KARATAY,ORTAKONAK,MAHALLE
774,KARATAY,OVAKAVAÐI,MAHALLE
775,KARATAY,SAKYATAN,MAHALLE
776,KARATAY,SARAÇOÐLU,MAHALLE
777,KARATAY,SARIYAKUP,MAHALLE
778,KARATAY,SELIMSULTAN,MAHALLE
779,KARATAY,SULTAN MESUD,MAHALLE
780,KARATAY,ÞATIR,MAHALLE
781,KARATAY,ÞEMSITEBRIZI,MAHALLE
782,KARATAY,TATLICAK,MAHALLE
783,KARATAY,ULUBATLIHASAN,MAHALLE
784,KARATAY,YARMA,MAHALLE
785,KARATAY,YEDILER,MAHALLE
786,KARATAY,ACIDORT,KIRSALMAHALLE                   
787,KARATAY,AÐSAKLI,KIRSALMAHALLE                   
788,KARATAY,AKBAÞ,KIRSALMAHALLE                   
789,KARATAY,AKÖRENKIÞLA,KIRSALMAHALLE                   
790,KARATAY,BAKIRTOLU,KIRSALMAHALLE                   
791,KARATAY,BAÞGÖTÜREN,KIRSALMAHALLE                   
792,KARATAY,BEÞAÐIL,KIRSALMAHALLE                   
793,KARATAY,BÜYÜKBURNAK,KIRSALMAHALLE                   
794,KARATAY,ÇENGILTI,KIRSALMAHALLE                   
795,KARATAY,DIVANLAR,KIRSALMAHALLE                   
796,KARATAY,ESENTEPE,KIRSALMAHALLE                   
797,KARATAY,GÖÇÜ,KIRSALMAHALLE                   
798,KARATAY,IPEKLER,KIRSALMAHALLE                   
799,KARATAY,KARADONA,KIRSALMAHALLE                   
800,KARATAY,KARAKAYA,KIRSALMAHALLE                   
801,KARATAY,KATRANCI,KIRSALMAHALLE                   
802,KARATAY,KIZÖREN,KIRSALMAHALLE                   
803,KARATAY,KÖSEALI,KIRSALMAHALLE                   
804,KARATAY,OBRUK,KIRSALMAHALLE                   
805,KARATAY,SÜRÜÇ,KIRSALMAHALLE                   
806,KARATAY,YAÐLIBAYAT,KIRSALMAHALLE                   
807,KARATAY,YAVÞANKUYU,KIRSALMAHALLE                   
808,KARATAY,YENICE,KIRSALMAHALLE                   
809,KARATAY,YENIKENT,KIRSALMAHALLE                   
810,KARATAY,ZINCIRLI,KIRSALMAHALLE                   
811,KULU,ALPARSLAN,MAHALLE
812,KULU,BAHADIRLI,MAHALLE
813,KULU,CAMIKEBIR,MAHALLE
814,KULU,CELEP,MAHALLE
815,KULU,CUMHURIYET,MAHALLE
816,KULU,DEÐIRMENÖZÜ,MAHALLE
817,KULU,DINEK,MAHALLE
818,KULU,FATIH SULTAN MEHMET,MAHALLE
819,KULU,KARACADAÐ,MAHALLE
820,KULU,KARAPINAR,MAHALLE
821,KULU,KARÞIYAKA,MAHALLE
822,KULU,KEMALIYE,MAHALLE
823,KULU,KIRKPINAR,MAHALLE
824,KULU,KOZANLI,MAHALLE
825,KULU,ÖMERANLI,MAHALLE
826,KULU,TUZYAKA,MAHALLE
827,KULU,YENI,MAHALLE
828,KULU,ZINCIRLIKUYU,MAHALLE
829,KULU,ACIKUYU,KIRSALMAHALLE                   
830,KULU,ALTILAR,KIRSALMAHALLE                   
831,KULU,ARÞINCI,KIRSALMAHALLE                   
832,KULU,BEÞKARDEÞ,KIRSALMAHALLE                   
833,KULU,BOZAN,KIRSALMAHALLE                   
834,KULU,BURUNAÐIL,KIRSALMAHALLE                   
835,KULU,CANIMANA,KIRSALMAHALLE                   
836,KULU,DIPDEDE,KIRSALMAHALLE                   
837,KULU,DOÐUTEPE,KIRSALMAHALLE                   
838,KULU,FEVZIYE,KIRSALMAHALLE                   
839,KULU,GÖKLER,KIRSALMAHALLE                   
840,KULU,GÜZELYAYLA,KIRSALMAHALLE                   
841,KULU,HISARKÖY,KIRSALMAHALLE                   
842,KULU,KARACADERE,KIRSALMAHALLE                   
843,KULU,KIRKKUYU,KIRSALMAHALLE                   
844,KULU,KÖMÜÞINI,KIRSALMAHALLE                   
845,KULU,KÖSTENGIL,KIRSALMAHALLE                   
846,KULU,KÖÞKER,KIRSALMAHALLE                   
847,KULU,MANDIRA,KIRSALMAHALLE                   
848,KULU,SARIYAYLA,KIRSALMAHALLE                   
849,KULU,SEYITAHMETLI,KIRSALMAHALLE                   
850,KULU,SOÐUKKUYU,KIRSALMAHALLE                   
851,KULU,ÞEREFLI,KIRSALMAHALLE                   
852,KULU,TAVLIÖREN,KIRSALMAHALLE                   
853,KULU,YARAÞLI,KIRSALMAHALLE                   
854,KULU,YAZIÇAYIR,KIRSALMAHALLE                   
855,KULU,YEÞILTEPE,KIRSALMAHALLE                   
856,KULU,YEÞILYURT,KIRSALMAHALLE                   
857,MERAM,ALAKOVA,MAHALLE
858,MERAM,ALAVARDI,MAHALLE
859,MERAM,ALI ULVI KURUCU,MAHALLE
860,MERAM,ALPASLAN,MAHALLE
861,MERAM,AÞKAN,MAHALLE
862,MERAM,ATEÞBAZ VELI,MAHALLE
863,MERAM,AYANBEY,MAHALLE
864,MERAM,AYDOÐDU,MAHALLE
865,MERAM,AYMANAS,MAHALLE
866,MERAM,BAHÇEÞEHIR,MAHALLE
867,MERAM,BAYAT,MAHALLE
868,MERAM,BORUKTOLU,MAHALLE
869,MERAM,BOYALI,MAHALLE
870,MERAM,ÇARIKLAR,MAHALLE
871,MERAM,ÇAYBAÞI,MAHALLE
872,MERAM,ÇAYIRBAÐI,MAHALLE
873,MERAM,ÇOMAKLI,MAHALLE
874,MERAM,DERE,MAHALLE
875,MERAM,DURUNDAY,MAHALLE
876,MERAM,GÖDENE,MAHALLE
877,MERAM,HADIMI,MAHALLE
878,MERAM,HARMANCIK,MAHALLE
879,MERAM,HATIP,MAHALLE
880,MERAM,HATUNSARAY,MAHALLE
881,MERAM,HAVZAN,MAHALLE
882,MERAM,INLICE,MAHALLE
883,MERAM,KARADIÐIN,MAHALLE
884,MERAM,KARADIÐINDERESI,MAHALLE
885,MERAM,KARAHÜYÜK,MAHALLE
886,MERAM,KAÞINHANI,MAHALLE
887,MERAM,KAVAK,MAHALLE
888,MERAM,KIZILÖREN,MAHALLE
889,MERAM,KONEVI,MAHALLE
890,MERAM,KOVANAÐZI,MAHALLE
891,MERAM,KOZAÐAÇ,MAHALLE
892,MERAM,KÖYCEÐIZ,MAHALLE
893,MERAM,LALEBAHÇE,MAHALLE
894,MERAM,MELIKÞAH,MAHALLE
895,MERAM,OSMAN GAZI,MAHALLE
896,MERAM,PAMUKCU,MAHALLE
897,MERAM,PIREBI,MAHALLE
898,MERAM,SAÐLIK,MAHALLE
899,MERAM,SAHIBATA,MAHALLE
900,MERAM,SEFAKÖY,MAHALLE
901,MERAM,ULUÐBEY,MAHALLE
902,MERAM,ULUIRMAK,MAHALLE
903,MERAM,UZUNHARMANLAR,MAHALLE
904,MERAM,YAKA,MAHALLE
905,MERAM,YAYLAPINAR,MAHALLE
906,MERAM,YENIBAHÇE,MAHALLE
907,MERAM,YENIÞEHIR,MAHALLE
908,MERAM,BOTSA,KIRSALMAHALLE                   
909,MERAM,ÇOMAKLAR,KIRSALMAHALLE                   
910,MERAM,ÇUKURÇIMEN,KIRSALMAHALLE                   
911,MERAM,ERENKAYA,KIRSALMAHALLE                   
912,MERAM,EVLIYATEKKE,KIRSALMAHALLE                   
913,MERAM,HASANÞEYH,KIRSALMAHALLE                   
914,MERAM,IKIPINAR,KIRSALMAHALLE                   
915,MERAM,KARAAÐAÇ,KIRSALMAHALLE                   
916,MERAM,KAYADIBI,KIRSALMAHALLE                   
917,MERAM,KAYALI,KIRSALMAHALLE                   
918,MERAM,KAYIHÜYÜK,KIRSALMAHALLE                   
919,MERAM,KILISTRA,KIRSALMAHALLE                   
920,MERAM,KUMRALI,KIRSALMAHALLE                   
921,MERAM,SADIKLAR,KIRSALMAHALLE                   
922,MERAM,SARIKIZ,KIRSALMAHALLE                   
923,MERAM,YATAÐAN,KIRSALMAHALLE                   
924,MERAM,YEÞILDERE,KIRSALMAHALLE                   
925,MERAM,YEÞILTEKKE,KIRSALMAHALLE                   
926,SARAYÖNÜ,BAÞHÜYÜK,MAHALLE
927,SARAYÖNÜ,BATI ISTASYON,MAHALLE
928,SARAYÖNÜ,ÇEÞMELISEBIL,MAHALLE
929,SARAYÖNÜ,DOÐU ISTASYON,MAHALLE
930,SARAYÖNÜ,FATIH,MAHALLE
931,SARAYÖNÜ,GÖZLÜ,MAHALLE
932,SARAYÖNÜ,HATIP,MAHALLE
933,SARAYÖNÜ,INLI,MAHALLE
934,SARAYÖNÜ,KADIOÐLU,MAHALLE
935,SARAYÖNÜ,KURÞUNLU,MAHALLE
936,SARAYÖNÜ,LADIK,MAHALLE
937,SARAYÖNÜ,SARAÇ,MAHALLE
938,SARAYÖNÜ,SELIMIYE,MAHALLE
939,SARAYÖNÜ,YUKARI,MAHALLE
940,SARAYÖNÜ,BAHÇESARAY,KIRSALMAHALLE                   
941,SARAYÖNÜ,BOYALI,KIRSALMAHALLE                   
942,SARAYÖNÜ,BÜYÜKZENGI,KIRSALMAHALLE                   
943,SARAYÖNÜ,DEÐIRMENLI,KIRSALMAHALLE                   
944,SARAYÖNÜ,ERTUÐRUL,KIRSALMAHALLE                   
945,SARAYÖNÜ,KARABIYIK,KIRSALMAHALLE                   
946,SARAYÖNÜ,KARATEPE,KIRSALMAHALLE                   
947,SARAYÖNÜ,KAYIÖREN,KIRSALMAHALLE                   
948,SARAYÖNÜ,KONAR,KIRSALMAHALLE                   
949,SARAYÖNÜ,KUYULUSEBIL,KIRSALMAHALLE                   
950,SARAYÖNÜ,ÖZKENT,KIRSALMAHALLE                   
951,SARAYÖNÜ,YENICEKAYA,KIRSALMAHALLE                   
952,SELÇUKLU,AKADEMI,MAHALLE
953,SELÇUKLU,AKINCILAR,MAHALLE
954,SELÇUKLU,AKÞEMSETTIN,MAHALLE
955,SELÇUKLU,ARDIÇLI,MAHALLE
956,SELÇUKLU,AÞAÐIPINARBAÞI,MAHALLE
957,SELÇUKLU,AYDINLIKEVLER,MAHALLE
958,SELÇUKLU,BAÞARAKAVAK,MAHALLE
959,SELÇUKLU,BEDIR,MAHALLE
960,SELÇUKLU,BEYHEKIM,MAHALLE
961,SELÇUKLU,BILECIK,MAHALLE
962,SELÇUKLU,BINKONUTLAR,MAHALLE
963,SELÇUKLU,BOSNA HERSEK,MAHALLE
964,SELÇUKLU,BUHARA,MAHALLE
965,SELÇUKLU,BÜYÜKKAYACIK,MAHALLE
966,SELÇUKLU,CUMHURIYET,MAHALLE
967,SELÇUKLU,DOKUZ,MAHALLE
