_id,tarih,pm10_(_µg/m3_),so2_(_µg/m3_),co_(_µg/m3_),no2_(_µg/m3_),nox_(_µg/m3_)
2881,2021-01-05T00:00:56,"49,80","4,56",-,"40,88","42,46"
2882,2021-01-05T01:00:56,"72,11","4,59",-,"42,44","45,38"
2883,2021-01-05T02:00:56,"71,88","5,35",-,"32,52","33,45"
2884,2021-01-05T03:00:56,"61,77","5,63",-,"30,70","31,78"
2885,2021-01-05T04:00:56,"51,66","5,48",-,"21,08","21,93"
2886,2021-01-05T05:00:56,"48,78","5,37",-,"20,19","20,82"
2887,2021-01-05T06:00:56,"53,16","5,04",-,"44,60","47,36"
2888,2021-01-05T07:00:56,"108,84","6,36",-,"46,05","51,40"
2889,2021-01-05T08:00:56,"165,91","8,09",-,"47,99","54,03"
2890,2021-01-05T09:00:56,"179,03","6,57",-,"35,36","38,14"
2891,2021-01-05T10:00:56,"100,90","5,61",-,"34,33","36,33"
2892,2021-01-05T11:00:56,"104,41","5,46",-,"27,12","28,99"
2893,2021-01-05T12:00:56,"73,76","3,72",-,"19,24","20,09"
2894,2021-01-05T13:00:56,"56,00","3,23",-,"15,62","16,84"
2895,2021-01-05T14:00:56,"56,00",-,-,"16,90","17,82"
2896,2021-01-05T15:00:56,-,"2,96",-,"16,75","17,73"
2897,2021-01-05T16:00:56,"55,76","3,24",-,"16,23","17,01"
2898,2021-01-05T17:00:56,"44,79","3,36",-,"16,21","17,05"
2899,2021-01-05T18:00:56,"42,69","3,04",-,"14,47","15,77"
2900,2021-01-05T19:00:56,"40,41","2,54",-,"14,82","15,65"
2901,2021-01-05T20:00:56,"45,86","3,20",-,"16,79","17,88"
2902,2021-01-05T21:00:56,"62,93","2,30",-,"17,83","18,79"
2903,2021-01-05T22:00:56,"68,72","1,90",-,"17,62","18,60"
2904,2021-01-05T23:00:56,"50,24","3,04",-,"22,95","23,68"
2905,2021-02-05T00:00:56,"64,00","2,85",-,"59,67","80,86"
2906,2021-02-05T01:00:56,"92,17","2,98",-,"69,55","82,21"
2907,2021-02-05T02:00:56,"107,48","3,27",-,"55,24","61,86"
2908,2021-02-05T03:00:56,"76,17","2,42",-,"59,25","61,28"
2909,2021-02-05T04:00:56,"72,72","3,30",-,"81,28","94,30"
2910,2021-02-05T05:00:56,"103,86","4,02",-,"65,76","81,67"
2911,2021-02-05T06:00:56,"92,14","3,72",-,"69,93","76,82"
2912,2021-02-05T07:00:56,"74,55","3,70",-,"41,76","48,54"
2913,2021-02-05T08:00:56,"61,79","3,13",-,"24,27","25,70"
2914,2021-02-05T09:00:56,"60,00","1,85",-,"21,93","22,87"
2915,2021-02-05T10:00:56,"60,41","1,58",-,"20,79","21,86"
2916,2021-02-05T11:00:56,"63,38","1,72",-,"20,79","21,71"
2917,2021-02-05T12:00:56,"58,10","1,39",-,"20,57","21,68"
2918,2021-02-05T13:00:56,"58,79","1,60",-,"17,85","19,05"
2919,2021-02-05T14:00:56,"56,79","2,18",-,"19,54","20,47"
2920,2021-02-05T15:00:56,"54,59","2,63",-,"20,08","21,15"
2921,2021-02-05T16:00:56,"51,31","2,95",-,"21,67","22,83"
2922,2021-02-05T17:00:56,"54,21","2,32",-,"19,90","21,00"
2923,2021-02-05T18:00:56,"57,24","2,09",-,"17,97","19,53"
2924,2021-02-05T19:00:56,"67,17","2,49",-,"15,80","17,31"
2925,2021-02-05T20:00:56,"61,76","2,57",-,"20,35","21,66"
2926,2021-02-05T21:00:56,"77,52","1,58",-,"21,94","23,24"
2927,2021-02-05T22:00:56,"80,34","1,60",-,"21,04","22,29"
2928,2021-02-05T23:00:56,"66,21","4,29",-,"18,87","19,87"
2929,2021-03-05T00:00:56,"68,72","5,92",-,"19,48","20,53"
2930,2021-03-05T01:00:56,"74,69","7,26",-,"17,59","18,65"
2931,2021-03-05T02:00:56,"72,72","7,25",-,"12,66","13,60"
2932,2021-03-05T03:00:56,"77,97","6,93",-,"11,21","12,14"
2933,2021-03-05T04:00:56,"70,03","6,68",-,"9,91","10,65"
2934,2021-03-05T05:00:56,"79,10","6,76",-,"9,58","10,59"
2935,2021-03-05T06:00:56,"79,48","5,52",-,"15,31","16,15"
2936,2021-03-05T07:00:56,"83,59","6,92",-,"38,30","41,05"
2937,2021-03-05T08:00:56,"157,17","6,53",-,"57,65","67,70"
2938,2021-03-05T09:00:56,"146,90","7,87",-,"53,91","63,27"
2939,2021-03-05T10:00:56,"119,28","6,89",-,"41,19","47,43"
2940,2021-03-05T11:00:56,"113,31","6,81",-,"38,84","42,21"
2941,2021-03-05T12:00:56,"120,24","6,57",-,"35,57","38,02"
2942,2021-03-05T13:00:56,"156,48","7,18",-,"29,68","31,05"
2943,2021-03-05T14:00:56,"150,55","6,86",-,"26,79","28,04"
2944,2021-03-05T15:00:56,"135,52","6,92",-,"22,49","23,64"
2945,2021-03-05T16:00:56,"111,62","7,09",-,"19,48","20,66"
2946,2021-03-05T17:00:56,"88,21","7,30",-,"19,67","20,66"
2947,2021-03-05T18:00:56,"66,48","7,94",-,"19,95","21,40"
2948,2021-03-05T19:00:56,"87,48","7,81",-,"22,85","24,49"
2949,2021-03-05T20:00:56,"84,86","7,05",-,"20,16","21,58"
2950,2021-03-05T21:00:56,"99,86","7,10",-,"15,74","16,68"
2951,2021-03-05T22:00:56,"90,52","7,06",-,"12,15","13,14"
2952,2021-03-05T23:00:56,"95,41","4,24",-,"9,74","10,54"
2953,2021-04-05T00:00:56,"96,31","2,55",-,"10,57","11,01"
2954,2021-04-05T01:00:56,"74,34","3,15",-,"13,17","14,13"
2955,2021-04-05T02:00:56,"87,03","2,94",-,"12,91","13,71"
2956,2021-04-05T03:00:56,"95,79","2,98",-,"12,66","13,90"
2957,2021-04-05T04:00:56,"93,17","2,69",-,"9,24","9,97"
2958,2021-04-05T05:00:56,"86,51","3,03",-,"10,27","10,76"
2959,2021-04-05T06:00:56,"91,00","3,25",-,"15,39","16,28"
2960,2021-04-05T07:00:56,-,"3,40",-,"19,84","20,59"
2961,2021-04-05T08:00:56,-,"3,69",-,"25,42","27,25"
2962,2021-04-05T09:00:56,-,"3,98",-,"26,32","28,56"
2963,2021-04-05T10:00:56,-,"3,19",-,"23,47","25,38"
2964,2021-04-05T11:00:56,-,"3,14",-,"19,27","20,47"
2965,2021-04-05T12:00:56,-,"2,14",-,"16,94","17,92"
2966,2021-04-05T13:00:56,-,"2,50",-,"17,86","18,63"
2967,2021-04-05T14:00:56,-,"2,00",-,"14,92","15,86"
2968,2021-04-05T15:00:56,-,"2,93",-,"14,39","15,20"
2969,2021-04-05T16:00:56,-,"2,52",-,"15,02","15,59"
2970,2021-04-05T17:00:56,-,"1,77",-,"15,31","16,07"
2971,2021-04-05T18:00:56,-,"2,56",-,"17,71","18,74"
2972,2021-04-05T19:00:56,-,"1,94",-,"16,70","17,58"
2973,2021-04-05T20:00:56,-,"2,23",-,"15,66","16,26"
2974,2021-04-05T21:00:56,-,"2,91",-,"11,78","12,57"
2975,2021-04-05T22:00:56,-,"2,80",-,"10,42","11,22"
2976,2021-04-05T23:00:56,-,"5,46",-,"9,88","10,49"
2977,2021-05-05T00:00:56,-,"6,54",-,"10,29","11,11"
2978,2021-05-05T01:00:56,-,"7,61",-,"13,20","13,98"
2979,2021-05-05T02:00:56,-,"6,91",-,"15,93","16,75"
2980,2021-05-05T03:00:56,-,"7,77",-,"12,11","12,85"
2981,2021-05-05T04:00:56,-,"7,19",-,"10,22","10,86"
2982,2021-05-05T05:00:56,-,"6,98",-,"10,74","11,49"
2983,2021-05-05T06:00:56,-,"7,67",-,"12,10","12,87"
2984,2021-05-05T07:00:56,-,"6,68",-,"14,40","15,05"
2985,2021-05-05T08:00:56,-,"8,18",-,"18,04","19,26"
2986,2021-05-05T09:00:56,-,"8,32",-,"18,79","20,56"
2987,2021-05-05T10:00:56,-,"6,74",-,"19,95","22,68"
2988,2021-05-05T11:00:56,-,"6,43",-,"29,41","31,88"
2989,2021-05-05T12:00:56,-,"6,50",-,"19,82","20,89"
2990,2021-05-05T13:00:56,"85,24","6,36",-,"15,85","16,67"
2991,2021-05-05T14:00:56,"65,75","5,81",-,"13,68","14,64"
2992,2021-05-05T15:00:56,"64,13","6,04",-,"13,15","14,10"
2993,2021-05-05T16:00:56,"65,88","5,92",-,"14,48","15,48"
2994,2021-05-05T17:00:56,"72,13","6,20",-,"17,25","18,13"
2995,2021-05-05T18:00:56,"72,50","7,15",-,"17,74","18,92"
2996,2021-05-05T19:00:56,"69,25","6,82",-,"18,23","18,80"
2997,2021-05-05T20:00:56,"70,37","5,97",-,"18,31","19,20"
2998,2021-05-05T21:00:56,"65,87","5,15",-,"20,21","20,93"
2999,2021-05-05T22:00:56,"66,76","5,62",-,"28,33","29,23"
3000,2021-05-05T23:00:56,"81,63","3,95",-,"38,55","40,48"
3001,2021-06-05T00:00:56,"96,49","2,82",-,"26,44","27,58"
3002,2021-06-05T01:00:56,"70,67","2,88",-,"21,47","22,25"
3003,2021-06-05T02:00:56,"58,99","2,60",-,"18,17","18,80"
3004,2021-06-05T03:00:56,"44,62","2,84",-,"18,54","19,22"
3005,2021-06-05T04:00:56,"41,12","3,42",-,"18,44","19,32"
3006,2021-06-05T05:00:56,"34,75","2,96",-,"13,37","14,13"
3007,2021-06-05T06:00:56,"38,14","3,36",-,"26,48","27,37"
3008,2021-06-05T07:00:56,"79,77","3,38",-,"38,39","39,80"
3009,2021-06-05T08:00:56,"118,87","3,56",-,"49,48","53,88"
3010,2021-06-05T09:00:56,"108,99","3,67",-,"40,38","44,94"
3011,2021-06-05T10:00:56,"100,27","3,99",-,"66,47","70,39"
3012,2021-06-05T11:00:56,"139,13","2,64",-,"41,67","44,46"
3013,2021-06-05T12:00:56,"145,85","3,42",-,"25,56","26,92"
3014,2021-06-05T13:00:56,"86,24","2,21",-,"21,29","22,41"
3015,2021-06-05T14:00:56,"70,14","2,04",-,"20,44","21,28"
3016,2021-06-05T15:00:56,"90,49","2,73",-,"21,79","22,79"
3017,2021-06-05T16:00:56,"77,37","2,51",-,"17,19","18,07"
3018,2021-06-05T17:00:56,"61,63","2,22",-,"14,31","14,81"
3019,2021-06-05T18:00:56,"75,99","1,95",-,"14,67","15,45"
3020,2021-06-05T19:00:56,"48,38","1,86",-,"16,49","17,48"
3021,2021-06-05T20:00:56,"50,37","2,04",-,"17,45","18,18"
3022,2021-06-05T21:00:56,"45,75","2,38",-,"14,86","15,09"
3023,2021-06-05T22:00:56,"45,63","2,86",-,"28,80","29,69"
3024,2021-06-05T23:00:56,"57,63","1,48",-,"30,35","31,58"
3025,2021-07-05T00:00:56,"61,25","0,95",-,"32,49","33,40"
3026,2021-07-05T01:00:56,"55,03","1,63",-,"28,82","29,58"
3027,2021-07-05T02:00:56,"46,37","0,73",-,"19,63","20,68"
3028,2021-07-05T03:00:56,"35,38","0,16",-,"19,04","20,04"
3029,2021-07-05T04:00:56,"36,87","0,52",-,"20,28","21,11"
3030,2021-07-05T05:00:56,"29,38","0,91",-,"17,08","18,22"
3031,2021-07-05T06:00:56,"31,50","1,40",-,"13,22","14,27"
3032,2021-07-05T07:00:56,"28,50","0,86",-,"16,29","17,60"
3033,2021-07-05T08:00:56,"32,00","0,95",-,"16,83","17,92"
3034,2021-07-05T09:00:56,"31,37","0,93",-,"17,56","18,88"
3035,2021-07-05T10:00:56,"27,88","-0,01",-,"17,63","19,32"
3036,2021-07-05T11:00:56,"35,13","-0,26",-,"16,13","17,24"
3037,2021-07-05T12:00:56,"44,38","0,38",-,"15,32","16,40"
3038,2021-07-05T13:00:56,"52,49","-0,63",-,"13,91","15,05"
3039,2021-07-05T14:00:56,"42,13","-0,39",-,"14,55","15,44"
3040,2021-07-05T15:00:56,"43,38","0,42",-,"13,78","14,79"
3041,2021-07-05T16:00:56,"46,63","-0,42",-,"17,27","18,57"
3042,2021-07-05T17:00:56,"51,38","0,49",-,"18,83","19,71"
3043,2021-07-05T18:00:56,"53,25","0,12",-,"19,84","20,59"
3044,2021-07-05T19:00:56,"47,50","0,25",-,"20,64","21,53"
3045,2021-07-05T20:00:56,"46,63","0,25",-,"27,36","28,50"
3046,2021-07-05T21:00:56,"68,64","-0,27",-,"34,78","35,54"
3047,2021-07-05T22:00:56,"96,76","0,78",-,"43,71","45,29"
3048,2021-07-05T23:00:56,"111,86","2,26",-,"38,31","42,36"
3049,2021-08-05T00:00:56,"94,16","3,93",-,"62,25","66,32"
3050,2021-08-05T01:00:56,"170,31","4,61",-,"60,77","78,31"
3051,2021-08-05T02:00:56,"149,47","4,54",-,"46,25","48,35"
3052,2021-08-05T03:00:56,"85,61","4,18",-,"32,08","33,01"
3053,2021-08-05T04:00:56,"53,87","4,69",-,"25,48","26,16"
3054,2021-08-05T05:00:56,"49,64","3,80",-,"41,04","44,00"
3055,2021-08-05T06:00:56,"85,91","4,58",-,"54,61","60,61"
3056,2021-08-05T07:00:56,"157,99","4,43",-,"42,40","44,59"
3057,2021-08-05T08:00:56,"140,03","5,28",-,"37,26","50,52"
3058,2021-08-05T09:00:56,"218,03","4,97",-,"47,64","60,77"
3059,2021-08-05T10:00:56,"270,74","4,84",-,"57,51","74,22"
3060,2021-08-05T11:00:56,"237,46","4,62",-,"47,80","58,32"
3061,2021-08-05T12:00:56,"153,97","3,56",-,"35,89","39,42"
3062,2021-08-05T13:00:56,"83,62","4,45",-,"37,44","42,26"
3063,2021-08-05T14:00:56,"79,37","4,04",-,"32,75","35,17"
3064,2021-08-05T15:00:56,"68,13","3,67",-,"28,66","30,22"
3065,2021-08-05T16:00:56,"71,26","4,00",-,"27,43","29,15"
3066,2021-08-05T17:00:56,"85,37","4,19",-,"25,92","27,66"
3067,2021-08-05T18:00:56,"75,51","3,72",-,"20,92","22,23"
3068,2021-08-05T19:00:56,"87,00","2,66",-,"18,13","19,34"
3069,2021-08-05T20:00:56,"91,49","3,36",-,"21,29","22,13"
3070,2021-08-05T21:00:56,"71,12","2,93",-,"19,94","20,72"
3071,2021-08-05T22:00:56,"52,00","2,89",-,"21,99","23,23"
3072,2021-08-05T23:00:56,"61,13","4,80",-,"30,15","31,69"
3073,2021-09-05T00:00:56,"80,26","6,12",-,"30,27","31,41"
3074,2021-09-05T01:00:56,"106,14","5,88",-,"31,18","32,72"
3075,2021-09-05T02:00:56,"73,61","5,87",-,"16,59","17,46"
3076,2021-09-05T03:00:56,"41,62","5,72",-,"12,91","13,52"
3077,2021-09-05T04:00:56,"32,75","5,47",-,"9,19","9,84"
3078,2021-09-05T05:00:56,"39,00","5,65",-,"13,81","14,58"
3079,2021-09-05T06:00:56,"45,37","5,81",-,"11,03","11,70"
3080,2021-09-05T07:00:56,"42,13","5,85",-,"9,24","9,95"
3081,2021-09-05T08:00:56,"49,87","6,08",-,"8,75","9,43"
3082,2021-09-05T09:00:56,"49,00","6,19",-,"8,18","9,21"
3083,2021-09-05T10:00:56,"47,49","5,91",-,"8,16","8,90"
3084,2021-09-05T11:00:56,"37,13","5,53",-,"11,00","11,81"
3085,2021-09-05T12:00:56,"39,00","5,21",-,"8,75","9,60"
3086,2021-09-05T13:00:56,"45,12","4,99",-,"7,72","8,55"
3087,2021-09-05T14:00:56,"39,50","5,31",-,"8,64","9,33"
3088,2021-09-05T15:00:56,"41,37","4,42",-,"8,80","9,77"
3089,2021-09-05T16:00:56,"29,50","4,29",-,"9,69","10,52"
3090,2021-09-05T17:00:56,"25,62","5,08",-,"9,62","10,03"
3091,2021-09-05T18:00:56,"23,25","4,52",-,"9,99","11,04"
3092,2021-09-05T19:00:56,"25,38","5,10",-,"10,66","11,28"
3093,2021-09-05T20:00:56,"28,00","5,43",-,"12,54","13,33"
3094,2021-09-05T21:00:56,"28,88","5,94",-,"10,39","11,34"
3095,2021-09-05T22:00:56,"35,00","6,05",-,"11,83","12,75"
3096,2021-09-05T23:00:56,"33,62","5,35",-,"11,02","11,78"
3097,2021-10-05T00:00:56,"23,12","5,32",-,"10,30","10,84"
3098,2021-10-05T01:00:56,"17,72","5,39",-,"9,17","9,94"
3099,2021-10-05T02:00:56,"21,62","4,73",-,"7,89","8,36"
3100,2021-10-05T03:00:56,"11,75","5,41",-,"7,07","7,72"
3101,2021-10-05T04:00:56,"10,13","5,31",-,"6,57","7,18"
3102,2021-10-05T05:00:56,"10,87","5,71",-,"5,81","6,66"
3103,2021-10-05T06:00:56,"9,75","5,64",-,"5,97","6,58"
3104,2021-10-05T07:00:56,"9,13","6,80",-,"7,60","8,65"
3105,2021-10-05T08:00:56,"17,00","5,84",-,"9,99","10,67"
3106,2021-10-05T09:00:56,"17,63","5,83",-,"12,28","13,06"
3107,2021-10-05T10:00:56,"22,88","5,35",-,"10,18","11,23"
3108,2021-10-05T11:00:56,"28,62","4,91",-,"9,34","10,42"
3109,2021-10-05T12:00:56,"25,87","5,07",-,"7,49","8,52"
3110,2021-10-05T13:00:56,"24,87","4,65",-,"6,78","7,45"
3111,2021-10-05T14:00:56,"25,38","5,15",-,"8,35","9,13"
3112,2021-10-05T15:00:56,"35,00","4,88",-,"8,96","10,00"
3113,2021-10-05T16:00:56,"34,25","4,64",-,"8,92","9,99"
3114,2021-10-05T17:00:56,"29,25","4,73",-,"9,32","10,10"
3115,2021-10-05T18:00:56,"30,37","4,20",-,"10,16","11,11"
3116,2021-10-05T19:00:56,"25,75","4,21",-,"11,00","11,75"
3117,2021-10-05T20:00:56,"25,51","4,91",-,"12,42","13,28"
3118,2021-10-05T21:00:56,"35,12","5,72",-,"15,14","15,84"
3119,2021-10-05T22:00:56,"29,13","5,61",-,"19,14","19,86"
3120,2021-10-05T23:00:56,"31,63","5,26",-,"27,79","30,57"
3121,2021-11-05T00:00:56,"41,12","4,98",-,"22,18","23,69"
3122,2021-11-05T01:00:56,"28,72","4,72",-,"30,09","32,52"
3123,2021-11-05T02:00:56,"39,64","5,28",-,"66,22","68,75"
3124,2021-11-05T03:00:56,"72,73","5,67",-,"36,46","37,26"
3125,2021-11-05T04:00:56,"28,62","5,41",-,"28,20","29,17"
3126,2021-11-05T05:00:56,"25,37","5,85",-,"16,54","17,25"
3127,2021-11-05T06:00:56,"20,12","5,17",-,"16,78","17,40"
3128,2021-11-05T07:00:56,"14,63","5,44",-,"15,39","16,61"
3129,2021-11-05T08:00:56,"19,50","5,27",-,"17,70","18,66"
3130,2021-11-05T09:00:56,"25,13","4,94",-,"35,30","38,37"
3131,2021-11-05T10:00:56,"40,63","4,79",-,"43,19","46,73"
3132,2021-11-05T11:00:56,"44,87","4,81",-,"29,09","30,51"
3133,2021-11-05T12:00:56,"46,63","3,60",-,"22,73","24,04"
3134,2021-11-05T13:00:56,"64,87","3,81",-,"21,70","22,85"
3135,2021-11-05T14:00:56,"63,25","4,49",-,"20,13","21,04"
3136,2021-11-05T15:00:56,"57,50","3,13",-,"21,45","22,78"
3137,2021-11-05T16:00:56,"54,13","3,66",-,"22,11","23,47"
3138,2021-11-05T17:00:56,"54,62","3,40",-,"23,57","24,76"
3139,2021-11-05T18:00:56,"51,37","3,51",-,"23,03","23,91"
3140,2021-11-05T19:00:56,"45,87","3,59",-,"20,41","21,20"
3141,2021-11-05T20:00:56,"38,00","3,33",-,"20,40","21,03"
3142,2021-11-05T21:00:56,"40,13","3,71",-,"32,74","33,68"
3143,2021-11-05T22:00:56,"57,01","4,23",-,"36,35","37,12"
3144,2021-11-05T23:00:56,"69,87","5,37",-,"37,07","38,03"
3145,2021-12-05T00:00:56,"62,50","5,64",-,"38,30","39,43"
3146,2021-12-05T01:00:56,"65,39","6,00",-,"39,91","41,35"
3147,2021-12-05T02:00:56,"60,12","6,34",-,"38,45","39,39"
3148,2021-12-05T03:00:56,"53,37","6,09",-,"34,22","35,26"
3149,2021-12-05T04:00:56,"47,75","5,98",-,"19,70","20,45"
3150,2021-12-05T05:00:56,"37,75","6,35",-,"20,10","20,92"
3151,2021-12-05T06:00:56,"35,27","6,27",-,"36,21","37,90"
3152,2021-12-05T07:00:56,"81,01","7,76",-,"40,72","51,26"
3153,2021-12-05T08:00:56,"100,64","8,37",-,"54,01","63,21"
3154,2021-12-05T09:00:56,"134,98","7,38",-,"45,57","50,76"
3155,2021-12-05T10:00:56,"97,24","7,36",-,"30,60","32,51"
3156,2021-12-05T11:00:56,"76,87","7,47",-,"22,77","24,05"
3157,2021-12-05T12:00:56,"67,01","6,67",-,"17,28","18,21"
3158,2021-12-05T13:00:56,"50,50","5,90",-,"14,64","15,46"
3159,2021-12-05T14:00:56,"45,24","5,35",-,"13,47","14,03"
3160,2021-12-05T15:00:56,"33,38","6,25",-,"13,98","14,59"
3161,2021-12-05T16:00:56,"34,62","5,62",-,"14,31","15,43"
3162,2021-12-05T17:00:56,"25,25","5,88",-,"16,32","17,24"
3163,2021-12-05T18:00:56,"28,25","6,89",-,"15,82","16,72"
3164,2021-12-05T19:00:56,"37,13","6,51",-,"15,25","16,22"
3165,2021-12-05T20:00:56,"37,37","6,06",-,"15,36","16,42"
3166,2021-12-05T21:00:56,"32,62","5,90",-,"11,90","12,49"
3167,2021-12-05T22:00:56,"31,76","5,29",-,"9,87","10,74"
3168,2021-12-05T23:00:56,"43,00","3,83",-,"10,37","11,07"
3169,2021-05-13T00:00:56,"35,12","3,42",-,"10,78","11,33"
3170,2021-05-13T01:00:56,"28,02","3,93",-,"9,37","10,36"
3171,2021-05-13T02:00:56,"24,14","3,67",-,"15,12","15,81"
3172,2021-05-13T03:00:56,"55,53","3,06",-,"32,13","33,36"
3173,2021-05-13T04:00:56,"111,46","4,73",-,"22,71","23,63"
3174,2021-05-13T05:00:56,"40,88","4,39",-,"17,25","18,14"
3175,2021-05-13T06:00:56,"60,37","4,10",-,"16,73","17,78"
3176,2021-05-13T07:00:56,"58,13","4,69",-,"22,32","24,48"
3177,2021-05-13T08:00:56,"72,00","4,66",-,"28,14","33,10"
3178,2021-05-13T09:00:56,"66,63","4,04",-,"21,93","24,78"
3179,2021-05-13T10:00:56,"74,74","4,62",-,"18,94","20,40"
3180,2021-05-13T11:00:56,"50,87","4,36",-,"13,61","14,45"
3181,2021-05-13T12:00:56,"40,99","4,38",-,"10,73","11,72"
3182,2021-05-13T13:00:56,"27,75","4,19",-,"9,45","10,17"
3183,2021-05-13T14:00:56,"33,13","5,10",-,"8,58","9,23"
3184,2021-05-13T15:00:56,"34,50","4,45",-,"7,95","8,42"
3185,2021-05-13T16:00:56,"40,01","4,59",-,"9,40","10,60"
3186,2021-05-13T17:00:56,"54,00","6,06",-,"9,99","10,51"
3187,2021-05-13T18:00:56,"56,26","5,55",-,"10,51","11,08"
3188,2021-05-13T19:00:56,"70,75","4,79",-,"10,81","11,86"
3189,2021-05-13T20:00:56,"61,62","4,88",-,"10,99","11,69"
3190,2021-05-13T21:00:56,"56,99","4,43",-,"9,80","10,63"
3191,2021-05-13T22:00:56,"43,25","4,08",-,"8,67","9,42"
3192,2021-05-13T23:00:56,"44,62","4,86",-,"10,37","10,88"
3193,2021-05-14T00:00:56,"40,87","5,69",-,"11,10","11,83"
3194,2021-05-14T01:00:56,"34,11","6,40",-,"22,66","23,31"
3195,2021-05-14T02:00:56,"41,12","7,02",-,"13,52","14,44"
3196,2021-05-14T03:00:56,"36,38","7,10",-,"19,75","20,55"
3197,2021-05-14T04:00:56,-,-,-,-,-
3198,2021-05-14T05:00:56,-,-,-,-,-
3199,2021-05-14T06:00:56,-,-,-,-,-
3200,2021-05-14T07:00:56,-,-,-,-,-
3201,2021-05-14T08:00:56,-,-,-,-,-
3202,2021-05-14T09:00:56,-,-,-,-,-
3203,2021-05-14T10:00:56,-,-,-,-,-
3204,2021-05-14T11:00:56,-,-,-,-,-
3205,2021-05-14T12:00:56,-,-,-,-,-
3206,2021-05-14T13:00:56,-,-,-,-,-
3207,2021-05-14T14:00:56,-,-,-,-,-
3208,2021-05-14T15:00:56,-,-,-,-,-
3209,2021-05-14T16:00:56,-,-,-,-,-
3210,2021-05-14T17:00:56,-,-,-,-,-
3211,2021-05-14T18:00:56,-,-,-,-,-
3212,2021-05-14T19:00:56,-,-,-,-,-
3213,2021-05-14T20:00:56,-,-,-,-,-
3214,2021-05-14T21:00:56,-,-,-,-,-
3215,2021-05-14T22:00:56,-,-,-,-,-
3216,2021-05-14T23:00:56,-,-,-,-,-
3217,2021-05-15T00:00:56,-,-,-,-,-
3218,2021-05-15T01:00:56,-,-,-,-,-
3219,2021-05-15T02:00:56,-,-,-,-,-
3220,2021-05-15T03:00:56,-,-,-,-,-
3221,2021-05-15T04:00:56,-,-,-,-,-
3222,2021-05-15T05:00:56,-,-,-,-,-
3223,2021-05-15T06:00:56,-,-,-,-,-
3224,2021-05-15T07:00:56,-,-,-,-,-
3225,2021-05-15T08:00:56,-,-,-,-,-
3226,2021-05-15T09:00:56,-,-,-,-,-
3227,2021-05-15T10:00:56,-,-,-,-,-
3228,2021-05-15T11:00:56,-,-,-,-,-
3229,2021-05-15T12:00:56,-,-,-,-,-
3230,2021-05-15T13:00:56,-,-,-,-,-
3231,2021-05-15T14:00:56,-,-,-,-,-
3232,2021-05-15T15:00:56,-,-,-,-,-
3233,2021-05-15T16:00:56,-,-,-,-,-
3234,2021-05-15T17:00:56,-,-,-,-,-
3235,2021-05-15T18:00:56,-,-,-,-,-
3236,2021-05-15T19:00:56,-,-,-,-,-
3237,2021-05-15T20:00:56,-,-,-,-,-
3238,2021-05-15T21:00:56,-,-,-,-,-
3239,2021-05-15T22:00:56,-,-,-,-,-
3240,2021-05-15T23:00:56,-,-,-,-,-
3241,2021-05-16T00:00:56,-,-,-,-,-
3242,2021-05-16T01:00:56,-,-,-,-,-
3243,2021-05-16T02:00:56,-,-,-,-,-
3244,2021-05-16T03:00:56,-,-,-,-,-
3245,2021-05-16T04:00:56,-,-,-,-,-
3246,2021-05-16T05:00:56,-,-,-,-,-
3247,2021-05-16T06:00:56,-,-,-,-,-
3248,2021-05-16T07:00:56,-,-,-,-,-
3249,2021-05-16T08:00:56,-,-,-,-,-
3250,2021-05-16T09:00:56,-,-,-,-,-
3251,2021-05-16T10:00:56,-,-,-,-,-
3252,2021-05-16T11:00:56,-,-,-,-,-
3253,2021-05-16T12:00:56,-,-,-,-,-
3254,2021-05-16T13:00:56,-,-,-,-,-
3255,2021-05-16T14:00:56,-,-,-,-,-
3256,2021-05-16T15:00:56,-,-,-,-,-
3257,2021-05-16T16:00:56,-,-,-,-,-
3258,2021-05-16T17:00:56,-,-,-,-,-
3259,2021-05-16T18:00:56,-,-,-,-,-
3260,2021-05-16T19:00:56,-,-,-,-,-
3261,2021-05-16T20:00:56,-,-,-,-,-
3262,2021-05-16T21:00:56,-,-,-,-,-
3263,2021-05-16T22:00:56,-,-,-,-,-
3264,2021-05-16T23:00:56,-,-,-,-,-
3265,2021-05-17T00:00:56,-,-,-,-,-
3266,2021-05-17T01:00:56,-,-,-,-,-
3267,2021-05-17T02:00:56,-,-,-,-,-
3268,2021-05-17T03:00:56,-,-,-,-,-
3269,2021-05-17T04:00:56,-,-,-,-,-
3270,2021-05-17T05:00:56,-,-,-,-,-
3271,2021-05-17T06:00:56,-,-,-,-,-
3272,2021-05-17T07:00:56,-,-,-,-,-
3273,2021-05-17T08:00:56,-,-,-,-,-
3274,2021-05-17T09:00:56,-,-,-,-,-
3275,2021-05-17T10:00:56,-,-,-,-,-
3276,2021-05-17T11:00:56,"68,26","1,96",-,"23,47","24,89"
3277,2021-05-17T12:00:56,"56,00","1,89",-,"20,06","21,10"
3278,2021-05-17T13:00:56,"55,87","2,16",-,"18,03","19,01"
3279,2021-05-17T14:00:56,"54,62","1,10",-,"16,00","17,12"
3280,2021-05-17T15:00:56,"52,50","1,36",-,"15,11","15,94"
3281,2021-05-17T16:00:56,"55,00","1,87",-,"14,34","15,37"
